original,G001,G002,G003,G004,G005,G006,G007,G008,G009,G010,G011,G012,G013,G014,G015,G016,G017,G018,G019,G020,G021,G022,G023,G024,G025,G026,G027,G028,G029,G030,G031,G032,G033,G034,G035,G036,G037,G038,G039,G040,G041,G042,G043,G044,G045,G046,G047,G048,G049,G050,G051,G052,G053,G054,G055,G056,G057,G058,G059,G060,G061,G062,G063,G064,G065,G066,G067,G068,G069,G070,G071,G072,G073,G074,G075,G076,G077,G078,G079,G080,G081,G082,G083,G084,G085,G086,G087,G088,G089,G090,G091,G092,G093,G094,G095,G096,G097,G098,G099,G100
2.4277449546,2.4866655923097625,2.331527976003941,2.338023615692577,2.4745980859116075,2.4562665865268403,2.564069126162354,2.4602035785389833,2.3787254386678587,2.392735511561181,2.393040410786659,2.3557875652618194,2.440089316622587,2.3741875091819864,2.4203927786042208,2.417130970423687,2.264702678100678,2.4559702593662815,2.302825141673817,2.363211856956778,2.5116260543588598,2.3423416253891602,2.4264019199083164,2.352020978912354,2.453418902955349,2.407585012483123,2.3640992357569,2.506707787070819,2.4267044531448065,2.448644169313226,2.4492068083846714,2.4806930938467016,2.5363924390873755,2.4754981817797863,2.440697606830897,2.4773460038059354,2.292572540500778,2.430440313217065,2.333114162374866,2.498367810604739,2.4250773923105142,2.3883883601349183,2.492612840762812,2.5067966045406416,2.611751267682919,2.4740393086529413,2.4333960325705264,2.4751880749467747,2.4102725130357228,2.3212073982247183,2.4430145152650695,2.386196016055244,2.293214372737965,2.5146739558844193,2.505210522391286,2.428099011903539,2.4149203434048885,2.338834972655321,2.439618867940402,2.4502458797799207,2.35793229803956,2.4360845183108903,2.420869476331264,2.4265802041254165,2.5293685111495336,2.3531942184903625,2.4329066103084873,2.4478154123293763,2.4604864824034416,2.3673755224229707,2.35776503069317,2.4351019746961793,2.434851434312823,2.483334449888368,2.4026765408863935,2.304571298575196,2.3505338750373777,2.3962248090700133,2.4947643462030222,2.4043292103337164,2.3841549743063224,2.4515478319264465,2.3378452781143264,2.522283924782015,2.4850741353347394,2.3831906655190696,2.497346039418183,2.431287300029694,2.353531227074187,2.4575210593625103,2.3501811198815457,2.3926281984367175,2.5627364391818883,2.3080969884063065,2.4495737515449165,2.425484384038451,2.381726233779867,2.3846226792745693,2.553866276456088,2.4996211093828915,2.416530791880955
2.4277449546,2.4866655923097625,2.331527976003941,2.338023615692577,2.4745980859116075,2.4562665865268403,2.564069126162354,2.4602035785389833,2.3787254386678587,2.392735511561181,2.393040410786659,2.3557875652618194,2.440089316622587,2.3741875091819864,2.4203927786042208,2.417130970423687,2.264702678100678,2.4559702593662815,2.302825141673817,2.363211856956778,2.5116260543588598,2.3423416253891602,2.4264019199083164,2.352020978912354,2.453418902955349,2.407585012483123,2.3640992357569,2.506707787070819,2.4267044531448065,2.448644169313226,2.4492068083846714,2.4806930938467016,2.5363924390873755,2.4754981817797863,2.440697606830897,2.4773460038059354,2.292572540500778,2.430440313217065,2.333114162374866,2.498367810604739,2.4250773923105142,2.3883883601349183,2.492612840762812,2.5067966045406416,2.611751267682919,2.4740393086529413,2.4333960325705264,2.4751880749467747,2.4102725130357228,2.3212073982247183,2.4430145152650695,2.386196016055244,2.293214372737965,2.5146739558844193,2.505210522391286,2.428099011903539,2.4149203434048885,2.338834972655321,2.439618867940402,2.4502458797799207,2.35793229803956,2.4360845183108903,2.420869476331264,2.4265802041254165,2.5293685111495336,2.3531942184903625,2.4329066103084873,2.4478154123293763,2.4604864824034416,2.3673755224229707,2.35776503069317,2.4351019746961793,2.434851434312823,2.483334449888368,2.4026765408863935,2.304571298575196,2.3505338750373777,2.3962248090700133,2.4947643462030222,2.4043292103337164,2.3841549743063224,2.4515478319264465,2.3378452781143264,2.522283924782015,2.4850741353347394,2.3831906655190696,2.497346039418183,2.431287300029694,2.353531227074187,2.4575210593625103,2.3501811198815457,2.3926281984367175,2.5627364391818883,2.3080969884063065,2.4495737515449165,2.425484384038451,2.381726233779867,2.3846226792745693,2.553866276456088,2.4996211093828915,2.416530791880955
1.7341035390000001,1.776189708792688,1.6653771257171006,1.670016868351841,1.767570061365434,1.7544761332334575,1.8314779472588238,1.7572882703849881,1.6990895990484705,1.7090967939722723,1.709314579133328,1.6827054037584421,1.7429209404447055,1.6958482208442762,1.7288519847173005,1.726522121731205,1.6176447700719125,1.7542644709759156,1.6448751011955831,1.6880084692548416,1.7940186102563285,1.6731011609922573,1.73314422850594,1.6800149849373955,1.752442073539535,1.719703580345088,1.688642311254929,1.790505562193442,1.7333603236748618,1.7490315495094466,1.7494334345604794,1.7719236384619295,1.811708885062411,1.7682129869855616,1.7433554334506407,1.7695328598613824,1.6375518146434132,1.7360287951550464,1.6665101159820475,1.7845484361462418,1.7321981373646531,1.7059916858106559,1.7804377434020084,1.7905690032433152,1.8655366197735135,1.767170934752101,1.7381400232646615,1.767991482104839,1.7216232235969449,1.6580052844462274,1.7450103680464781,1.7044257257537454,1.6380102662414033,1.7961956827745853,1.789436087422347,1.7343564370739568,1.7249431024320632,1.6705964090395147,1.7425849056717158,1.7501756284142291,1.684237355742543,1.7400603702220645,1.72919248309376,1.7332715743752976,1.8066917936782383,1.6808530132074015,1.7377904359346337,1.7484395802352692,1.7574903445738865,1.6909825160164074,1.6841178790665496,1.7393585533544136,1.7391795959377312,1.7738103213488343,1.7161975292045666,1.6461223561251395,1.6789527678838412,1.7115891493357236,1.7819745330021586,1.7173780073812264,1.7029678387902303,1.7511055942331764,1.6698894843673764,1.8016313748442963,1.775052953810528,1.7022790467993352,1.7838185995844165,1.736633785735496,1.681093733624419,1.755372185258936,1.6787007999153902,1.7090201417405126,1.8305260279870632,1.648640706004505,1.7496955368177973,1.7324888457417509,1.7012330241284768,1.7033019137675494,1.8241901974686343,1.785443649559208,1.7260934227721105
1.3872828312,1.42095176703415,1.3323017005736806,1.3360134946814728,1.414056049092347,1.403580906586766,1.465182357807059,1.4058306163079906,1.3592716792387762,1.3672774351778179,1.3674516633066622,1.346164323006754,1.3943367523557642,1.356678576675421,1.3830815877738403,1.381217697384964,1.2941158160575303,1.4034115767807323,1.3159000809564667,1.350406775403873,1.4352148882050628,1.338480928793806,1.3865153828047523,1.3440119879499164,1.401953658831628,1.3757628642760702,1.3509138490039432,1.4324044497547537,1.3866882589398895,1.3992252396075575,1.3995467476483836,1.4175389107695435,1.4493671080499286,1.4145703895884492,1.3946843467605126,1.4156262878891057,1.3100414517147305,1.3888230361240372,1.3332080927856378,1.4276387489169935,1.3857585098917224,1.3647933486485249,1.4243501947216068,1.432455202594652,1.4924292958188108,1.4137367478016807,1.3905120186117292,1.4143931856838714,1.377298578877556,1.326404227556982,1.3960082944371826,1.3635405806029965,1.3104082129931227,1.4369565462196683,1.4315488699378778,1.3874851496591651,1.3799544819456506,1.3364771272316118,1.3940679245373726,1.4001405027313834,1.3473898845940342,1.3920482961776515,1.383353986475008,1.386617259500238,1.4453534349425905,1.3446824105659212,1.390232348747707,1.3987516641882152,1.4059922756591094,1.352786012813126,1.3472943032532398,1.391486842683531,1.3913436767501848,1.4190482570790672,1.3729580233636531,1.3168978849001118,1.343162214307073,1.369271319468579,1.4255796264017266,1.373902405904981,1.3623742710321842,1.4008844753865408,1.335911587493901,1.441305099875437,1.4200423630484225,1.3618232374394683,1.4270548796675333,1.3893070285883968,1.344874986899535,1.4042977482071486,1.342960639932312,1.3672161133924101,1.4644208223896507,1.3189125648036037,1.399756429454238,1.3859910765934005,1.3609864193027812,1.3626415310140394,1.4593521579749074,1.4283549196473666,1.3808747382176887
1.0404621233999998,1.0657138252756124,0.9992262754302603,1.0020101210111045,1.0605420368192602,1.0526856799400743,1.0988867683552945,1.054372962230993,1.0194537594290822,1.0254580763833632,1.0255887474799967,1.0096232422550655,1.045752564266823,1.0175089325065658,1.0373111908303805,1.035913273038723,0.9705868620431478,1.0525586825855493,0.9869250607173499,1.0128050815529048,1.0764111661537972,1.0038606965953545,1.0398865371035642,1.0080089909624375,1.051465244123721,1.0318221482070526,1.0131853867529574,1.0743033373160653,1.040016194204917,1.049418929705668,1.0496600607362876,1.0631541830771576,1.0870253310374467,1.060927792191337,1.0460132600703844,1.0617197159168292,0.982531088786048,1.0416172770930279,0.9999060695892282,1.0707290616877452,1.0393188824187918,1.0235950114863936,1.068262646041205,1.0743414019459891,1.119321971864108,1.0603025608512604,1.042884013958797,1.0607948892629036,1.032973934158167,0.9948031706677364,1.047006220827887,1.0226554354522475,0.982806159744842,1.0777174096647513,1.0736616524534084,1.040613862244374,1.034965861459238,1.002357845423709,1.0455509434030295,1.0501053770485373,1.0105424134455256,1.0440362221332387,1.0375154898562562,1.0399629446251786,1.084015076206943,1.0085118079244408,1.0426742615607805,1.0490637481411613,1.0544942067443321,1.0145895096098443,1.01047072743993,1.043615132012648,1.0435077575626386,1.0642861928093004,1.02971851752274,0.9876734136750838,1.0073716607303047,1.0269534896014343,1.0691847198012951,1.0304268044287355,1.0217807032741382,1.0506633565399055,1.0019336906204257,1.080978824906578,1.065031772286317,1.0213674280796012,1.07029115975065,1.0419802714412978,1.0086562401746515,1.0532233111553615,1.007220479949234,1.0254120850443076,1.0983156167922379,0.9891844236027026,1.0498173220906786,1.0394933074450503,1.0207398144770858,1.0219811482605294,1.0945141184811804,1.071266189735525,1.0356560536632664
2.4277449546,2.4866655923097625,2.331527976003941,2.338023615692577,2.4745980859116075,2.4562665865268403,2.564069126162354,2.4602035785389833,2.3787254386678587,2.392735511561181,2.393040410786659,2.3557875652618194,2.440089316622587,2.3741875091819864,2.4203927786042208,2.417130970423687,2.264702678100678,2.4559702593662815,2.302825141673817,2.363211856956778,2.5116260543588598,2.3423416253891602,2.4264019199083164,2.352020978912354,2.453418902955349,2.407585012483123,2.3640992357569,2.506707787070819,2.4267044531448065,2.448644169313226,2.4492068083846714,2.4806930938467016,2.5363924390873755,2.4754981817797863,2.440697606830897,2.4773460038059354,2.292572540500778,2.430440313217065,2.333114162374866,2.498367810604739,2.4250773923105142,2.3883883601349183,2.492612840762812,2.5067966045406416,2.611751267682919,2.4740393086529413,2.4333960325705264,2.4751880749467747,2.4102725130357228,2.3212073982247183,2.4430145152650695,2.386196016055244,2.293214372737965,2.5146739558844193,2.505210522391286,2.428099011903539,2.4149203434048885,2.338834972655321,2.439618867940402,2.4502458797799207,2.35793229803956,2.4360845183108903,2.420869476331264,2.4265802041254165,2.5293685111495336,2.3531942184903625,2.4329066103084873,2.4478154123293763,2.4604864824034416,2.3673755224229707,2.35776503069317,2.4351019746961793,2.434851434312823,2.483334449888368,2.4026765408863935,2.304571298575196,2.3505338750373777,2.3962248090700133,2.4947643462030222,2.4043292103337164,2.3841549743063224,2.4515478319264465,2.3378452781143264,2.522283924782015,2.4850741353347394,2.3831906655190696,2.497346039418183,2.431287300029694,2.353531227074187,2.4575210593625103,2.3501811198815457,2.3926281984367175,2.5627364391818883,2.3080969884063065,2.4495737515449165,2.425484384038451,2.381726233779867,2.3846226792745693,2.553866276456088,2.4996211093828915,2.416530791880955
2.4277449546,2.4866655923097625,2.331527976003941,2.338023615692577,2.4745980859116075,2.4562665865268403,2.564069126162354,2.4602035785389833,2.3787254386678587,2.392735511561181,2.393040410786659,2.3557875652618194,2.440089316622587,2.3741875091819864,2.4203927786042208,2.417130970423687,2.264702678100678,2.4559702593662815,2.302825141673817,2.363211856956778,2.5116260543588598,2.3423416253891602,2.4264019199083164,2.352020978912354,2.453418902955349,2.407585012483123,2.3640992357569,2.506707787070819,2.4267044531448065,2.448644169313226,2.4492068083846714,2.4806930938467016,2.5363924390873755,2.4754981817797863,2.440697606830897,2.4773460038059354,2.292572540500778,2.430440313217065,2.333114162374866,2.498367810604739,2.4250773923105142,2.3883883601349183,2.492612840762812,2.5067966045406416,2.611751267682919,2.4740393086529413,2.4333960325705264,2.4751880749467747,2.4102725130357228,2.3212073982247183,2.4430145152650695,2.386196016055244,2.293214372737965,2.5146739558844193,2.505210522391286,2.428099011903539,2.4149203434048885,2.338834972655321,2.439618867940402,2.4502458797799207,2.35793229803956,2.4360845183108903,2.420869476331264,2.4265802041254165,2.5293685111495336,2.3531942184903625,2.4329066103084873,2.4478154123293763,2.4604864824034416,2.3673755224229707,2.35776503069317,2.4351019746961793,2.434851434312823,2.483334449888368,2.4026765408863935,2.304571298575196,2.3505338750373777,2.3962248090700133,2.4947643462030222,2.4043292103337164,2.3841549743063224,2.4515478319264465,2.3378452781143264,2.522283924782015,2.4850741353347394,2.3831906655190696,2.497346039418183,2.431287300029694,2.353531227074187,2.4575210593625103,2.3501811198815457,2.3926281984367175,2.5627364391818883,2.3080969884063065,2.4495737515449165,2.425484384038451,2.381726233779867,2.3846226792745693,2.553866276456088,2.4996211093828915,2.416530791880955
3.4682070780000003,3.552379417585376,3.3307542514342012,3.340033736703682,3.535140122730868,3.508952266466915,3.6629558945176477,3.5145765407699763,3.398179198096941,3.4181935879445446,3.418629158266656,3.3654108075168843,3.485841880889411,3.3916964416885524,3.457703969434601,3.45304424346241,3.235289540143825,3.5085289419518313,3.2897502023911662,3.376016938509683,3.588037220512657,3.3462023219845145,3.46628845701188,3.360029969874791,3.50488414707907,3.439407160690176,3.377284622509858,3.581011124386884,3.4667206473497236,3.4980630990188932,3.498866869120959,3.543847276923859,3.623417770124822,3.5364259739711232,3.4867108669012814,3.539065719722765,3.2751036292868263,3.4720575903100928,3.333020231964095,3.5690968722924836,3.4643962747293062,3.4119833716213117,3.560875486804017,3.5811380064866305,3.731073239547027,3.534341869504202,3.476280046529323,3.535982964209678,3.4432464471938897,3.316010568892455,3.4900207360929563,3.408851451507491,3.2760205324828067,3.5923913655491706,3.578872174844694,3.4687128741479136,3.4498862048641263,3.3411928180790293,3.4851698113434315,3.5003512568284583,3.368474711485086,3.480120740444129,3.45838496618752,3.466543148750595,3.6133835873564766,3.361706026414803,3.4755808718692673,3.4968791604705385,3.514980689147773,3.3819650320328147,3.3682357581330993,3.478717106708827,3.4783591918754624,3.5476206426976686,3.432395058409133,3.292244712250279,3.3579055357676824,3.423178298671447,3.563949066004317,3.4347560147624527,3.4059356775804606,3.5022111884663527,3.3397789687347528,3.6032627496885925,3.550105907621056,3.4045580935986703,3.567637199168833,3.473267571470992,3.362187467248838,3.510744370517872,3.3574015998307805,3.4180402834810253,3.6610520559741264,3.29728141200901,3.4993910736355947,3.4649776914835018,3.4024660482569535,3.4066038275350987,3.6483803949372686,3.570887299118416,3.452186845544221
4.161848493599999,4.26285530110245,3.9969051017210413,4.008040484044418,4.242168147277041,4.210742719760297,4.395547073421178,4.217491848923972,4.077815037716329,4.101832305533453,4.102354989919987,4.038492969020262,4.183010257067292,4.070035730026263,4.149244763321522,4.143653092154892,3.8823474481725913,4.210234730342197,3.9477002428693995,4.051220326211619,4.305644664615189,4.015442786381418,4.159546148414257,4.03203596384975,4.205860976494884,4.127288592828211,4.05274154701183,4.297213349264261,4.160064776819668,4.197675718822672,4.19864024294515,4.25261673230863,4.348101324149787,4.243711168765348,4.184053040281538,4.246878863667317,3.930124355144192,4.1664691083721115,3.999624278356913,4.282916246750981,4.157275529675167,4.094380045945575,4.27305058416482,4.297365607783957,4.477287887456432,4.241210243405042,4.171536055835188,4.243179557051614,4.131895736632668,3.9792126826709455,4.188024883311548,4.09062174180899,3.931224638979368,4.310869638659005,4.2946466098136336,4.162455448977496,4.139863445836952,4.009431381694836,4.182203773612118,4.200421508194149,4.042169653782103,4.176144888532955,4.150061959425025,4.159851778500714,4.336060304827772,4.034047231697763,4.170697046243122,4.196254992564645,4.217976826977329,4.058358038439377,4.04188290975972,4.174460528050592,4.174031030250554,4.2571447712372015,4.11887407009096,3.950693654700335,4.029486642921219,4.107813958405737,4.276738879205181,4.121707217714942,4.087122813096553,4.202653426159622,4.007734762481703,4.323915299626312,4.260127089145268,4.085469712318405,4.2811646390026,4.167921085765191,4.034624960698606,4.212893244621446,4.028881919796936,4.10164834017723,4.3932624671689515,3.9567376944108106,4.199269288362714,4.157973229780201,4.082959257908343,4.087924593042118,4.378056473924722,4.2850647589421,4.142624214653066
4.8554899092,4.973331184619525,4.663055952007882,4.676047231385154,4.949196171823215,4.9125331730536805,5.128138252324708,4.920407157077967,4.757450877335717,4.785471023122362,4.786080821573318,4.711575130523639,4.880178633245174,4.748375018363973,4.8407855572084415,4.834261940847374,4.529405356201356,4.911940518732563,4.605650283347634,4.726423713913556,5.0232521087177195,4.6846832507783205,4.852803839816633,4.704041957824708,4.906837805910698,4.815170024966246,4.7281984715138,5.013415574141638,4.853408906289613,4.897288338626452,4.898413616769343,4.961386187693403,5.072784878174751,4.950996363559573,4.881395213661794,4.954692007611871,4.585145081001556,4.86088062643413,4.666228324749732,4.996735621209478,4.8501547846210284,4.776776720269837,4.985225681525624,5.013593209081283,5.223502535365838,4.948078617305883,4.866792065141053,4.9503761498935495,4.8205450260714455,4.642414796449437,4.886029030530139,4.772392032110488,4.58642874547593,5.029347911768839,5.010421044782572,4.856198023807078,4.829840686809777,4.677669945310642,4.879237735880804,4.900491759559841,4.71586459607912,4.872169036621781,4.841738952662528,4.853160408250833,5.058737022299067,4.706388436980725,4.865813220616975,4.8956308246587525,4.920972964806883,4.734751044845941,4.71553006138634,4.870203949392359,4.869702868625646,4.966668899776736,4.805353081772787,4.609142597150392,4.701067750074755,4.792449618140027,4.9895286924060445,4.808658420667433,4.768309948612645,4.903095663852893,4.675690556228653,5.04456784956403,4.970148270669479,4.766381331038139,4.994692078836366,4.862574600059388,4.707062454148374,4.915042118725021,4.700362239763091,4.785256396873435,5.125472878363777,4.616193976812613,4.899147503089833,4.850968768076902,4.763452467559734,4.769245358549139,5.107732552912176,4.999242218765783,4.83306158376191
