Zufluss [hm³],Soll-Abgabe [hm³],Ist-Abgabe [hm³],storage,deficit,overflow
1.045,3.564,3.564,22.589,0.000,0.000
0.909,2.546,2.546,20.952,0.000,0.000
0.871,1.782,1.782,20.041,0.000,0.000
0.543,1.782,1.782,18.802,0.000,0.000
5.901,1.273,1.273,23.430,0.000,0.000
5.827,1.018,3.252,26.006,0.000,2.234
3.261,0.764,3.261,26.006,0.000,2.497
8.009,1.782,8.009,26.006,0.000,6.227
3.524,1.782,3.524,26.006,0.000,1.742
4.035,2.546,4.035,26.006,0.000,1.489
2.469,3.055,3.055,25.420,0.000,0.000
1.971,3.564,3.564,23.828,0.000,0.000
2.612,3.564,3.564,22.876,0.000,0.000
2.215,2.546,2.546,22.545,0.000,0.000
2.058,1.782,1.782,22.821,0.000,0.000
1.332,1.782,1.782,22.371,0.000,0.000
1.790,1.273,1.273,22.888,0.000,0.000
0.000,1.018,1.018,21.870,0.000,0.000
3.791,0.764,0.764,24.897,0.000,0.000
9.329,1.782,8.219,26.006,0.000,6.437
5.067,1.782,5.067,26.006,0.000,3.285
2.020,2.546,2.546,25.480,0.000,0.000
1.415,3.055,3.055,23.840,0.000,0.000
2.066,3.564,3.564,22.342,0.000,0.000
0.391,3.564,3.564,19.168,0.000,0.000
1.957,2.546,2.546,18.580,0.000,0.000
3.597,1.782,1.782,20.395,0.000,0.000
3.893,1.782,1.782,22.506,0.000,0.000
1.313,1.273,1.273,22.546,0.000,0.000
3.435,1.018,1.018,24.963,0.000,0.000
3.834,0.764,2.792,26.006,0.000,2.028
9.593,1.782,9.593,26.006,0.000,7.811
5.951,1.782,5.951,26.006,0.000,4.169
4.593,2.546,4.593,26.006,0.000,2.047
0.782,3.055,3.055,23.733,0.000,0.000
0.530,3.564,3.564,20.699,0.000,0.000
0.964,3.564,3.564,18.099,0.000,0.000
3.779,2.546,2.546,19.332,0.000,0.000
1.242,1.782,1.782,18.792,0.000,0.000
8.224,1.782,1.782,25.234,0.000,0.000
4.091,1.273,3.320,26.006,0.000,2.047
3.721,1.018,3.721,26.006,0.000,2.703
4.931,0.764,4.931,26.006,0.000,4.167
7.552,1.782,7.552,26.006,0.000,5.770
3.074,1.782,3.074,26.006,0.000,1.292
3.616,2.546,3.616,26.006,0.000,1.070
2.094,3.055,3.055,25.045,0.000,0.000
0.000,3.564,3.564,21.481,0.000,0.000
1.385,3.564,3.564,19.302,0.000,0.000
3.664,2.546,2.546,20.420,0.000,0.000
0.000,1.782,1.782,18.638,0.000,0.000
0.135,1.782,1.782,16.992,0.000,0.000
2.776,1.273,1.273,18.495,0.000,0.000
0.232,1.018,1.018,17.709,0.000,0.000
11.749,0.764,3.452,26.006,0.000,2.688
0.000,1.782,1.782,24.224,0.000,0.000
0.962,1.782,1.782,23.404,0.000,0.000
0.791,2.546,2.546,21.649,0.000,0.000
2.156,3.055,3.055,20.750,0.000,0.000
3.250,3.564,3.564,20.436,0.000,0.000
4.755,3.564,3.564,21.628,0.000,0.000
2.421,2.546,2.546,21.503,0.000,0.000
4.504,1.782,1.782,24.224,0.000,0.000
5.583,1.782,3.802,26.006,0.000,2.020
4.044,1.273,4.044,26.006,0.000,2.771
0.956,1.018,1.018,25.944,0.000,0.000
3.013,0.764,2.951,26.006,0.000,2.187
1.263,1.782,1.782,25.487,0.000,0.000
0.282,1.782,1.782,23.987,0.000,0.000
2.102,2.546,2.546,23.543,0.000,0.000
1.066,3.055,3.055,21.554,0.000,0.000
2.578,3.564,3.564,20.569,0.000,0.000
1.182,3.564,3.564,18.186,0.000,0.000
0.673,2.546,2.546,16.313,0.000,0.000
1.409,1.782,1.782,15.940,0.000,0.000
5.393,1.782,1.782,19.551,0.000,0.000
1.193,1.273,1.273,19.472,0.000,0.000
2.450,1.018,1.018,20.904,0.000,0.000
3.434,0.764,0.764,23.574,0.000,0.000
3.061,1.782,1.782,24.852,0.000,0.000
3.840,1.782,2.687,26.006,0.000,0.905
2.183,2.546,2.546,25.643,0.000,0.000
3.471,3.055,3.108,26.006,0.000,0.053
2.188,3.564,3.564,24.630,0.000,0.000
1.813,3.564,3.564,22.879,0.000,0.000
1.141,2.546,2.546,21.475,0.000,0.000
2.582,1.782,1.782,22.274,0.000,0.000
2.287,1.782,1.782,22.779,0.000,0.000
4.139,1.273,1.273,25.645,0.000,0.000
3.083,1.018,2.722,26.006,0.000,1.704
4.553,0.764,4.553,26.006,0.000,3.789
7.709,1.782,7.709,26.006,0.000,5.927
6.048,1.782,6.048,26.006,0.000,4.266
3.388,2.546,3.388,26.006,0.000,0.842
2.457,3.055,3.055,25.408,0.000,0.000
0.915,3.564,3.564,22.759,0.000,0.000
0.000,3.564,3.564,19.195,0.000,0.000
0.000,2.546,2.546,16.649,0.000,0.000
