Zufluss [hm³],Soll-Abgabe [hm³],Ist-Abgabe [hm³],storage,deficit,overflow
13.421,1.834,10.068,100.000,0,8.234
10.417,1.834,10.417,100.000,0,8.583
4.016,2.620,4.016,100.000,0,1.396
1.598,3.144,3.144,98.454,0,0.000
4.073,3.668,3.668,98.859,0,0.000
1.359,3.668,3.668,96.550,0,0.000
3.109,2.620,2.620,97.039,0,0.000
7.534,1.834,4.573,100.000,0,2.739
4.765,1.834,4.765,100.000,0,2.931
2.092,1.310,2.092,100.000,0,0.782
2.778,1.048,2.778,100.000,0,1.730
4.428,0.786,4.428,100.000,0,3.642
6.972,1.834,6.972,100.000,0,5.138
3.125,1.834,3.125,100.000,0,1.291
5.164,2.620,5.164,100.000,0,2.544
2.097,3.144,3.144,98.953,0,0.000
1.085,3.668,3.668,96.371,0,0.000
0.888,3.668,3.668,93.591,0,0.000
0.802,2.620,2.620,91.772,0,0.000
0.791,1.834,1.834,90.729,0,0.000
4.717,1.834,1.834,93.613,0,0.000
1.882,1.310,1.310,94.184,0,0.000
1.022,1.048,1.048,94.159,0,0.000
0.941,0.786,0.786,94.313,0,0.000
3.724,1.834,1.834,96.203,0,0.000
2.951,1.834,1.834,97.320,0,0.000
4.008,2.620,2.620,98.708,0,0.000
2.144,3.144,3.144,97.709,0,0.000
2.951,3.668,3.668,96.992,0,0.000
2.063,3.668,3.668,95.387,0,0.000
2.725,2.620,2.620,95.492,0,0.000
2.933,1.834,1.834,96.591,0,0.000
2.504,1.834,1.834,97.261,0,0.000
1.325,1.310,1.310,97.276,0,0.000
1.522,1.048,1.048,97.750,0,0.000
3.532,0.786,1.282,100.000,0,0.496
6.872,1.834,6.872,100.000,0,5.038
5.850,1.834,5.850,100.000,0,4.016
1.813,2.620,2.620,99.193,0,0.000
3.080,3.144,3.144,99.129,0,0.000
1.837,3.668,3.668,97.298,0,0.000
0.865,3.668,3.668,94.495,0,0.000
1.256,2.620,2.620,93.131,0,0.000
1.162,1.834,1.834,92.459,0,0.000
1.146,1.834,1.834,91.770,0,0.000
5.083,1.310,1.310,95.543,0,0.000
2.313,1.048,1.048,96.808,0,0.000
3.445,0.786,0.786,99.467,0,0.000
1.574,1.834,1.834,99.207,0,0.000
1.771,1.834,1.834,99.144,0,0.000
2.452,2.620,2.620,98.976,0,0.000
2.778,3.144,3.144,98.610,0,0.000
1.335,3.668,3.668,96.277,0,0.000
0.907,3.668,3.668,93.516,0,0.000
1.982,2.620,2.620,92.877,0,0.000
8.191,1.834,1.834,99.235,0,0.000
19.295,1.834,18.530,100.000,0,16.696
6.349,1.310,6.349,100.000,0,5.039
3.508,1.048,3.508,100.000,0,2.460
2.092,0.786,2.092,100.000,0,1.306
4.108,1.834,4.108,100.000,0,2.274
1.795,1.834,1.834,99.961,0,0.000
1.556,2.620,2.620,98.897,0,0.000
1.527,3.144,3.144,97.280,0,0.000
1.992,3.668,3.668,95.604,0,0.000
1.540,3.668,3.668,93.476,0,0.000
0.796,2.620,2.620,91.652,0,0.000
1.012,1.834,1.834,90.830,0,0.000
3.642,1.834,1.834,92.638,0,0.000
12.509,1.310,5.147,100.000,0,3.837
2.830,1.048,2.830,100.000,0,1.782
2.168,0.786,2.168,100.000,0,1.382
5.385,1.834,5.385,100.000,0,3.551
1.482,1.834,1.834,99.648,0,0.000
1.685,2.620,2.620,98.713,0,0.000
1.046,3.144,3.144,96.615,0,0.000
1.099,3.668,3.668,94.045,0,0.000
0.878,3.668,3.668,91.255,0,0.000
0.710,2.620,2.620,89.344,0,0.000
0.946,1.834,1.834,88.457,0,0.000
2.347,1.834,1.834,88.969,0,0.000
1.895,1.310,1.310,89.554,0,0.000
5.874,1.048,1.048,94.380,0,0.000
6.344,0.786,0.786,99.938,0,0.000
4.131,1.834,4.069,100.000,0,2.235
2.639,1.834,2.639,100.000,0,0.805
2.552,2.620,2.620,99.932,0,0.000
2.300,3.144,3.144,99.087,0,0.000
4.097,3.668,3.668,99.516,0,0.000
3.330,3.668,3.668,99.178,0,0.000
2.168,2.620,2.620,98.726,0,0.000
4.723,1.834,3.449,100.000,0,1.615
3.666,1.834,3.666,100.000,0,1.832
2.765,1.310,2.765,100.000,0,1.455
1.401,1.048,1.401,100.000,0,0.353
5.926,0.786,5.926,100.000,0,5.140
4.118,1.834,4.118,100.000,0,2.284
5.676,1.834,5.676,100.000,0,3.842
2.533,2.620,2.620,99.913,0,0.000
1.637,3.144,3.144,98.407,0,0.000
2.859,3.668,3.668,97.598,0,0.000
4.357,3.668,3.668,98.287,0,0.000
6.157,2.620,4.445,100.000,0,1.825
2.155,1.834,2.155,100.000,0,0.321
3.485,1.834,3.485,100.000,0,1.651
4.885,1.310,4.885,100.000,0,3.575
1.377,1.048,1.377,100.000,0,0.329
5.966,0.786,5.966,100.000,0,5.180
8.191,1.834,8.191,100.000,0,6.357
2.631,1.834,2.631,100.000,0,0.797
1.267,2.620,2.620,98.647,0,0.000
1.482,3.144,3.144,96.985,0,0.000
1.401,3.668,3.668,94.718,0,0.000
4.189,3.668,3.668,95.239,0,0.000
2.696,2.620,2.620,95.315,0,0.000
1.808,1.834,1.834,95.289,0,0.000
5.119,1.834,1.834,98.574,0,0.000
1.482,1.310,1.310,98.747,0,0.000
5.172,1.048,3.918,100.000,0,2.870
2.591,0.786,2.591,100.000,0,1.805
7.506,1.834,7.506,100.000,0,5.672
6.983,1.834,6.983,100.000,0,5.149
1.028,2.620,2.620,98.408,0,0.000
8.969,3.144,7.377,100.000,0,4.233
1.876,3.668,3.668,98.208,0,0.000
1.674,3.668,3.668,96.214,0,0.000
2.754,2.620,2.620,96.349,0,0.000
3.009,1.834,1.834,97.524,0,0.000
3.574,1.834,1.834,99.264,0,0.000
2.649,1.310,1.913,100.000,0,0.603
1.895,1.048,1.895,100.000,0,0.847
15.158,0.786,15.158,100.000,0,14.372
2.581,1.834,2.581,100.000,0,0.747
3.656,1.834,3.656,100.000,0,1.822
1.430,2.620,2.620,98.810,0,0.000
4.612,3.144,3.422,100.000,0,0.278
4.223,3.668,4.223,100.000,0,0.555
2.250,3.668,3.668,98.582,0,0.000
6.570,2.620,5.152,100.000,0,2.532
6.646,1.834,6.646,100.000,0,4.812
2.754,1.834,2.754,100.000,0,0.920
4.060,1.310,4.060,100.000,0,2.750
2.999,1.048,2.999,100.000,0,1.951
5.288,0.786,5.288,100.000,0,4.502
6.862,1.834,6.862,100.000,0,5.028
3.143,1.834,3.143,100.000,0,1.309
1.359,2.620,2.620,98.739,0,0.000
1.261,3.144,3.144,96.856,0,0.000
2.381,3.668,3.668,95.569,0,0.000
0.744,3.668,3.668,92.645,0,0.000
1.012,2.620,2.620,91.037,0,0.000
0.878,1.834,1.834,90.080,0,0.000
2.045,1.834,1.834,90.291,0,0.000
6.496,1.310,1.310,95.477,0,0.000
3.758,1.048,1.048,98.187,0,0.000
4.707,0.786,2.894,100.000,0,2.108
8.488,1.834,8.488,100.000,0,6.654
2.250,1.834,2.250,100.000,0,0.416
1.430,2.620,2.620,98.810,0,0.000
0.802,3.144,3.144,96.467,0,0.000
5.335,3.668,3.668,98.134,0,0.000
1.256,3.668,3.668,95.722,0,0.000
0.773,2.620,2.620,93.875,0,0.000
1.685,1.834,1.834,93.725,0,0.000
1.277,1.834,1.834,93.169,0,0.000
2.434,1.310,1.310,94.292,0,0.000
2.539,1.048,1.048,95.783,0,0.000
3.027,0.786,0.786,98.024,0,0.000
8.349,1.834,6.373,100.000,0,4.539
3.301,1.834,3.301,100.000,0,1.467
3.393,2.620,3.393,100.000,0,0.773
5.740,3.144,5.740,100.000,0,2.596
2.662,3.668,3.668,98.994,0,0.000
2.702,3.668,3.668,98.028,0,0.000
2.596,2.620,2.620,98.004,0,0.000
1.574,1.834,1.834,97.744,0,0.000
0.901,1.834,1.834,96.812,0,0.000
0.836,1.310,1.310,96.337,0,0.000
1.669,1.048,1.048,96.958,0,0.000
2.213,0.786,0.786,98.385,0,0.000
5.356,1.834,3.741,100.000,0,1.907
2.644,1.834,2.644,100.000,0,0.810
1.853,2.620,2.620,99.233,0,0.000
3.800,3.144,3.144,99.889,0,0.000
0.773,3.668,3.668,96.993,0,0.000
0.512,3.668,3.668,93.838,0,0.000
0.773,2.620,2.620,91.991,0,0.000
0.744,1.834,1.834,90.900,0,0.000
3.043,1.834,1.834,92.109,0,0.000
4.357,1.310,1.310,95.157,0,0.000
1.493,1.048,1.048,95.601,0,0.000
4.914,0.786,0.786,99.730,0,0.000
8.023,1.834,7.753,100.000,0,5.919
3.014,1.834,3.014,100.000,0,1.180
5.653,2.620,5.653,100.000,0,3.033
1.267,3.144,3.144,98.123,0,0.000
2.173,3.668,3.668,96.628,0,0.000
2.980,3.668,3.668,95.940,0,0.000
2.486,2.620,2.620,95.806,0,0.000
3.369,1.834,1.834,97.341,0,0.000
3.858,1.834,1.834,99.365,0,0.000
7.682,1.310,7.047,100.000,0,5.737
2.712,1.048,2.712,100.000,0,1.664
5.054,0.786,5.054,100.000,0,4.268
15.839,1.834,15.839,100.000,0,14.005
3.440,1.834,3.440,100.000,0,1.606
3.758,2.620,3.758,100.000,0,1.138
2.039,3.144,3.144,98.895,0,0.000
2.754,3.668,3.668,97.981,0,0.000
2.696,3.668,3.668,97.010,0,0.000
1.416,2.620,2.620,95.806,0,0.000
2.596,1.834,1.834,96.569,0,0.000
7.779,1.834,4.348,100.000,0,2.514
3.038,1.310,3.038,100.000,0,1.728
3.004,1.048,3.004,100.000,0,1.956
5.322,0.786,5.322,100.000,0,4.536
13.503,1.834,13.503,100.000,0,11.669
2.168,1.834,2.168,100.000,0,0.334
0.946,2.620,2.620,98.326,0,0.000
0.917,3.144,3.144,96.099,0,0.000
0.783,3.668,3.668,93.214,0,0.000
1.022,3.668,3.668,90.569,0,0.000
1.064,2.620,2.620,89.013,0,0.000
2.389,1.834,1.834,89.568,0,0.000
8.814,1.834,1.834,96.548,0,0.000
6.084,1.310,2.632,100.000,0,1.322
2.021,1.048,2.021,100.000,0,0.973
4.817,0.786,4.817,100.000,0,4.031
1.238,1.834,1.834,99.404,0,0.000
1.748,1.834,1.834,99.317,0,0.000
0.725,2.620,2.620,97.423,0,0.000
0.773,3.144,3.144,95.051,0,0.000
0.633,3.668,3.668,92.017,0,0.000
0.512,3.668,3.668,88.861,0,0.000
1.424,2.620,2.620,87.666,0,0.000
2.552,1.834,1.834,88.383,0,0.000
3.771,1.834,1.834,90.321,0,0.000
2.300,1.310,1.310,91.310,0,0.000
3.987,1.048,1.048,94.249,0,0.000
6.128,0.786,0.786,99.591,0,0.000
3.737,1.834,3.328,100.000,0,1.494
2.707,1.834,2.707,100.000,0,0.873
1.992,2.620,2.620,99.372,0,0.000
1.564,3.144,3.144,97.792,0,0.000
0.854,3.668,3.668,94.978,0,0.000
2.441,3.668,3.668,93.751,0,0.000
1.934,2.620,2.620,93.065,0,0.000
3.335,1.834,1.834,94.566,0,0.000
1.992,1.834,1.834,94.724,0,0.000
3.235,1.310,1.310,96.649,0,0.000
1.214,1.048,1.048,96.816,0,0.000
1.477,0.786,0.786,97.506,0,0.000
1.296,1.834,1.834,96.968,0,0.000
2.039,1.834,1.834,97.173,0,0.000
2.773,2.620,2.620,97.326,0,0.000
1.430,3.144,3.144,95.612,0,0.000
1.196,3.668,3.668,93.139,0,0.000
0.512,3.668,3.668,89.984,0,0.000
0.528,2.620,2.620,87.892,0,0.000
1.330,1.834,1.834,87.388,0,0.000
4.399,1.834,1.834,89.953,0,0.000
7.240,1.310,1.310,95.883,0,0.000
6.623,1.048,2.506,100.000,0,1.458
10.023,0.786,10.023,100.000,0,9.237
5.340,1.834,5.340,100.000,0,3.506
3.214,1.834,3.214,100.000,0,1.380
0.820,2.620,2.620,98.200,0,0.000
1.196,3.144,3.144,96.252,0,0.000
0.844,3.668,3.668,93.427,0,0.000
0.783,3.668,3.668,90.542,0,0.000
0.930,2.620,2.620,88.853,0,0.000
3.259,1.834,1.834,90.277,0,0.000
1.727,1.834,1.834,90.170,0,0.000
2.788,1.310,1.310,91.648,0,0.000
2.168,1.048,1.048,92.768,0,0.000
3.666,0.786,0.786,95.649,0,0.000
1.028,1.834,1.834,94.842,0,0.000
1.109,1.834,1.834,94.117,0,0.000
1.574,2.620,2.620,93.071,0,0.000
2.381,3.144,3.144,92.308,0,0.000
1.958,3.668,3.668,90.598,0,0.000
1.493,3.668,3.668,88.423,0,0.000
1.146,2.620,2.620,86.949,0,0.000
1.056,1.834,1.834,86.171,0,0.000
6.118,1.834,1.834,90.455,0,0.000
4.171,1.310,1.310,93.316,0,0.000
2.184,1.048,1.048,94.452,0,0.000
3.091,0.786,0.786,96.756,0,0.000
2.883,1.834,1.834,97.805,0,0.000
2.097,1.834,1.834,98.068,0,0.000
1.779,2.620,2.620,97.227,0,0.000
3.096,3.144,3.144,97.179,0,0.000
3.075,3.668,3.668,96.586,0,0.000
2.226,3.668,3.668,95.144,0,0.000
1.742,2.620,2.620,94.266,0,0.000
2.331,1.834,1.834,94.763,0,0.000
4.828,1.834,1.834,97.757,0,0.000
5.624,1.310,3.381,100.000,0,2.071
5.758,1.048,5.758,100.000,0,4.710
2.662,0.786,2.662,100.000,0,1.876
9.337,1.834,9.337,100.000,0,7.503
2.116,1.834,2.116,100.000,0,0.282
2.278,2.620,2.620,99.658,0,0.000
1.464,3.144,3.144,97.978,0,0.000
0.872,3.668,3.668,95.183,0,0.000
6.641,3.668,3.668,98.156,0,0.000
2.654,2.620,2.620,98.190,0,0.000
6.013,1.834,4.203,100.000,0,2.369
2.754,1.834,2.754,100.000,0,0.920
1.685,1.310,1.685,100.000,0,0.375
0.557,1.048,1.048,99.509,0,0.000
1.051,0.786,0.786,99.774,0,0.000
3.038,1.834,2.812,100.000,0,0.978
2.265,1.834,2.265,100.000,0,0.431
1.819,2.620,2.620,99.199,0,0.000
6.176,3.144,5.374,100.000,0,2.230
1.343,3.668,3.668,97.675,0,0.000
2.730,3.668,3.668,96.737,0,0.000
4.194,2.620,2.620,98.312,0,0.000
3.062,1.834,1.834,99.539,0,0.000
1.876,1.834,1.834,99.582,0,0.000
1.175,1.310,1.310,99.446,0,0.000
4.160,1.048,3.607,100.000,0,2.559
6.257,0.786,6.257,100.000,0,5.471
3.729,1.834,3.729,100.000,0,1.895
1.800,1.834,1.834,99.966,0,0.000
0.783,2.620,2.620,98.129,0,0.000
0.936,3.144,3.144,95.921,0,0.000
1.109,3.668,3.668,93.362,0,0.000
0.778,3.668,3.668,90.472,0,0.000
1.122,2.620,2.620,88.974,0,0.000
0.970,1.834,1.834,88.110,0,0.000
3.824,1.834,1.834,90.099,0,0.000
2.765,1.310,1.310,91.554,0,0.000
2.197,1.048,1.048,92.703,0,0.000
6.954,0.786,0.786,98.871,0,0.000
1.813,1.834,1.834,98.850,0,0.000
0.917,1.834,1.834,97.933,0,0.000
0.975,2.620,2.620,96.288,0,0.000
1.603,3.144,3.144,94.747,0,0.000
1.219,3.668,3.668,92.299,0,0.000
4.683,3.668,3.668,93.314,0,0.000
4.544,2.620,2.620,95.238,0,0.000
6.194,1.834,1.834,99.598,0,0.000
3.829,1.834,3.427,100.000,0,1.593
3.296,1.310,3.296,100.000,0,1.986
3.997,1.048,3.997,100.000,0,2.949
8.517,0.786,8.517,100.000,0,7.731
3.277,1.834,3.277,100.000,0,1.443
1.685,1.834,1.834,99.851,0,0.000
1.185,2.620,2.620,98.416,0,0.000
1.401,3.144,3.144,96.673,0,0.000
0.668,3.668,3.668,93.672,0,0.000
0.423,3.668,3.668,90.427,0,0.000
0.662,2.620,2.620,88.469,0,0.000
