Lags,Autokorrelation_normierteDaten,Autokorrelation_Rohdaten,UnterKonfGrenze,ObereKonfGrenze
0,1.0,1.0,-0.07692844676393687,0.07692844676393687
1,0.3072623051120355,0.34505561575636307,-0.07701037973839399,0.07701037973839399
2,0.1457041314819555,0.0809785433617792,-0.07709257265887132,0.07709257265887132
3,0.01923925902241388,-0.014548519812676559,-0.07717502689780649,0.07717502689780649
4,-0.05350167008848403,-0.09985195727957484,-0.07725774383778206,0.07725774383778206
5,0.013461762861939234,-0.13143801968341062,-0.07734072487162198,0.07734072487162198
6,-0.033828640443550044,-0.16117423694211339,-0.07742397140248926,0.07742397140248926
7,0.0536826296801823,-0.0947172606600572,-0.07750748484398462,0.07750748484398462
8,0.060739046391575215,-0.01263054104087572,-0.07759126662024654,0.07759126662024654
9,-0.06557313420727251,-0.05903617172849997,-0.07767531816605218,0.07767531816605218
10,0.028473918028238794,0.01642423931562283,-0.07775964092691973,0.07775964092691973
11,-0.0055399854269370784,0.1302931921419335,-0.07784423635921187,0.07784423635921187
12,0.08751726333643935,0.3362539207213195,-0.07792910593024038,0.07792910593024038
13,0.16371570598057222,0.2540901143346132,-0.07801425111837217,0.07801425111837217
14,0.039311194782501654,0.0247746632485145,-0.07809967341313634,0.07809967341313634
15,-0.014270930620972136,-0.0016267747997826215,-0.07818537431533269,0.07818537431533269
16,-0.09245972137913222,-0.11411919092676284,-0.07827135533714144,0.07827135533714144
17,-0.06624485027694302,-0.18123827962232164,-0.07835761800223426,0.07835761800223426
18,0.055196157936362907,-0.1085116258265861,-0.0784441638458866,0.0784441638458866
19,0.03076999037817079,-0.0944349857139864,-0.07853099441509148,0.07853099441509148
20,0.027748456089421118,-0.012788275315009664,-0.07861811126867455,0.07861811126867455
21,-0.01635791922914422,-0.019121742838287943,-0.0787055159774104,0.0787055159774104
22,0.004807890506918923,-0.0003944753811206083,-0.07879321012414064,0.07879321012414064
23,0.0025425806062673987,0.134316961657894,-0.07888119530389304,0.07888119530389304
24,-0.02277024999967456,0.2222265906738021,-0.07896947312400227,0.07896947312400227
25,0.07637676277512412,0.1676028176965638,-0.0790580452042321,0.0790580452042321
26,0.06470954331606606,0.0436299197237885,-0.07914691317689912,0.07914691317689912
27,0.00839858365660256,-0.022213688506890455,-0.0792360786869978,0.0792360786869978
28,-0.053357988337951266,-0.09875745448639003,-0.07932554339232731,0.07932554339232731
29,-0.04857774692806596,-0.16644069018310723,-0.07941530896361973,0.07941530896361973
30,-0.006869917741130913,-0.1511219300022213,-0.07950537708466988,0.07950537708466988
31,-0.021227383182374483,-0.14170910215723684,-0.07959574945246671,0.07959574945246671
32,0.05959355347270976,-0.005354996871016758,-0.07968642777732635,0.07968642777732635
33,0.03840351514555028,0.02364718682652848,-0.07977741378302684,0.07977741378302684
34,0.010357918771934965,-0.014034392664109585,-0.07986870920694449,0.07986870920694449
35,0.010375634395795415,0.1347716728677876,-0.07996031580019172,0.07996031580019172
36,6.460564467583158e-05,0.2406762020963436,-0.08005223532775711,0.08005223532775711
37,0.009760509552212946,0.10501053888697681,-0.08014446956864665,0.08014446956864665
38,0.03212820279216848,0.023732421532886166,-0.08023702031602709,0.08023702031602709
39,-0.017755532233402375,-0.02667884839496818,-0.08032988937737101,0.08032988937737101
40,-0.045547236716975914,-0.09728159120046789,-0.08042307857460365,0.08042307857460365
41,-0.01739110280131503,-0.1605565436606618,-0.08051658974425158,0.08051658974425158
42,-0.039997989135826625,-0.17812758799117626,-0.08061042473759342,0.08061042473759342
43,-0.0442532850024908,-0.16050375175189502,-0.08070458542081213,0.08070458542081213
44,0.03985921658226709,-0.014084291806365848,-0.0807990736751496,0.0807990736751496
45,0.00852847921367826,0.014562025878143398,-0.08089389139706293,0.08089389139706293
46,0.01200729682563494,0.017346657386355147,-0.0809890404983828,0.0809890404983828
47,-0.010804889470347315,0.12285823173291897,-0.08108452290647383,0.08108452290647383
48,-0.02061436347869643,0.23935746908698516,-0.08118034056439703,0.08118034056439703
49,0.01013576428938129,0.13548305713627706,-0.0812764954310743,0.0812764954310743
50,-0.015547352644282862,-0.0198778997736519,-0.08137298948145505,0.08137298948145505
