Zufluss [hm³],Soll-Abgabe [hm³],Ist-Abgabe [hm³],storage,deficit,overflow
2.539,1.048,1.048,21.789,0,0.000
3.027,0.786,0.786,24.030,0,0.000
8.349,1.834,6.373,26.006,0,4.539
3.301,1.834,3.301,26.006,0,1.467
3.393,2.620,3.393,26.006,0,0.773
5.740,3.144,5.740,26.006,0,2.596
2.662,3.668,3.668,25.000,0,0.000
2.702,3.668,3.668,24.034,0,0.000
2.596,2.620,2.620,24.010,0,0.000
1.574,1.834,1.834,23.750,0,0.000
0.901,1.834,1.834,22.818,0,0.000
0.836,1.310,1.310,22.343,0,0.000
1.669,1.048,1.048,22.964,0,0.000
2.213,0.786,0.786,24.391,0,0.000
5.356,1.834,3.741,26.006,0,1.907
2.644,1.834,2.644,26.006,0,0.810
1.853,2.620,2.620,25.239,0,0.000
3.800,3.144,3.144,25.895,0,0.000
0.773,3.668,3.668,22.999,0,0.000
0.512,3.668,3.668,19.844,0,0.000
0.773,2.620,2.620,17.997,0,0.000
0.744,1.834,1.834,16.906,0,0.000
3.043,1.834,1.834,18.115,0,0.000
4.357,1.310,1.310,21.163,0,0.000
1.493,1.048,1.048,21.607,0,0.000
4.914,0.786,0.786,25.736,0,0.000
8.023,1.834,7.753,26.006,0,5.919
3.014,1.834,3.014,26.006,0,1.180
5.653,2.620,5.653,26.006,0,3.033
1.267,3.144,3.144,24.129,0,0.000
2.173,3.668,3.668,22.634,0,0.000
2.980,3.668,3.668,21.946,0,0.000
2.486,2.620,2.620,21.812,0,0.000
3.369,1.834,1.834,23.347,0,0.000
3.858,1.834,1.834,25.371,0,0.000
7.682,1.310,7.047,26.006,0,5.737
2.712,1.048,2.712,26.006,0,1.664
5.054,0.786,5.054,26.006,0,4.268
15.839,1.834,15.839,26.006,0,14.005
3.440,1.834,3.440,26.006,0,1.606
3.758,2.620,3.758,26.006,0,1.138
2.039,3.144,3.144,24.901,0,0.000
2.754,3.668,3.668,23.987,0,0.000
2.696,3.668,3.668,23.016,0,0.000
1.416,2.620,2.620,21.812,0,0.000
2.596,1.834,1.834,22.575,0,0.000
7.779,1.834,4.348,26.006,0,2.514
3.038,1.310,3.038,26.006,0,1.728
3.004,1.048,3.004,26.006,0,1.956
5.322,0.786,5.322,26.006,0,4.536
13.503,1.834,13.503,26.006,0,11.669
2.168,1.834,2.168,26.006,0,0.334
0.946,2.620,2.620,24.332,0,0.000
0.917,3.144,3.144,22.105,0,0.000
0.783,3.668,3.668,19.220,0,0.000
1.022,3.668,3.668,16.575,0,0.000
1.064,2.620,2.620,15.019,0,0.000
2.389,1.834,1.834,15.574,0,0.000
8.814,1.834,1.834,22.554,0,0.000
6.084,1.310,2.632,26.006,0,1.322
2.021,1.048,2.021,26.006,0,0.973
4.817,0.786,4.817,26.006,0,4.031
1.238,1.834,1.834,25.410,0,0.000
1.748,1.834,1.834,25.323,0,0.000
0.725,2.620,2.620,23.429,0,0.000
0.773,3.144,3.144,21.057,0,0.000
0.633,3.668,3.668,18.023,0,0.000
0.512,3.668,3.668,14.867,0,0.000
1.424,2.620,2.620,13.672,0,0.000
2.552,1.834,1.834,14.389,0,0.000
3.771,1.834,1.834,16.327,0,0.000
2.300,1.310,1.310,17.316,0,0.000
3.987,1.048,1.048,20.255,0,0.000
6.128,0.786,0.786,25.597,0,0.000
3.737,1.834,3.328,26.006,0,1.494
2.707,1.834,2.707,26.006,0,0.873
1.992,2.620,2.620,25.378,0,0.000
1.564,3.144,3.144,23.798,0,0.000
0.854,3.668,3.668,20.984,0,0.000
2.441,3.668,3.668,19.757,0,0.000
1.934,2.620,2.620,19.071,0,0.000
3.335,1.834,1.834,20.572,0,0.000
1.992,1.834,1.834,20.730,0,0.000
3.235,1.310,1.310,22.655,0,0.000
1.214,1.048,1.048,22.822,0,0.000
1.477,0.786,0.786,23.513,0,0.000
1.296,1.834,1.834,22.974,0,0.000
2.039,1.834,1.834,23.179,0,0.000
2.773,2.620,2.620,23.332,0,0.000
1.430,3.144,3.144,21.618,0,0.000
1.196,3.668,3.668,19.145,0,0.000
0.512,3.668,3.668,15.990,0,0.000
0.528,2.620,2.620,13.898,0,0.000
1.330,1.834,1.834,13.394,0,0.000
4.399,1.834,1.834,15.959,0,0.000
7.240,1.310,1.310,21.889,0,0.000
6.623,1.048,2.506,26.006,0,1.458
10.023,0.786,10.023,26.006,0,9.237
5.340,1.834,5.340,26.006,0,3.506
3.214,1.834,3.214,26.006,0,1.380
0.820,2.620,2.620,24.206,0,0.000
1.196,3.144,3.144,22.258,0,0.000
0.844,3.668,3.668,19.433,0,0.000
0.783,3.668,3.668,16.548,0,0.000
0.930,2.620,2.620,14.859,0,0.000
3.259,1.834,1.834,16.283,0,0.000
1.727,1.834,1.834,16.176,0,0.000
2.788,1.310,1.310,17.654,0,0.000
2.168,1.048,1.048,18.774,0,0.000
3.666,0.786,0.786,21.655,0,0.000
1.028,1.834,1.834,20.848,0,0.000
1.109,1.834,1.834,20.123,0,0.000
1.574,2.620,2.620,19.077,0,0.000
2.381,3.144,3.144,18.314,0,0.000
1.958,3.668,3.668,16.604,0,0.000
1.493,3.668,3.668,14.429,0,0.000
1.146,2.620,2.620,12.955,0,0.000
1.056,1.834,1.834,12.177,0,0.000
6.118,1.834,1.834,16.461,0,0.000
4.171,1.310,1.310,19.322,0,0.000
2.184,1.048,1.048,20.458,0,0.000
3.091,0.786,0.786,22.762,0,0.000
2.883,1.834,1.834,23.811,0,0.000
2.097,1.834,1.834,24.074,0,0.000
1.779,2.620,2.620,23.233,0,0.000
3.096,3.144,3.144,23.185,0,0.000
3.075,3.668,3.668,22.592,0,0.000
2.226,3.668,3.668,21.150,0,0.000
1.742,2.620,2.620,20.272,0,0.000
2.331,1.834,1.834,20.769,0,0.000
4.828,1.834,1.834,23.763,0,0.000
5.624,1.310,3.381,26.006,0,2.071
5.758,1.048,5.758,26.006,0,4.710
2.662,0.786,2.662,26.006,0,1.876
9.337,1.834,9.337,26.006,0,7.503
2.116,1.834,2.116,26.006,0,0.282
2.278,2.620,2.620,25.664,0,0.000
1.464,3.144,3.144,23.984,0,0.000
0.872,3.668,3.668,21.189,0,0.000
6.641,3.668,3.668,24.162,0,0.000
2.654,2.620,2.620,24.196,0,0.000
6.013,1.834,4.203,26.006,0,2.369
2.754,1.834,2.754,26.006,0,0.920
1.685,1.310,1.685,26.006,0,0.375
0.557,1.048,1.048,25.515,0,0.000
1.051,0.786,0.786,25.780,0,0.000
3.038,1.834,2.812,26.006,0,0.978
2.265,1.834,2.265,26.006,0,0.431
1.819,2.620,2.620,25.205,0,0.000
6.176,3.144,5.374,26.006,0,2.230
1.343,3.668,3.668,23.681,0,0.000
2.730,3.668,3.668,22.743,0,0.000
4.194,2.620,2.620,24.318,0,0.000
3.062,1.834,1.834,25.545,0,0.000
1.876,1.834,1.834,25.588,0,0.000
1.175,1.310,1.310,25.452,0,0.000
4.160,1.048,3.607,26.006,0,2.559
6.257,0.786,6.257,26.006,0,5.471
3.729,1.834,3.729,26.006,0,1.895
1.800,1.834,1.834,25.972,0,0.000
0.783,2.620,2.620,24.135,0,0.000
0.936,3.144,3.144,21.927,0,0.000
1.109,3.668,3.668,19.368,0,0.000
0.778,3.668,3.668,16.478,0,0.000
1.122,2.620,2.620,14.980,0,0.000
0.970,1.834,1.834,14.116,0,0.000
3.824,1.834,1.834,16.105,0,0.000
2.765,1.310,1.310,17.560,0,0.000
2.197,1.048,1.048,18.709,0,0.000
6.954,0.786,0.786,24.877,0,0.000
1.813,1.834,1.834,24.856,0,0.000
0.917,1.834,1.834,23.939,0,0.000
0.975,2.620,2.620,22.294,0,0.000
1.603,3.144,3.144,20.753,0,0.000
1.219,3.668,3.668,18.305,0,0.000
4.683,3.668,3.668,19.320,0,0.000
4.544,2.620,2.620,21.244,0,0.000
6.194,1.834,1.834,25.604,0,0.000
3.829,1.834,3.427,26.006,0,1.593
3.296,1.310,3.296,26.006,0,1.986
3.997,1.048,3.997,26.006,0,2.949
8.517,0.786,8.517,26.006,0,7.731
3.277,1.834,3.277,26.006,0,1.443
1.685,1.834,1.834,25.857,0,0.000
1.185,2.620,2.620,24.422,0,0.000
1.401,3.144,3.144,22.678,0,0.000
0.668,3.668,3.668,19.678,0,0.000
0.423,3.668,3.668,16.433,0,0.000
0.662,2.620,2.620,14.475,0,0.000
