Zufluss [hm³],Soll-Abgabe [hm³],Ist-Abgabe [hm³],storage,deficit,overflow
0.883,1.834,1.834,25.055,0,0.000
0.673,1.834,1.834,23.894,0,0.000
1.842,1.310,1.310,24.426,0,0.000
1.477,1.048,1.048,24.855,0,0.000
4.899,0.786,3.748,26.006,0,2.962
3.022,1.834,3.022,26.006,0,1.188
3.014,1.834,3.014,26.006,0,1.180
1.766,2.620,2.620,25.152,0,0.000
1.104,3.144,3.144,23.112,0,0.000
1.296,3.668,3.668,20.739,0,0.000
0.668,3.668,3.668,17.739,0,0.000
5.177,2.620,2.620,20.296,0,0.000
3.051,1.834,1.834,21.513,0,0.000
3.719,1.834,1.834,23.398,0,0.000
1.535,1.310,1.310,23.623,0,0.000
5.172,1.048,2.788,26.006,0,1.740
6.694,0.786,6.694,26.006,0,5.908
5.874,1.834,5.874,26.006,0,4.040
4.294,1.834,4.294,26.006,0,2.460
5.973,2.620,5.973,26.006,0,3.353
1.958,3.144,3.144,24.820,0,0.000
1.837,3.668,3.668,22.989,0,0.000
1.214,3.668,3.668,20.535,0,0.000
1.051,2.620,2.620,18.966,0,0.000
1.075,1.834,1.834,18.207,0,0.000
1.808,1.834,1.834,18.181,0,0.000
3.062,1.310,1.310,19.933,0,0.000
1.632,1.048,1.048,20.517,0,0.000
2.515,0.786,0.786,22.246,0,0.000
9.582,1.834,5.821,26.006,0,3.987
3.771,1.834,3.771,26.006,0,1.937
1.608,2.620,2.620,24.994,0,0.000
1.661,3.144,3.144,23.511,0,0.000
0.865,3.668,3.668,20.708,0,0.000
0.849,3.668,3.668,17.889,0,0.000
0.830,2.620,2.620,16.099,0,0.000
1.046,1.834,1.834,15.311,0,0.000
1.138,1.834,1.834,14.615,0,0.000
1.064,1.310,1.310,14.369,0,0.000
0.815,1.048,1.048,14.136,0,0.000
3.974,0.786,0.786,17.324,0,0.000
7.140,1.834,1.834,22.630,0,0.000
2.284,1.834,1.834,23.080,0,0.000
2.486,2.620,2.620,22.946,0,0.000
1.905,3.144,3.144,21.707,0,0.000
0.836,3.668,3.668,18.875,0,0.000
0.604,3.668,3.668,15.811,0,0.000
0.704,2.620,2.620,13.895,0,0.000
0.733,1.834,1.834,12.795,0,0.000
0.704,1.834,1.834,11.665,0,0.000
0.668,1.310,1.310,11.022,0,0.000
0.657,1.048,1.048,10.631,0,0.000
2.993,0.786,0.786,12.839,0,0.000
4.746,1.834,1.834,15.751,0,0.000
2.586,1.834,1.834,16.503,0,0.000
0.988,2.620,2.620,14.871,0,0.000
0.662,3.144,3.144,12.389,0,0.000
0.423,3.668,3.668,9.144,0,0.000
0.489,3.668,3.668,5.965,0,0.000
0.778,2.620,2.620,4.123,0,0.000
1.367,1.834,1.834,3.656,0,0.000
1.511,1.834,1.834,3.333,0,0.000
1.296,1.310,1.310,3.318,0,0.000
0.849,1.048,1.048,3.119,0,0.000
5.600,0.786,0.786,7.933,0,0.000
13.421,1.834,1.834,19.521,0,0.000
9.448,1.834,2.962,26.006,0,1.128
4.502,2.620,4.502,26.006,0,1.882
1.453,3.144,3.144,24.315,0,0.000
1.151,3.668,3.668,21.798,0,0.000
1.593,3.668,3.668,19.723,0,0.000
1.104,2.620,2.620,18.207,0,0.000
1.127,1.834,1.834,17.500,0,0.000
7.285,1.834,1.834,22.951,0,0.000
3.585,1.310,1.310,25.225,0,0.000
7.477,1.048,6.696,26.006,0,5.648
4.136,0.786,4.136,26.006,0,3.350
5.658,1.834,5.658,26.006,0,3.824
3.340,1.834,3.340,26.006,0,1.506
4.323,2.620,4.323,26.006,0,1.703
6.157,3.144,6.157,26.006,0,3.013
1.330,3.668,3.668,23.668,0,0.000
2.092,3.668,3.668,22.092,0,0.000
1.847,2.620,2.620,21.319,0,0.000
2.544,1.834,1.834,22.029,0,0.000
4.531,1.834,1.834,24.726,0,0.000
4.381,1.310,3.101,26.006,0,1.791
8.152,1.048,8.152,26.006,0,7.104
6.867,0.786,6.867,26.006,0,6.081
5.763,1.834,5.763,26.006,0,3.929
1.277,1.834,1.834,25.449,0,0.000
1.185,2.620,2.620,24.014,0,0.000
1.138,3.144,3.144,22.008,0,0.000
1.453,3.668,3.668,19.794,0,0.000
1.196,3.668,3.668,17.321,0,0.000
1.290,2.620,2.620,15.992,0,0.000
1.424,1.834,1.834,15.582,0,0.000
5.763,1.834,1.834,19.511,0,0.000
7.485,1.310,1.310,25.686,0,0.000
2.730,1.048,2.410,26.006,0,1.362
9.419,0.786,9.419,26.006,0,8.633
10.480,1.834,10.480,26.006,0,8.646
3.868,1.834,3.868,26.006,0,2.034
1.703,2.620,2.620,25.089,0,0.000
1.876,3.144,3.144,23.821,0,0.000
2.189,3.668,3.668,22.342,0,0.000
3.550,3.668,3.668,22.225,0,0.000
8.029,2.620,4.247,26.006,0,1.627
1.953,1.834,1.953,26.006,0,0.119
1.756,1.834,1.834,25.928,0,0.000
1.632,1.310,1.553,26.006,0,0.243
1.608,1.048,1.608,26.006,0,0.560
4.649,0.786,4.649,26.006,0,3.863
14.530,1.834,14.530,26.006,0,12.696
7.750,1.834,7.750,26.006,0,5.916
2.625,2.620,2.625,26.006,0,0.005
1.987,3.144,3.144,24.849,0,0.000
2.144,3.668,3.668,23.325,0,0.000
2.904,3.668,3.668,22.561,0,0.000
2.010,2.620,2.620,21.952,0,0.000
1.138,1.834,1.834,21.255,0,0.000
0.930,1.834,1.834,20.352,0,0.000
0.623,1.310,1.310,19.665,0,0.000
1.306,1.048,1.048,19.923,0,0.000
3.516,0.786,0.786,22.653,0,0.000
13.421,1.834,10.068,26.006,0,8.234
10.417,1.834,10.417,26.006,0,8.583
4.016,2.620,4.016,26.006,0,1.396
1.598,3.144,3.144,24.460,0,0.000
4.073,3.668,3.668,24.865,0,0.000
1.359,3.668,3.668,22.556,0,0.000
3.109,2.620,2.620,23.045,0,0.000
7.534,1.834,4.573,26.006,0,2.739
4.765,1.834,4.765,26.006,0,2.931
2.092,1.310,2.092,26.006,0,0.782
2.778,1.048,2.778,26.006,0,1.730
4.428,0.786,4.428,26.006,0,3.642
6.972,1.834,6.972,26.006,0,5.138
3.125,1.834,3.125,26.006,0,1.291
5.164,2.620,5.164,26.006,0,2.544
2.097,3.144,3.144,24.959,0,0.000
1.085,3.668,3.668,22.377,0,0.000
0.888,3.668,3.668,19.597,0,0.000
0.802,2.620,2.620,17.778,0,0.000
0.791,1.834,1.834,16.735,0,0.000
4.717,1.834,1.834,19.619,0,0.000
1.882,1.310,1.310,20.190,0,0.000
1.022,1.048,1.048,20.165,0,0.000
0.941,0.786,0.786,20.319,0,0.000
3.724,1.834,1.834,22.209,0,0.000
2.951,1.834,1.834,23.326,0,0.000
4.008,2.620,2.620,24.714,0,0.000
2.144,3.144,3.144,23.715,0,0.000
2.951,3.668,3.668,22.998,0,0.000
2.063,3.668,3.668,21.393,0,0.000
2.725,2.620,2.620,21.498,0,0.000
2.933,1.834,1.834,22.597,0,0.000
2.504,1.834,1.834,23.267,0,0.000
1.325,1.310,1.310,23.282,0,0.000
1.522,1.048,1.048,23.756,0,0.000
3.532,0.786,1.282,26.006,0,0.496
6.872,1.834,6.872,26.006,0,5.038
5.850,1.834,5.850,26.006,0,4.016
1.813,2.620,2.620,25.199,0,0.000
3.080,3.144,3.144,25.135,0,0.000
1.837,3.668,3.668,23.304,0,0.000
0.865,3.668,3.668,20.501,0,0.000
1.256,2.620,2.620,19.137,0,0.000
1.162,1.834,1.834,18.465,0,0.000
1.146,1.834,1.834,17.776,0,0.000
5.083,1.310,1.310,21.549,0,0.000
2.313,1.048,1.048,22.814,0,0.000
3.445,0.786,0.786,25.473,0,0.000
1.574,1.834,1.834,25.213,0,0.000
1.771,1.834,1.834,25.150,0,0.000
2.452,2.620,2.620,24.982,0,0.000
2.778,3.144,3.144,24.616,0,0.000
1.335,3.668,3.668,22.283,0,0.000
0.907,3.668,3.668,19.522,0,0.000
1.982,2.620,2.620,18.883,0,0.000
8.191,1.834,1.834,25.241,0,0.000
19.295,1.834,18.530,26.006,0,16.696
6.349,1.310,6.349,26.006,0,5.039
3.508,1.048,3.508,26.006,0,2.460
2.092,0.786,2.092,26.006,0,1.306
4.108,1.834,4.108,26.006,0,2.274
1.795,1.834,1.834,25.967,0,0.000
1.556,2.620,2.620,24.903,0,0.000
1.527,3.144,3.144,23.286,0,0.000
1.992,3.668,3.668,21.610,0,0.000
1.540,3.668,3.668,19.482,0,0.000
0.796,2.620,2.620,17.658,0,0.000
1.012,1.834,1.834,16.836,0,0.000
3.642,1.834,1.834,18.644,0,0.000
12.509,1.310,5.147,26.006,0,3.837
2.830,1.048,2.830,26.006,0,1.782
2.168,0.786,2.168,26.006,0,1.382
5.385,1.834,5.385,26.006,0,3.551
1.482,1.834,1.834,25.654,0,0.000
1.685,2.620,2.620,24.719,0,0.000
1.046,3.144,3.144,22.621,0,0.000
1.099,3.668,3.668,20.051,0,0.000
0.878,3.668,3.668,17.261,0,0.000
0.710,2.620,2.620,15.350,0,0.000
0.946,1.834,1.834,14.463,0,0.000
2.347,1.834,1.834,14.975,0,0.000
1.895,1.310,1.310,15.560,0,0.000
5.874,1.048,1.048,20.386,0,0.000
6.344,0.786,0.786,25.944,0,0.000
4.131,1.834,4.069,26.006,0,2.235
2.639,1.834,2.639,26.006,0,0.805
2.552,2.620,2.620,25.938,0,0.000
2.300,3.144,3.144,25.093,0,0.000
4.097,3.668,3.668,25.522,0,0.000
3.330,3.668,3.668,25.184,0,0.000
2.168,2.620,2.620,24.732,0,0.000
4.723,1.834,3.449,26.006,0,1.615
3.666,1.834,3.666,26.006,0,1.832
2.765,1.310,2.765,26.006,0,1.455
1.401,1.048,1.401,26.006,0,0.353
5.926,0.786,5.926,26.006,0,5.140
4.118,1.834,4.118,26.006,0,2.284
5.676,1.834,5.676,26.006,0,3.842
2.533,2.620,2.620,25.919,0,0.000
1.637,3.144,3.144,24.413,0,0.000
2.859,3.668,3.668,23.604,0,0.000
4.357,3.668,3.668,24.293,0,0.000
6.157,2.620,4.445,26.006,0,1.825
2.155,1.834,2.155,26.006,0,0.321
3.485,1.834,3.485,26.006,0,1.651
4.885,1.310,4.885,26.006,0,3.575
1.377,1.048,1.377,26.006,0,0.329
5.966,0.786,5.966,26.006,0,5.180
8.191,1.834,8.191,26.006,0,6.357
2.631,1.834,2.631,26.006,0,0.797
1.267,2.620,2.620,24.653,0,0.000
1.482,3.144,3.144,22.991,0,0.000
1.401,3.668,3.668,20.724,0,0.000
4.189,3.668,3.668,21.245,0,0.000
2.696,2.620,2.620,21.321,0,0.000
1.808,1.834,1.834,21.295,0,0.000
5.119,1.834,1.834,24.580,0,0.000
1.482,1.310,1.310,24.753,0,0.000
5.172,1.048,3.918,26.006,0,2.870
2.591,0.786,2.591,26.006,0,1.805
7.506,1.834,7.506,26.006,0,5.672
6.983,1.834,6.983,26.006,0,5.149
1.028,2.620,2.620,24.414,0,0.000
8.969,3.144,7.377,26.006,0,4.233
1.876,3.668,3.668,24.214,0,0.000
1.674,3.668,3.668,22.220,0,0.000
2.754,2.620,2.620,22.355,0,0.000
3.009,1.834,1.834,23.530,0,0.000
3.574,1.834,1.834,25.270,0,0.000
2.649,1.310,1.913,26.006,0,0.603
1.895,1.048,1.895,26.006,0,0.847
15.158,0.786,15.158,26.006,0,14.372
2.581,1.834,2.581,26.006,0,0.747
3.656,1.834,3.656,26.006,0,1.822
1.430,2.620,2.620,24.816,0,0.000
4.612,3.144,3.422,26.006,0,0.278
4.223,3.668,4.223,26.006,0,0.555
2.250,3.668,3.668,24.588,0,0.000
6.570,2.620,5.152,26.006,0,2.532
6.646,1.834,6.646,26.006,0,4.812
2.754,1.834,2.754,26.006,0,0.920
4.060,1.310,4.060,26.006,0,2.750
2.999,1.048,2.999,26.006,0,1.951
5.288,0.786,5.288,26.006,0,4.502
6.862,1.834,6.862,26.006,0,5.028
3.143,1.834,3.143,26.006,0,1.309
1.359,2.620,2.620,24.745,0,0.000
1.261,3.144,3.144,22.862,0,0.000
2.381,3.668,3.668,21.575,0,0.000
0.744,3.668,3.668,18.651,0,0.000
1.012,2.620,2.620,17.043,0,0.000
0.878,1.834,1.834,16.086,0,0.000
2.045,1.834,1.834,16.297,0,0.000
6.496,1.310,1.310,21.483,0,0.000
3.758,1.048,1.048,24.193,0,0.000
4.707,0.786,2.894,26.006,0,2.108
8.488,1.834,8.488,26.006,0,6.654
2.250,1.834,2.250,26.006,0,0.416
1.430,2.620,2.620,24.816,0,0.000
0.802,3.144,3.144,22.473,0,0.000
5.335,3.668,3.668,24.140,0,0.000
1.256,3.668,3.668,21.728,0,0.000
0.773,2.620,2.620,19.881,0,0.000
1.685,1.834,1.834,19.731,0,0.000
1.277,1.834,1.834,19.175,0,0.000
2.434,1.310,1.310,20.298,0,0.000
