Zufluss [hm³],Soll-Abgabe [hm³],Ist-Abgabe [hm³],storage,deficit,overflow
6.872,1.834,6.872,37.386,0,5.038
5.850,1.834,5.850,37.386,0,4.016
1.813,2.620,2.620,36.579,0,0.000
3.080,3.144,3.144,36.515,0,0.000
1.837,3.668,3.668,34.684,0,0.000
0.865,3.668,3.668,31.881,0,0.000
1.256,2.620,2.620,30.517,0,0.000
1.162,1.834,1.834,29.845,0,0.000
1.146,1.834,1.834,29.156,0,0.000
5.083,1.310,1.310,32.929,0,0.000
2.313,1.048,1.048,34.194,0,0.000
3.445,0.786,0.786,36.853,0,0.000
1.574,1.834,1.834,36.593,0,0.000
1.771,1.834,1.834,36.530,0,0.000
2.452,2.620,2.620,36.362,0,0.000
2.778,3.144,3.144,35.996,0,0.000
1.335,3.668,3.668,33.663,0,0.000
0.907,3.668,3.668,30.902,0,0.000
1.982,2.620,2.620,30.263,0,0.000
8.191,1.834,1.834,36.621,0,0.000
19.295,1.834,18.530,37.386,0,16.696
6.349,1.310,6.349,37.386,0,5.039
3.508,1.048,3.508,37.386,0,2.460
2.092,0.786,2.092,37.386,0,1.306
4.108,1.834,4.108,37.386,0,2.274
1.795,1.834,1.834,37.347,0,0.000
1.556,2.620,2.620,36.283,0,0.000
1.527,3.144,3.144,34.666,0,0.000
1.992,3.668,3.668,32.990,0,0.000
1.540,3.668,3.668,30.862,0,0.000
0.796,2.620,2.620,29.038,0,0.000
1.012,1.834,1.834,28.216,0,0.000
3.642,1.834,1.834,30.024,0,0.000
12.509,1.310,5.147,37.386,0,3.837
2.830,1.048,2.830,37.386,0,1.782
2.168,0.786,2.168,37.386,0,1.382
5.385,1.834,5.385,37.386,0,3.551
1.482,1.834,1.834,37.034,0,0.000
1.685,2.620,2.620,36.099,0,0.000
1.046,3.144,3.144,34.001,0,0.000
1.099,3.668,3.668,31.431,0,0.000
0.878,3.668,3.668,28.641,0,0.000
0.710,2.620,2.620,26.731,0,0.000
0.946,1.834,1.834,25.843,0,0.000
2.347,1.834,1.834,26.355,0,0.000
1.895,1.310,1.310,26.940,0,0.000
5.874,1.048,1.048,31.766,0,0.000
6.344,0.786,0.786,37.324,0,0.000
4.131,1.834,4.069,37.386,0,2.235
2.639,1.834,2.639,37.386,0,0.805
2.552,2.620,2.620,37.318,0,0.000
2.300,3.144,3.144,36.473,0,0.000
4.097,3.668,3.668,36.902,0,0.000
3.330,3.668,3.668,36.564,0,0.000
2.168,2.620,2.620,36.112,0,0.000
4.723,1.834,3.449,37.386,0,1.615
3.666,1.834,3.666,37.386,0,1.832
2.765,1.310,2.765,37.386,0,1.455
1.401,1.048,1.401,37.386,0,0.353
5.926,0.786,5.926,37.386,0,5.140
4.118,1.834,4.118,37.386,0,2.284
5.676,1.834,5.676,37.386,0,3.842
2.533,2.620,2.620,37.299,0,0.000
1.637,3.144,3.144,35.793,0,0.000
2.859,3.668,3.668,34.984,0,0.000
4.357,3.668,3.668,35.673,0,0.000
6.157,2.620,4.445,37.386,0,1.825
2.155,1.834,2.155,37.386,0,0.321
3.485,1.834,3.485,37.386,0,1.651
4.885,1.310,4.885,37.386,0,3.575
1.377,1.048,1.377,37.386,0,0.329
5.966,0.786,5.966,37.386,0,5.180
8.191,1.834,8.191,37.386,0,6.357
2.631,1.834,2.631,37.386,0,0.797
1.267,2.620,2.620,36.033,0,0.000
1.482,3.144,3.144,34.371,0,0.000
1.401,3.668,3.668,32.104,0,0.000
4.189,3.668,3.668,32.625,0,0.000
2.696,2.620,2.620,32.701,0,0.000
1.808,1.834,1.834,32.675,0,0.000
5.119,1.834,1.834,35.960,0,0.000
1.482,1.310,1.310,36.133,0,0.000
5.172,1.048,3.918,37.386,0,2.870
2.591,0.786,2.591,37.386,0,1.805
7.506,1.834,7.506,37.386,0,5.672
6.983,1.834,6.983,37.386,0,5.149
1.028,2.620,2.620,35.794,0,0.000
8.969,3.144,7.377,37.386,0,4.233
1.876,3.668,3.668,35.594,0,0.000
1.674,3.668,3.668,33.600,0,0.000
2.754,2.620,2.620,33.735,0,0.000
3.009,1.834,1.834,34.910,0,0.000
3.574,1.834,1.834,36.650,0,0.000
2.649,1.310,1.913,37.386,0,0.603
1.895,1.048,1.895,37.386,0,0.847
15.158,0.786,15.158,37.386,0,14.372
2.581,1.834,2.581,37.386,0,0.747
3.656,1.834,3.656,37.386,0,1.822
1.430,2.620,2.620,36.196,0,0.000
4.612,3.144,3.422,37.386,0,0.278
4.223,3.668,4.223,37.386,0,0.555
2.250,3.668,3.668,35.968,0,0.000
6.570,2.620,5.152,37.386,0,2.532
6.646,1.834,6.646,37.386,0,4.812
2.754,1.834,2.754,37.386,0,0.920
4.060,1.310,4.060,37.386,0,2.750
2.999,1.048,2.999,37.386,0,1.951
5.288,0.786,5.288,37.386,0,4.502
6.862,1.834,6.862,37.386,0,5.028
3.143,1.834,3.143,37.386,0,1.309
1.359,2.620,2.620,36.125,0,0.000
1.261,3.144,3.144,34.242,0,0.000
2.381,3.668,3.668,32.955,0,0.000
0.744,3.668,3.668,30.031,0,0.000
1.012,2.620,2.620,28.423,0,0.000
0.878,1.834,1.834,27.466,0,0.000
2.045,1.834,1.834,27.677,0,0.000
6.496,1.310,1.310,32.863,0,0.000
3.758,1.048,1.048,35.573,0,0.000
4.707,0.786,2.894,37.386,0,2.108
8.488,1.834,8.488,37.386,0,6.654
2.250,1.834,2.250,37.386,0,0.416
1.430,2.620,2.620,36.196,0,0.000
0.802,3.144,3.144,33.853,0,0.000
5.335,3.668,3.668,35.520,0,0.000
1.256,3.668,3.668,33.108,0,0.000
0.773,2.620,2.620,31.261,0,0.000
1.685,1.834,1.834,31.111,0,0.000
1.277,1.834,1.834,30.555,0,0.000
2.434,1.310,1.310,31.678,0,0.000
2.539,1.048,1.048,33.169,0,0.000
3.027,0.786,0.786,35.410,0,0.000
8.349,1.834,6.373,37.386,0,4.539
3.301,1.834,3.301,37.386,0,1.467
3.393,2.620,3.393,37.386,0,0.773
5.740,3.144,5.740,37.386,0,2.596
2.662,3.668,3.668,36.380,0,0.000
2.702,3.668,3.668,35.414,0,0.000
2.596,2.620,2.620,35.390,0,0.000
1.574,1.834,1.834,35.130,0,0.000
0.901,1.834,1.834,34.198,0,0.000
0.836,1.310,1.310,33.723,0,0.000
1.669,1.048,1.048,34.344,0,0.000
2.213,0.786,0.786,35.771,0,0.000
5.356,1.834,3.741,37.386,0,1.907
2.644,1.834,2.644,37.386,0,0.810
1.853,2.620,2.620,36.619,0,0.000
3.800,3.144,3.144,37.275,0,0.000
0.773,3.668,3.668,34.379,0,0.000
0.512,3.668,3.668,31.224,0,0.000
0.773,2.620,2.620,29.377,0,0.000
0.744,1.834,1.834,28.286,0,0.000
3.043,1.834,1.834,29.495,0,0.000
4.357,1.310,1.310,32.543,0,0.000
1.493,1.048,1.048,32.987,0,0.000
4.914,0.786,0.786,37.116,0,0.000
8.023,1.834,7.753,37.386,0,5.919
3.014,1.834,3.014,37.386,0,1.180
5.653,2.620,5.653,37.386,0,3.033
1.267,3.144,3.144,35.509,0,0.000
2.173,3.668,3.668,34.014,0,0.000
2.980,3.668,3.668,33.326,0,0.000
2.486,2.620,2.620,33.192,0,0.000
3.369,1.834,1.834,34.727,0,0.000
3.858,1.834,1.834,36.751,0,0.000
7.682,1.310,7.047,37.386,0,5.737
2.712,1.048,2.712,37.386,0,1.664
5.054,0.786,5.054,37.386,0,4.268
15.839,1.834,15.839,37.386,0,14.005
3.440,1.834,3.440,37.386,0,1.606
3.758,2.620,3.758,37.386,0,1.138
2.039,3.144,3.144,36.281,0,0.000
2.754,3.668,3.668,35.367,0,0.000
2.696,3.668,3.668,34.396,0,0.000
1.416,2.620,2.620,33.192,0,0.000
2.596,1.834,1.834,33.955,0,0.000
7.779,1.834,4.348,37.386,0,2.514
3.038,1.310,3.038,37.386,0,1.728
3.004,1.048,3.004,37.386,0,1.956
5.322,0.786,5.322,37.386,0,4.536
13.503,1.834,13.503,37.386,0,11.669
2.168,1.834,2.168,37.386,0,0.334
0.946,2.620,2.620,35.712,0,0.000
0.917,3.144,3.144,33.485,0,0.000
0.783,3.668,3.668,30.600,0,0.000
1.022,3.668,3.668,27.955,0,0.000
1.064,2.620,2.620,26.399,0,0.000
2.389,1.834,1.834,26.954,0,0.000
8.814,1.834,1.834,33.934,0,0.000
6.084,1.310,2.632,37.386,0,1.322
2.021,1.048,2.021,37.386,0,0.973
4.817,0.786,4.817,37.386,0,4.031
1.238,1.834,1.834,36.790,0,0.000
1.748,1.834,1.834,36.703,0,0.000
0.725,2.620,2.620,34.809,0,0.000
0.773,3.144,3.144,32.437,0,0.000
0.633,3.668,3.668,29.403,0,0.000
0.512,3.668,3.668,26.247,0,0.000
1.424,2.620,2.620,25.052,0,0.000
2.552,1.834,1.834,25.769,0,0.000
3.771,1.834,1.834,27.707,0,0.000
2.300,1.310,1.310,28.696,0,0.000
3.987,1.048,1.048,31.635,0,0.000
6.128,0.786,0.786,36.977,0,0.000
3.737,1.834,3.328,37.386,0,1.494
2.707,1.834,2.707,37.386,0,0.873
1.992,2.620,2.620,36.758,0,0.000
1.564,3.144,3.144,35.178,0,0.000
0.854,3.668,3.668,32.364,0,0.000
2.441,3.668,3.668,31.137,0,0.000
1.934,2.620,2.620,30.451,0,0.000
3.335,1.834,1.834,31.952,0,0.000
1.992,1.834,1.834,32.110,0,0.000
3.235,1.310,1.310,34.035,0,0.000
1.214,1.048,1.048,34.202,0,0.000
1.477,0.786,0.786,34.893,0,0.000
1.296,1.834,1.834,34.354,0,0.000
2.039,1.834,1.834,34.559,0,0.000
2.773,2.620,2.620,34.712,0,0.000
1.430,3.144,3.144,32.998,0,0.000
1.196,3.668,3.668,30.525,0,0.000
0.512,3.668,3.668,27.370,0,0.000
0.528,2.620,2.620,25.278,0,0.000
1.330,1.834,1.834,24.774,0,0.000
4.399,1.834,1.834,27.339,0,0.000
7.240,1.310,1.310,33.269,0,0.000
6.623,1.048,2.506,37.386,0,1.458
10.023,0.786,10.023,37.386,0,9.237
5.340,1.834,5.340,37.386,0,3.506
3.214,1.834,3.214,37.386,0,1.380
0.820,2.620,2.620,35.586,0,0.000
1.196,3.144,3.144,33.638,0,0.000
0.844,3.668,3.668,30.813,0,0.000
0.783,3.668,3.668,27.928,0,0.000
0.930,2.620,2.620,26.239,0,0.000
3.259,1.834,1.834,27.663,0,0.000
1.727,1.834,1.834,27.556,0,0.000
2.788,1.310,1.310,29.034,0,0.000
2.168,1.048,1.048,30.154,0,0.000
3.666,0.786,0.786,33.035,0,0.000
1.028,1.834,1.834,32.228,0,0.000
1.109,1.834,1.834,31.503,0,0.000
1.574,2.620,2.620,30.457,0,0.000
2.381,3.144,3.144,29.694,0,0.000
1.958,3.668,3.668,27.984,0,0.000
1.493,3.668,3.668,25.809,0,0.000
1.146,2.620,2.620,24.335,0,0.000
1.056,1.834,1.834,23.557,0,0.000
6.118,1.834,1.834,27.841,0,0.000
4.171,1.310,1.310,30.702,0,0.000
2.184,1.048,1.048,31.838,0,0.000
3.091,0.786,0.786,34.142,0,0.000
2.883,1.834,1.834,35.191,0,0.000
2.097,1.834,1.834,35.454,0,0.000
1.779,2.620,2.620,34.613,0,0.000
3.096,3.144,3.144,34.565,0,0.000
3.075,3.668,3.668,33.972,0,0.000
2.226,3.668,3.668,32.530,0,0.000
1.742,2.620,2.620,31.652,0,0.000
2.331,1.834,1.834,32.149,0,0.000
4.828,1.834,1.834,35.143,0,0.000
5.624,1.310,3.381,37.386,0,2.071
5.758,1.048,5.758,37.386,0,4.710
2.662,0.786,2.662,37.386,0,1.876
9.337,1.834,9.337,37.386,0,7.503
2.116,1.834,2.116,37.386,0,0.282
2.278,2.620,2.620,37.044,0,0.000
1.464,3.144,3.144,35.364,0,0.000
0.872,3.668,3.668,32.569,0,0.000
6.641,3.668,3.668,35.542,0,0.000
2.654,2.620,2.620,35.576,0,0.000
6.013,1.834,4.203,37.386,0,2.369
2.754,1.834,2.754,37.386,0,0.920
1.685,1.310,1.685,37.386,0,0.375
0.557,1.048,1.048,36.895,0,0.000
1.051,0.786,0.786,37.160,0,0.000
3.038,1.834,2.812,37.386,0,0.978
2.265,1.834,2.265,37.386,0,0.431
1.819,2.620,2.620,36.585,0,0.000
6.176,3.144,5.374,37.386,0,2.230
1.343,3.668,3.668,35.061,0,0.000
2.730,3.668,3.668,34.123,0,0.000
4.194,2.620,2.620,35.698,0,0.000
3.062,1.834,1.834,36.925,0,0.000
1.876,1.834,1.834,36.968,0,0.000
1.175,1.310,1.310,36.832,0,0.000
4.160,1.048,3.607,37.386,0,2.559
6.257,0.786,6.257,37.386,0,5.471
3.729,1.834,3.729,37.386,0,1.895
1.800,1.834,1.834,37.352,0,0.000
0.783,2.620,2.620,35.515,0,0.000
0.936,3.144,3.144,33.307,0,0.000
1.109,3.668,3.668,30.748,0,0.000
0.778,3.668,3.668,27.858,0,0.000
1.122,2.620,2.620,26.360,0,0.000
0.970,1.834,1.834,25.496,0,0.000
3.824,1.834,1.834,27.485,0,0.000
2.765,1.310,1.310,28.940,0,0.000
2.197,1.048,1.048,30.089,0,0.000
6.954,0.786,0.786,36.257,0,0.000
1.813,1.834,1.834,36.236,0,0.000
0.917,1.834,1.834,35.319,0,0.000
0.975,2.620,2.620,33.674,0,0.000
1.603,3.144,3.144,32.133,0,0.000
1.219,3.668,3.668,29.685,0,0.000
4.683,3.668,3.668,30.700,0,0.000
4.544,2.620,2.620,32.624,0,0.000
6.194,1.834,1.834,36.984,0,0.000
3.829,1.834,3.427,37.386,0,1.593
3.296,1.310,3.296,37.386,0,1.986
3.997,1.048,3.997,37.386,0,2.949
8.517,0.786,8.517,37.386,0,7.731
3.277,1.834,3.277,37.386,0,1.443
1.685,1.834,1.834,37.237,0,0.000
1.185,2.620,2.620,35.802,0,0.000
1.401,3.144,3.144,34.058,0,0.000
0.668,3.668,3.668,31.058,0,0.000
0.423,3.668,3.668,27.813,0,0.000
0.662,2.620,2.620,25.855,0,0.000
