Monat,G001_m3s,G002_m3s,G003_m3s,G004_m3s,G005_m3s,G006_m3s,G007_m3s,G008_m3s,G009_m3s,G010_m3s,G011_m3s,G012_m3s,G013_m3s,G014_m3s,G015_m3s,G016_m3s,G017_m3s,G018_m3s,G019_m3s,G020_m3s,G021_m3s,G022_m3s,G023_m3s,G024_m3s,G025_m3s,G026_m3s,G027_m3s,G028_m3s,G029_m3s,G030_m3s,G031_m3s,G032_m3s,G033_m3s,G034_m3s,G035_m3s,G036_m3s,G037_m3s,G038_m3s,G039_m3s,G040_m3s,G041_m3s,G042_m3s,G043_m3s,G044_m3s,G045_m3s,G046_m3s,G047_m3s,G048_m3s,G049_m3s,G050_m3s,G051_m3s,G052_m3s,G053_m3s,G054_m3s,G055_m3s,G056_m3s,G057_m3s,G058_m3s,G059_m3s,G060_m3s,G061_m3s,G062_m3s,G063_m3s,G064_m3s,G065_m3s,G066_m3s,G067_m3s,G068_m3s,G069_m3s,G070_m3s,G071_m3s,G072_m3s,G073_m3s,G074_m3s,G075_m3s,G076_m3s,G077_m3s,G078_m3s,G079_m3s,G080_m3s,G081_m3s,G082_m3s,G083_m3s,G084_m3s,G085_m3s,G086_m3s,G087_m3s,G088_m3s,G089_m3s,G090_m3s,G091_m3s,G092_m3s,G093_m3s,G094_m3s,G095_m3s,G096_m3s,G097_m3s,G098_m3s,G099_m3s,G100_m3s
03/1971,1.3202734532012008,1.0561807774969147,2.1965558310393543,2.224874659511896,2.898112556354589,4.874690500014834,1.1125551658115083,2.21976021939804,1.660715006904422,2.7096455985522843,1.35188637525986,0.4557487819968251,1.883540836415184,2.95821300791974,2.270916129943491,1.998786076577185,1.7314107306850113,1.0312121840902035,0.8704793731875851,2.058846169549252,1.4406834225065541,3.2756782420313506,1.6011716810741963,0.5817647585543504,3.987685525016773,1.3126926388583198,0.8336115074452182,3.689537344527868,2.6770946063889505,0.7769471290610866,0.9072666763889015,3.012947254294867,1.3742093166941542,0.729292541162414,1.797070412439423,2.396973653064248,1.237872501203506,1.7918100130550207,2.264919113735924,0.3200214246712467,2.7250861142966984,1.0913079986466656,2.163389610058571,2.114916123174653,0.27710432297803167,1.935105454313128,2.012467957092698,0.2864746994001912,2.4302756513468795,3.8147397724821497,3.1318405827126266,2.3095143171305805,2.641100547073758,1.5334476841305267,3.0418442996564368,2.6152802300289575,1.050855457143943,2.125574998599101,2.10700846006256,3.0127147304883812,1.75472857247355,0.7429103305030471,2.8389533409181182,2.1782159268922716,1.0407437498892853,1.8367786461526165,1.2334724381390112,1.8171166818586026,3.7268748397900535,1.6804854781431624,3.6185469529758603,2.0617566512169585,2.3838060677278907,2.107891011212092,0.7463967109817675,0.4215107038971726,1.7134895302122053,5.357617524165755,2.0146457342547066,0.30980815883760715,0.9858447710689823,0.5113459207136428,0.7689450050822793,5.737084838251179,1.9549216926310935,1.0813379980796487,1.037478090336787,2.3376068848388085,1.953414627543366,2.881086932118466,0.7193170993429543,1.3505081751640984,1.8786081794163705,1.861760146026108,0.4238225146792105,1.881767744793614,2.7708068112942876,3.6154690237099625,1.6168178985407058,2.595103814879847
04/1971,2.288714347453445,1.4064397272536004,0.12852436782572374,3.377518485088043,3.0925640687932763,4.477964676095704,0.5963910516474273,2.728332551013289,2.3584486228493176,3.2647089228380968,4.450620966557706,2.847292323642849,2.6832676115242875,2.3824293820004447,0.6133895816891859,5.472171058755793,1.735610732230378,4.475483554130962,2.6478161976025336,0.6582645287642357,3.6995511783027966,2.548109778769643,1.8906009249265718,4.97486606724874,2.6157377561753132,2.800390936483464,3.637234695047382,3.5554429359780944,0.1458652965349163,1.0055502714118711,1.6167859156775644,3.9332316856210308,4.104926268994687,1.6393992291208068,3.088822282552837,2.6812209779341987,1.7914518788844396,0.400493973225573,0.340617169206209,3.0043236244305183,2.591073846555919,3.3687411596548795,0.8520442487021733,4.7632019032875474,2.6097950256670974,2.362796160066678,1.9702977112376798,1.764428239146976,3.4499694804238255,2.811505157541461,3.747056310665769,2.231182261500285,4.271329578613021,4.783286240288197,1.6364213066974695,2.788070637680671,4.849774984285325,4.036127295668459,1.4859467483660902,4.664832811223865,1.5920230099156922,1.5446423067512496,2.5333682621067357,3.655286469537282,1.5074267185775239,2.4933643309102216,0.2138909596838845,3.8403546831829845,0.3446466547190852,2.1066704583925575,1.9134318984969036,2.5496654058435855,1.7507416449975208,1.294538517273231,1.5399089148556016,0.28198870446481905,3.914366681010711,2.056303219863379,3.0219175897994695,4.267511288937027,3.641849066585742,2.4065854822568076,2.760997223754743,0.4146956939376285,1.88294967961772,0.8646548591376557,1.3339853243225595,2.1925311109572654,1.8000332303437636,2.962980514616004,4.50105523882714,2.2436831978359892,4.741192274911873,3.505769290113327,4.025016804707644,0.49267884401515594,1.666893860090251,2.1266654882133165,1.9726741389839966,3.2215970653588952
05/1971,1.7575557513699245,0.7259535658523786,0.7609001292460655,1.1878771794040603,3.0680349541104297,2.736141708143942,0.5692143726675817,1.66041018034303,0.8373967092559937,1.27004980413492,3.4268799631702405,1.3309343273081922,0.9260546953182991,1.1241280012743577,0.34848268145489353,3.136034521142683,1.2552556180375736,1.2006604144381021,0.9047642220082186,0.2883026540577655,1.1341797154925777,0.9505976970189232,0.4853955326065924,2.60524133354318,0.7599751370008215,1.763066266382013,2.1041352059182565,1.110218673841791,0.9967297671103976,0.8029700601231149,0.799877867595368,1.1628230151517642,2.410448903157359,1.9360018460624437,1.6608336481397086,0.8046232419943605,0.7888635786918109,0.4084107329266904,1.474038499350593,1.2863464804024871,1.4435189689077619,2.115922973000212,0.5903939692956809,2.3436870986381027,0.8865201802689096,1.9080186910726586,0.49458317185879075,1.0138482226380738,1.2700366566919006,1.8070752318689083,1.5931061979587675,0.8004625313641733,2.8971977493666428,3.49262177860231,0.7581903983931505,0.8298115224585706,1.6791948807285013,1.5305141279554497,0.23743845413444642,1.6561848139271889,0.3598941355761227,0.34805105586045115,3.7149856430368065,0.9738389317898406,0.4695109257248897,1.032656402573065,0.6819375315214309,1.0004355849453952,1.43071474432476,1.477932951066452,1.592792183288815,1.5650224448386354,1.7069638751112617,0.8278707246354172,0.42339424712837004,0.2123047882363986,2.9165881297696616,0.45946160860583085,1.0044498438190512,2.145414204141667,1.3076032093242504,1.3019788905604175,1.0749652792366167,0.507005493691492,0.7450063264486299,0.2767662228290751,0.24914783391576556,0.8358663316422263,0.3617509534777522,2.083165306703413,1.3104661215154199,0.7578858262531384,1.8237938279691988,1.126376265807711,1.6220204418767812,0.6490789585900569,0.7221135037529839,2.2020212082599375,1.1767909608861116,1.1688222485406965
06/1971,1.302762848441957,1.472256700565133,1.0470356611403235,1.0496961603634123,1.8058837959569278,0.49077464766126766,0.8734348365194141,0.6562599443133194,1.4927926999384415,1.3265415011213153,0.8517299480152001,0.5229919612979324,0.7993323404987277,0.7564016534606411,0.5890737610980767,1.953714233093322,0.20121847263392156,0.8537866463162955,1.304863257537995,0.6587559957865756,1.3867512410809781,0.5769050279676663,0.9865278662861134,1.1987258877147022,0.8896287756134067,1.3554480270120624,1.9541761783604605,1.274904443687301,1.3109538979403124,1.3471845492513204,1.3562913079517016,0.6782067145850619,0.9125391917549242,1.377951908962727,0.6814197926693806,0.153457370757911,0.823581442323139,0.8728405418311079,0.3775674211772916,0.6306573676343366,0.5326333356535926,0.2768149716478965,1.454675462303312,1.288057578433898,0.5958468553632414,1.1657537379474512,1.6015567508947366,0.9694050999015297,0.3523699143387461,1.2696567455469703,1.2447002862320524,1.0475367026875393,1.4643236040755647,1.8236422363320248,0.21770135741494256,1.3033752523618491,1.5551877764510798,1.2980929181466139,0.6262914879363274,1.474616260337629,0.8403662206486197,0.38439200446235355,1.0413259660110787,0.38643768735194794,0.24087451234423596,1.4458682201674113,0.8684373122566414,1.2751170595309227,1.2603401339117255,0.7651421942468345,0.5742190600046866,0.8822867128708449,1.051668166049879,0.5606740747121612,0.3788003736627733,0.5361374534613531,0.8181886515839891,0.3441849105280536,0.2441491485468339,0.5529148898110349,1.7884571368942421,0.8166896888242746,0.19835021566421585,0.5324937604674194,1.096423636283276,1.303729857181414,0.4132588214473856,1.1707122505621341,0.6343771350497838,1.0523474895509752,0.8607304124126143,0.9945064759245485,0.6334883351581418,0.43784041666267687,1.286174428024288,0.691044500773693,0.8023296071968649,0.8175405364337888,0.9340711938861552,1.0499511310607736
07/1971,0.9619592721663186,1.1329591995720234,0.6109326914683788,0.6373152664195978,0.46595144507523273,2.2446276065545936,0.8489921401582606,0.5002413392297274,0.1782505724896718,0.5437609835290611,1.343471509244666,1.0773673284671874,1.1006267106364365,0.4904828346763041,0.576836277757898,1.233691562319685,0.6394344737050088,0.5779136986092299,2.567031697605674,0.9411247166714668,0.24850933729819957,1.0437324504888854,0.95933827906244,1.4583082404004588,1.609745000333298,1.7120089858178154,0.6461314901072265,2.09073407914606,2.270327392588544,0.7786323807752052,0.7301558516625664,0.46363354901688053,1.2642078797818745,0.12840262235428757,0.7516415049580301,0.7057219547035154,0.23724348772163795,0.26187530882899024,1.0561245718324797,0.22387211886311076,0.8351336310780576,0.29429910743363163,0.24863503025955513,0.8062691715307996,0.8713750412205842,0.5431838793724623,0.40858146119898187,0.3931198254654307,0.9768497725393757,0.656165313527665,1.6129633226115287,0.8013348847527078,1.3387360706571887,0.471156317811336,1.2123675811408032,1.4684320277079046,0.7911357028127384,0.9549759654690148,0.37601146136783864,1.8906330943604854,0.46704103141918474,0.7350531977085328,0.7756025668189515,0.5852829074191456,1.658515500405985,0.20754430833923398,1.051909348152547,0.45034342298623176,0.7034071672054181,0.4905822514610902,0.3810128561990227,0.43964462557830053,1.1552186855402367,0.7622125212912196,1.5932491481605533,1.219647996589409,0.18054943919553168,1.1070798323626814,0.6889529411980992,0.5023254510502163,0.21634377948755212,1.6135764915772421,0.8635581389277951,3.0055031440821605,1.828562045289471,0.4840792598266703,0.10022756317882442,0.544051578025843,0.38019037027305314,0.3820111427999112,0.9940630647454074,0.778151081051501,1.319036875418627,0.5697675429350775,1.9776444121806125,1.3249285357672005,1.5022850619947934,0.4114544325424398,0.7487497384788897,1.1162192981713164
08/1971,0.800029238564487,1.3645340198902616,0.37945562187678833,0.6982518516297481,0.5188206375640158,0.6853717272675883,0.582270337469361,0.42584135104572424,0.31803395821126523,0.805529340098589,0.2717628099819411,0.8209285912409354,0.83505547319847,0.10455406133364775,0.6072924368402749,0.6026589312411256,0.7080939408579056,0.11780912355423645,1.04289565247814,0.7751807773134085,1.329549747696742,0.18266166504865067,0.27962847048148826,0.6898673850941516,0.9735833830583285,1.513719518567191,1.3799877160264846,1.021659288255852,1.0358206236889604,0.838174080021676,0.3396897744932164,0.4463096766300662,0.5966482428062088,2.3059173155481467,0.511005020548042,1.2762658532197717,0.37300906683692975,0.46729247270633295,0.5887829556503837,0.7431672663188023,1.4706191922174032,0.6700245499613217,0.33083342584854225,1.0839788088063118,0.24428039363451648,1.293485627886921,0.5385761687589106,0.9159406329202111,0.9862546671452984,0.9230767402115598,1.5014288868630947,0.7608414625339942,0.514065792716855,0.5885568145954334,1.115970057553616,0.15059891146884197,0.9102634815624763,0.863595942021236,0.6588260218932919,1.2537955017933764,0.40156598299653123,1.0851718597168174,0.635914960607988,0.9962974518307031,0.14879817232487602,0.5147619104105191,0.19959628604784274,0.5859174882555623,0.4227248732502062,0.5095132361390071,0.569337002790455,1.0042243351296218,1.3138035824929137,1.2097203863157668,1.2980365671734813,0.39155324979443995,0.22367822228888234,0.2888004094463904,0.48363925053176526,0.9215516026518462,0.7492869218666613,1.6325112574935274,0.979818593150128,1.2061698208655776,1.2398917492528245,0.49918533588812014,1.0451424988311198,1.2437221869508006,1.8385681800680578,0.7482047499851164,0.5546979012004254,1.823901018294093,1.606697320319351,0.6160961596475779,2.0585177736246196,0.6079575608020574,0.4705931081011097,1.2738156920604455,0.6714568056604268,1.0409987904745448
09/1971,0.45357994580700833,1.5283299762146787,0.960140754695435,1.4345882693763565,0.5240096242760702,1.6770573059290397,0.699266731997931,0.10848789072487353,0.9855033834985742,1.2540556512669654,1.248213253011377,0.19610776119673368,0.5421808074941182,0.34486140943444366,0.2483556805488305,0.7522441046207803,0.8966156989517555,0.5481021934410616,0.2812640151193011,0.4966142690489068,1.0811551184624895,0.1783251179165825,0.6011751964186394,0.47456928920634156,1.1672622252230938,0.6680883037924419,0.9637290014497322,0.8170693645819738,0.9646533950694892,0.5504440151830403,0.930515031677895,0.6589479299813555,1.165083106619775,1.4417510517172991,1.2078758811386843,1.2005852126980492,0.7931608389423107,0.6931381727576524,0.7302233407244206,0.45591221590388015,0.3513347710077698,0.8311920788045563,0.5201602276154863,1.5308685866081695,0.236965287394511,0.9840469618071469,0.5658435227160774,0.35950789349178547,0.3829157830114478,0.31138932961725263,1.3639171831234265,0.7995963440965171,1.242734370888007,0.9626005081937502,0.2982494718563401,0.3780803613049528,0.3159545061080741,0.7408097848776733,0.43207967945368386,2.1174348135000955,0.49251824942894906,1.1663663040858734,1.0915203869177648,1.304545687693508,1.6026083592428333,0.6186559383401046,0.8872503214106668,0.729503384368668,0.48601754183531826,1.2137604534418283,0.9673990032364121,1.026664221874041,0.8777436696619643,1.026285517811997,0.5686411028248883,0.83544911275612,1.0905442304478643,1.0300072243024538,1.275720888256617,1.4142692199143054,0.26755223961308794,0.3513204923400587,0.5486502493461447,1.9648195594641162,0.4731335351482751,0.11795392649973069,1.0625552111159815,0.8069146320810979,1.0931700579101293,0.8721786316950982,0.2262532324235914,0.7830850968593072,0.708947059283521,0.268223703695957,1.5002598721299651,0.6330682722332873,0.9626649230717894,0.4171010521867804,1.1707068737994701,0.73796460840566
10/1971,0.2001436993081196,0.8429851019744724,0.8661860442778009,1.3857940084950375,1.3596321463689387,2.950452935684762,0.16924617636518213,0.28151587252740584,0.9062547036969139,1.0813050643441808,0.8796270829246879,1.5562574168973573,0.40229976722875005,0.9914030988426811,0.7298415829702808,1.9677594274096282,0.820524025621771,0.9462408212548257,0.4893885949212009,0.9388657535789329,0.4814213452445081,0.17650393284203464,1.3925563794713771,0.6856213482437227,0.5835834297122132,0.8670708614322007,0.16101590928571152,0.6743470360806756,0.5969396163044174,0.23317913567750254,0.49505376312223814,0.12915652810998957,0.7148204705544359,0.9755171509764149,0.395505460031491,0.6200025178421434,0.39298718091415963,0.5513270438239994,1.3232206428853384,0.7173933197082366,1.4688658161781631,1.044869201277249,0.37473561479354556,0.846927304260724,0.39850160505108306,1.5988444694605182,0.3787861356542336,0.21820482264476077,1.2139859287426433,0.6194674077145191,0.9055921741545523,0.6069821704319925,1.0355222090377878,1.8622010433901661,0.8519686381422994,0.12636947703777496,0.5738567859919728,1.1567062161783395,1.8188720750490084,3.425950925175134,0.3935872894673533,1.1954178159856323,2.0334546167897534,1.8853550207190732,1.3197649210597993,1.2960969138991754,1.6268765496252442,1.1388057451671647,0.5026616222967282,1.3192827948306551,0.829929580900163,0.9349695994407698,0.7084380567054528,1.267653751645499,1.2371865592663192,1.7353371354780223,0.41451802150394135,0.813567072946458,1.026347209671821,1.9182317981736565,0.3954301136802163,0.1590751907499005,1.2531648215995963,2.642493819731887,0.524963413647199,0.5626217657559376,2.3189864553806405,0.46120076792714093,1.6183258769354951,0.3680719502103832,0.2353164046833556,0.4430236164464798,0.3190064892753711,0.9511216492927825,1.0091873723585094,0.2065593498131052,2.0353742282315923,0.46140006347681584,0.4779531797875163,2.1265063216281983
11/1971,0.9786007948545167,1.7972316029630506,1.7912946525674993,1.9657062826440972,0.6816531539919499,1.6800802189137105,0.8276659715867588,1.8237848809292276,1.078523678796971,0.838387090312839,1.1270205789987102,0.3244964675566606,0.6911059121035958,1.6917240012425945,0.6200579726349722,2.0060653240969,2.4136842884656886,1.0315145500866003,1.6989037555032893,0.703186371374011,1.8001515981107654,1.5436513346239429,1.5013615868710202,0.7111152238373908,0.6657295553635372,1.2696724983338656,0.6271812381126365,1.1507952502357228,0.8605142039714055,0.44264303930193494,0.9993322524089304,1.517017750022685,2.1079585962996994,0.5404842711773279,0.13303822888771077,0.80482365708761,0.3279466164768615,0.3143918894376839,0.6798602963691462,1.2928308878309034,1.2742108254597617,1.9869899319599227,0.5042651415240604,0.4801395449626893,0.8214158674858679,0.1567502612505387,0.46281169953657986,0.6414611999059199,1.439483771797355,1.801846444179622,1.9740447482271597,1.6656103330558447,1.4860838152553537,1.2061992033775342,1.5112710332499928,1.8050603531115013,0.4061630695608306,0.5997200242871293,0.7204781249150617,1.6926031842344986,0.7614720889211021,2.5791299631187496,0.8903756936105673,1.3072205720715737,2.677752763045884,1.2695408002124702,1.255462200830505,0.7848111824245354,0.3399615980196462,1.8061705551657434,1.579571223135177,2.2402226538636167,0.15897253350770402,1.5014363534354933,1.339958347175488,0.4832581078532402,1.599310331977291,1.182472258543378,2.3068234994586536,0.19072040745787744,1.7481935715607324,1.6454015260186976,1.5512829256043528,0.21618887174422396,1.5760607329618663,0.6349996196849056,0.9945033672139499,1.1694210623253718,0.4300537951820901,0.9053617886892574,0.36772258850207573,1.603730979598161,0.7878918056426542,0.34764123002237124,1.5476219259417192,1.6827197689840192,1.368155356057961,1.1754186976535883,2.0165035686978507,0.14697483618809815
12/1971,0.6026410650101356,1.7373528134260767,3.8834776873085914,2.621012687256669,0.6363418546549722,1.6928722304547534,1.8124816477260737,1.2241790976758509,0.7178859534966339,1.3682290833136839,1.6159469418997696,0.23743316601850684,3.870748233287654,1.966463725728395,4.344487285836281,1.8181395047140925,1.6191793453124825,0.7105278371539437,2.950517558581216,1.1084670179348326,2.253330984010492,1.1506779416662996,2.989922563315498,0.9512123194114843,1.123282454735328,1.0196215653202692,4.4078864402183076,1.3993235005527542,0.8879983158077155,0.6376475485802011,1.4837996007119225,1.2315678757123867,1.5789305723378468,0.8334501608215804,0.558954399730317,1.3995055768883655,0.13122471038958494,0.44917824060896505,0.4098953344577644,0.9937237967345024,1.6553328587249956,3.186680233514213,3.1757180385716364,1.1171154772525163,1.6700778032526005,2.8127626080645163,1.90621048509056,0.38248578485156226,0.9157887406748053,1.2434165345134969,1.3076931526661228,1.666070241195564,0.9615862555479288,0.9212371963130808,1.3338597060896098,1.311540466545392,0.531786897303781,4.771030850332625,3.318571325692675,2.02938132493355,1.2192322356975185,2.577554949474436,0.5904338061655945,1.7047495842395963,4.1571915976705,1.173193870926435,2.268279394819263,0.4766517523876702,0.26011166135092234,1.5413183040886629,1.076832285956403,3.02274308663518,1.0983529989057594,1.4109465643052868,2.780689426225421,0.23940191262249344,1.749027086541581,1.92258274487979,1.7063839120003124,1.0533642715741616,1.4991160105291885,2.426087508785212,1.1646234086443665,0.15891422723912763,1.0198327643399487,3.27764087848847,0.6221149351631362,0.8987324640339764,1.2611873612838411,0.7249102413367544,0.5232942462990862,1.4552127257961978,1.3606424838003706,1.0119433312736072,1.452515214765109,1.997452461317061,0.8652650743576428,4.95923454592182,1.3735876685232107,0.3501972722728925
01/1972,0.6295617244060564,2.460064860146689,1.3718596172085413,1.8799682029406617,2.1398586538552133,1.6336683282595628,0.2229083606141964,1.0288700168667866,1.5355833334290532,1.1998315941327975,2.1110349673113,2.0741788026302896,1.3871786438268123,2.4925935013095906,2.3784245171218186,1.0248813566222348,1.0946092039835351,1.7668914775311806,2.3605913336653477,1.7061013596951917,0.9365428047568728,1.8630794796106578,1.8555455298973733,1.0631233888588223,1.508344017050975,1.721500752646497,2.6086477785015596,1.338042175697151,2.131854761500253,0.771861294478231,0.4064783699173733,1.0174576851129884,1.934086283150087,1.966096319685968,0.6383938598095718,0.9347752869699947,0.7771388562666237,1.4367636405185413,1.2775380607816946,1.6439256571859442,1.4758388070297759,2.4820488970889447,2.5847003287646837,0.6617439477397653,2.1313575869044485,1.1271284409561058,1.3565635387127395,2.9329428631431718,0.39940318570287103,1.6678657052654886,1.179283007281779,2.495920593747127,1.5638251669264274,2.8798035532487165,1.7226252525185548,2.6872525121977455,0.538575357880671,2.874582796372081,0.8199472160937735,0.545297404107235,1.65505185842979,1.7948659650824037,2.0478167037998194,2.2805585988029833,2.2823163981114973,1.268052056615122,1.7816674705438182,2.4599587740242397,1.7293278129103746,0.10989940342499271,1.102669502767692,1.9459281294967414,2.497811058860531,0.29014452026473636,1.549093627391169,0.8590383988704873,3.643909627490327,1.7464549773225955,0.1363030087896384,1.122896978298823,0.8342499225073081,2.0930279858389658,0.7467742633353779,1.7721126454387304,1.8644085089420623,1.305242989306539,2.188060944809565,0.327234968393168,1.6782413899039315,0.37214373510139065,1.2222615810680708,2.980957062219134,4.931429283276081,2.0728474420379506,1.5005628914695015,1.119737881246816,0.6704351488711549,2.9125042659919584,1.672904337274471,1.0322162860290838
02/1972,1.9890747782934115,0.4552875773545083,1.158549840545591,1.2717285664752365,1.1939174423513697,1.5059217411333683,1.6686411999837953,0.3555767553105351,1.1428793085303863,1.4274751660792142,0.8481162406795135,0.9372835997872087,0.3476849049007219,1.473364552661675,0.6549275235201979,1.3803809916684209,1.711282471482428,1.2252327475524112,0.9809360341097948,1.4580177856177006,1.0086965302689257,0.2756856225491242,0.9541086502774845,0.8629507439474129,0.7001347725106504,1.1737887361321557,0.8829973291600144,0.7916185711743275,1.3571380888752076,0.7049158421719971,0.3130405354387674,1.2861713308031288,1.9291466633444356,0.7484762366276616,1.8731928313709023,1.1796510545852934,0.2347156868463921,0.9693212217687825,0.7376349460610458,1.383813958249986,1.4478076964070128,0.5509144391533766,2.2047942705501047,2.245967904610517,1.80696194288295,1.9494379297450224,1.9648834908743693,1.0452664390745452,0.2494948446436137,1.1268597160447902,1.8920818115017446,0.6141983874105812,1.1540418319638188,1.693012450246354,0.32567030328588986,1.1523776064366476,1.4283245095314088,1.9119197604191673,2.153087764545381,2.2208617419197116,2.438117097743336,0.9165374820287284,2.514066965779162,0.8186348930584754,1.735980423568004,0.8379455880450782,1.5663914498233387,1.4531797990794018,1.6531552561876248,1.1862928428257218,1.9858450206092155,1.1490661442815602,1.1665291082339075,1.0275699472034736,1.4675971452371595,0.8383500831192162,1.5904928241624083,0.9139203102450305,0.12714361412030406,0.6502299165599674,1.5053626622646705,1.4599842096508258,0.5100543090557574,1.0581871966372076,1.2334398015690793,0.8788754770682531,0.7293949651436689,1.6175056237227727,1.6580142129315578,1.591670775417819,0.27380587405950474,2.4109714782831233,1.2933723261730448,0.6246215087869222,1.6592578764050723,0.3886818349524822,1.3777016841264222,1.8646605437337165,1.5188725087900603,0.9379166974880013
03/1972,3.6863704340863084,1.0697509035939714,0.35496306202205785,1.0037174268203195,2.062722886266478,1.9931105949218149,0.5122934720722212,0.5982626124927145,1.095965238289538,1.208374492075445,2.686691681752917,1.573496674060642,1.4699184393471867,2.509517003672883,2.4801149890320087,1.9985837309894567,2.0497813712618314,3.27987553953675,1.3423117246420715,1.279945560481092,0.19632417693809856,3.3237368054750944,3.0185249412467967,1.9439213018423536,2.658362718032759,3.360257135590317,0.5096327489587353,2.04067448968724,0.8142931979925556,0.7710904305084381,0.9968332976217947,1.4387795528487497,2.3095374113303877,1.8796395409510671,1.7402501194472872,1.523654333951948,1.4717076199789185,1.7467229609770278,0.6089285576404389,0.2911695834465955,1.052236285264067,0.9760187602594429,1.7674183525184513,1.6714767272140576,1.7417720849059515,3.6569539217803277,3.1662259734625677,2.8307198810665586,1.1349269687546353,1.342995381749149,0.49442914861824905,0.27869579018911494,2.268511674891137,1.7722145290412863,0.22912648465696006,2.01441544690484,0.5725328857707197,2.034586198962453,1.218354683613707,0.9972378149287437,1.5176350648780597,0.6210422503402178,2.0069155890420194,2.135760588870629,1.8901814218063744,2.700221403109376,0.4932019638253933,2.8937628306641803,3.339016265973878,1.669650886349842,1.4438602411209385,1.274669701448956,1.8760609531094798,0.8201262979840248,1.3912274646539187,0.7641582719024516,2.896338272943134,0.7662686074516518,1.040605750625185,3.4743357584793944,1.8437443037807275,1.804769182950289,0.7416818851154976,2.1648442570108615,1.7194854387181577,1.2069265866273524,1.3873658218495035,2.4473235100119393,1.8012748011013346,1.7688705639192999,0.9877679395501079,1.408918790479825,0.8354753041705696,2.4292654213325924,2.2734640592909323,2.144870512908951,2.4641573074337817,3.6519162874318667,2.660276127178859,2.1745857701510323
04/1972,2.8219923413957564,4.268277604158369,6.423630742510349,2.837288782419365,3.0600819169984956,1.5695168615432225,0.9813711628030062,2.5050286615548614,0.9355579108104646,3.1765912187051732,3.0801211687180867,5.494913043447715,1.6237896116144335,4.554075744270067,1.9920541656550235,3.471110250250857,2.581344109504393,2.008827805386201,0.6244386909729409,1.1879814774276931,3.8927887943959725,1.9338459179348746,3.8431167869348144,3.649630218533923,3.136668470806252,0.34861607465303246,0.5843158181047745,4.120274236548044,1.888310307156255,2.956634188409653,2.9129902397214402,3.825403620534617,3.135961798644405,2.476803632255028,1.175513965561653,1.858125464930549,3.6030207743683644,3.1265430260769698,3.8377337589220124,2.0559792909304644,2.7960282432901478,2.3373223981309423,4.2338523880446335,2.075765654330157,2.4406750018707393,0.6605678679991167,2.9012998232767386,3.3640032535163598,2.656499777829157,1.7225401984987223,1.1299346047888081,4.465456499578715,3.324782279570673,3.2769351267279765,2.6952065550708917,1.5050711974301967,1.1253455176808527,2.677037083491475,3.6735796650909602,1.2865070552601354,2.023817711026641,2.024922715263276,0.7055445792709731,2.7492480970433055,2.1400887395857855,2.4814102734013552,2.889890205156076,3.5678680839466796,1.337150703446629,0.4701011460308735,1.463602692038738,0.2042083921087925,3.9206344523368797,2.071912529331789,1.9454396532454339,3.39519406192651,0.7082720019969697,4.278448529621613,2.670546138677776,3.7865408159961875,4.57785801650082,1.275586989361067,0.6679783893299156,1.9555072698931464,0.5402794889562754,4.98693338268578,5.1072110428568696,3.38157193662338,0.6060571686143383,5.358122603641004,1.6543945570199527,1.9900648112363972,0.9463923122275881,2.2815298166976734,1.730382292196513,1.7252679092734824,2.8906410811477703,3.0181931044564116,1.129405637049645,1.5332140862649069
05/1972,0.9225724275951979,1.5398047951362812,2.2921162316094863,1.8514291151070716,0.9125501989238081,0.6433261597845517,0.3596300325205463,0.9780113319917664,1.4024597246903943,5.039572024987982,2.47228185809176,1.5847181136223445,1.4473880455383599,3.013892855129486,0.5882792479545621,1.966673482202792,1.1985592009096058,1.7558612790635648,0.41205704147572014,0.8710140788378898,1.3370410983024337,0.6882476977498782,1.634562701738384,1.463542618941323,1.2653914249623892,0.6419234516351146,0.14939935496709578,2.557282794425918,1.0389941803128155,1.3265686747572885,0.7746551372616474,1.380480813313267,2.226552647445165,1.416536491445539,0.46290145565148744,0.6102410115006921,1.3679464468473514,0.9085503390538215,1.5409886805541546,0.5538128132590057,0.9441286092643486,1.2234862429334015,1.1564252616646384,2.8307267051221836,1.073261475052118,0.9939237834865966,1.7573168280376557,1.0077862251239567,1.1409083910423865,0.3070087587256224,0.9153461844771956,1.3198531753883351,1.5007548811239757,1.8188374740203097,0.9778016328573167,1.0489442839276906,1.1766888416462558,1.2570053553816285,1.9571377044090486,0.5494061291101541,1.3378042013067366,0.7574710846102398,0.43204452179565533,0.7502014168095754,0.7471679250460437,1.7512167270223675,1.188069474242537,2.972784375219094,0.5529067283413915,0.35813913381958434,1.1261821226453328,1.2689297795765906,1.7312380920960013,0.4269757737515705,1.9178749158983608,2.1694068031163534,0.2478646135838829,1.3182269470600607,1.3128723922772705,1.9689773047913877,2.1326621772837884,0.7769628974224725,1.6355513721359758,1.0396406762769064,0.19964093509448044,1.4204213919571462,2.7142974862583777,1.1379111194368914,0.4321408443762992,2.1221794008280153,0.6999446167717246,1.5069479153389025,0.2523734071096041,1.2721238075530004,0.6421571274163216,0.5383341661527264,2.650160034819957,1.0818089921313796,0.7161778855318706,1.4407425224940178
