Zufluss [hm³],Soll-Abgabe [hm³],Ist-Abgabe [hm³],storage,deficit,overflow
0.883,1.834,1.834,13.408,0,0.000
0.673,1.834,1.834,12.247,0,0.000
1.842,1.310,1.310,12.779,0,0.000
1.477,1.048,1.048,13.208,0,0.000
4.899,0.786,0.786,17.321,0,0.000
3.022,1.834,1.834,18.509,0,0.000
3.014,1.834,1.834,19.689,0,0.000
1.766,2.620,2.620,18.835,0,0.000
1.104,3.144,3.144,16.795,0,0.000
1.296,3.668,3.668,14.422,0,0.000
0.668,3.668,3.668,11.422,0,0.000
5.177,2.620,2.620,13.979,0,0.000
3.051,1.834,1.834,15.196,0,0.000
3.719,1.834,1.834,17.081,0,0.000
1.535,1.310,1.310,17.306,0,0.000
5.172,1.048,1.048,21.429,0,0.000
6.694,0.786,0.786,27.337,0,0.000
5.874,1.834,4.493,28.718,0,2.659
4.294,1.834,4.294,28.718,0,2.460
5.973,2.620,5.973,28.718,0,3.353
1.958,3.144,3.144,27.532,0,0.000
1.837,3.668,3.668,25.701,0,0.000
1.214,3.668,3.668,23.247,0,0.000
1.051,2.620,2.620,21.678,0,0.000
1.075,1.834,1.834,20.919,0,0.000
1.808,1.834,1.834,20.893,0,0.000
3.062,1.310,1.310,22.645,0,0.000
1.632,1.048,1.048,23.229,0,0.000
2.515,0.786,0.786,24.958,0,0.000
9.582,1.834,5.821,28.718,0,3.987
3.771,1.834,3.771,28.718,0,1.937
1.608,2.620,2.620,27.706,0,0.000
1.661,3.144,3.144,26.223,0,0.000
0.865,3.668,3.668,23.420,0,0.000
0.849,3.668,3.668,20.601,0,0.000
0.830,2.620,2.620,18.811,0,0.000
1.046,1.834,1.834,18.023,0,0.000
1.138,1.834,1.834,17.327,0,0.000
1.064,1.310,1.310,17.081,0,0.000
0.815,1.048,1.048,16.848,0,0.000
3.974,0.786,0.786,20.036,0,0.000
7.140,1.834,1.834,25.342,0,0.000
2.284,1.834,1.834,25.792,0,0.000
2.486,2.620,2.620,25.658,0,0.000
1.905,3.144,3.144,24.419,0,0.000
0.836,3.668,3.668,21.587,0,0.000
0.604,3.668,3.668,18.523,0,0.000
0.704,2.620,2.620,16.607,0,0.000
0.733,1.834,1.834,15.507,0,0.000
0.704,1.834,1.834,14.377,0,0.000
0.668,1.310,1.310,13.734,0,0.000
0.657,1.048,1.048,13.343,0,0.000
2.993,0.786,0.786,15.551,0,0.000
4.746,1.834,1.834,18.463,0,0.000
2.586,1.834,1.834,19.215,0,0.000
0.988,2.620,2.620,17.583,0,0.000
0.662,3.144,3.144,15.101,0,0.000
0.423,3.668,3.668,11.856,0,0.000
0.489,3.668,3.668,8.677,0,0.000
0.778,2.620,2.620,6.835,0,0.000
1.367,1.834,1.834,6.368,0,0.000
1.511,1.834,1.834,6.045,0,0.000
1.296,1.310,1.310,6.030,0,0.000
0.849,1.048,1.048,5.831,0,0.000
5.600,0.786,0.786,10.645,0,0.000
13.421,1.834,1.834,22.233,0,0.000
9.448,1.834,2.962,28.718,0,1.128
4.502,2.620,4.502,28.718,0,1.882
1.453,3.144,3.144,27.027,0,0.000
1.151,3.668,3.668,24.510,0,0.000
1.593,3.668,3.668,22.435,0,0.000
1.104,2.620,2.620,20.919,0,0.000
1.127,1.834,1.834,20.212,0,0.000
7.285,1.834,1.834,25.663,0,0.000
3.585,1.310,1.310,27.937,0,0.000
7.477,1.048,6.696,28.718,0,5.648
4.136,0.786,4.136,28.718,0,3.350
5.658,1.834,5.658,28.718,0,3.824
3.340,1.834,3.340,28.718,0,1.506
4.323,2.620,4.323,28.718,0,1.703
6.157,3.144,6.157,28.718,0,3.013
1.330,3.668,3.668,26.380,0,0.000
2.092,3.668,3.668,24.804,0,0.000
1.847,2.620,2.620,24.031,0,0.000
2.544,1.834,1.834,24.741,0,0.000
4.531,1.834,1.834,27.438,0,0.000
4.381,1.310,3.101,28.718,0,1.791
8.152,1.048,8.152,28.718,0,7.104
6.867,0.786,6.867,28.718,0,6.081
5.763,1.834,5.763,28.718,0,3.929
1.277,1.834,1.834,28.161,0,0.000
1.185,2.620,2.620,26.726,0,0.000
1.138,3.144,3.144,24.720,0,0.000
1.453,3.668,3.668,22.506,0,0.000
1.196,3.668,3.668,20.033,0,0.000
1.290,2.620,2.620,18.704,0,0.000
1.424,1.834,1.834,18.294,0,0.000
5.763,1.834,1.834,22.223,0,0.000
7.485,1.310,1.310,28.398,0,0.000
2.730,1.048,2.410,28.718,0,1.362
9.419,0.786,9.419,28.718,0,8.633
