Zufluss [hm³],Soll-Abgabe [hm³],Ist-Abgabe [hm³],storage,deficit,overflow
5.763,1.834,1.834,5.428,0.000,0.000
7.485,1.310,1.310,11.603,0.000,0.000
2.730,1.048,2.410,11.923,0.000,1.362
9.419,0.786,9.419,11.923,0.000,8.633
10.480,1.834,10.480,11.923,0.000,8.646
3.868,1.834,3.868,11.923,0.000,2.034
1.703,2.620,2.620,11.006,0.000,0.000
1.876,3.144,3.144,9.738,0.000,0.000
2.189,3.668,3.668,8.259,0.000,0.000
3.550,3.668,3.668,8.142,0.000,0.000
8.029,2.620,4.247,11.923,0.000,1.627
1.953,1.834,1.953,11.923,0.000,0.119
1.756,1.834,1.834,11.845,0.000,0.000
1.632,1.310,1.553,11.923,0.000,0.243
1.608,1.048,1.608,11.923,0.000,0.560
4.649,0.786,4.649,11.923,0.000,3.863
14.530,1.834,14.530,11.923,0.000,12.696
7.750,1.834,7.750,11.923,0.000,5.916
2.625,2.620,2.625,11.923,0.000,0.005
1.987,3.144,3.144,10.766,0.000,0.000
2.144,3.668,3.668,9.242,0.000,0.000
2.904,3.668,3.668,8.478,0.000,0.000
2.010,2.620,2.620,7.869,0.000,0.000
1.138,1.834,1.834,7.172,0.000,0.000
0.930,1.834,1.834,6.269,0.000,0.000
0.623,1.310,1.310,5.582,0.000,0.000
1.306,1.048,1.048,5.840,0.000,0.000
3.516,0.786,0.786,8.570,0.000,0.000
13.421,1.834,10.068,11.923,0.000,8.234
10.417,1.834,10.417,11.923,0.000,8.583
4.016,2.620,4.016,11.923,0.000,1.396
1.598,3.144,3.144,10.377,0.000,0.000
4.073,3.668,3.668,10.782,0.000,0.000
1.359,3.668,3.668,8.473,0.000,0.000
3.109,2.620,2.620,8.962,0.000,0.000
7.534,1.834,4.573,11.923,0.000,2.739
4.765,1.834,4.765,11.923,0.000,2.931
2.092,1.310,2.092,11.923,0.000,0.782
2.778,1.048,2.778,11.923,0.000,1.730
4.428,0.786,4.428,11.923,0.000,3.642
6.972,1.834,6.972,11.923,0.000,5.138
3.125,1.834,3.125,11.923,0.000,1.291
5.164,2.620,5.164,11.923,0.000,2.544
2.097,3.144,3.144,10.876,0.000,0.000
1.085,3.668,3.668,8.294,0.000,0.000
0.888,3.668,3.668,5.514,0.000,0.000
0.802,2.620,2.620,3.695,0.000,0.000
0.791,1.834,1.834,2.652,0.000,0.000
4.717,1.834,1.834,5.536,0.000,0.000
1.882,1.310,1.310,6.107,0.000,0.000
1.022,1.048,1.048,6.082,0.000,0.000
0.941,0.786,0.786,6.236,0.000,0.000
3.724,1.834,1.834,8.126,0.000,0.000
2.951,1.834,1.834,9.243,0.000,0.000
4.008,2.620,2.620,10.631,0.000,0.000
2.144,3.144,3.144,9.632,0.000,0.000
2.951,3.668,3.668,8.915,0.000,0.000
2.063,3.668,3.668,7.310,0.000,0.000
2.725,2.620,2.620,7.415,0.000,0.000
2.933,1.834,1.834,8.514,0.000,0.000
2.504,1.834,1.834,9.184,0.000,0.000
1.325,1.310,1.310,9.199,0.000,0.000
1.522,1.048,1.048,9.673,0.000,0.000
3.532,0.786,1.282,11.923,0.000,0.496
6.872,1.834,6.872,11.923,0.000,5.038
5.850,1.834,5.850,11.923,0.000,4.016
1.813,2.620,2.620,11.116,0.000,0.000
3.080,3.144,3.144,11.052,0.000,0.000
1.837,3.668,3.668,9.221,0.000,0.000
0.865,3.668,3.668,6.418,0.000,0.000
1.256,2.620,2.620,5.054,0.000,0.000
1.162,1.834,1.834,4.382,0.000,0.000
1.146,1.834,1.834,3.693,0.000,0.000
5.083,1.310,1.310,7.466,0.000,0.000
2.313,1.048,1.048,8.731,0.000,0.000
3.445,0.786,0.786,11.390,0.000,0.000
1.574,1.834,1.834,11.130,0.000,0.000
1.771,1.834,1.834,11.067,0.000,0.000
2.452,2.620,2.620,10.899,0.000,0.000
2.778,3.144,3.144,10.533,0.000,0.000
1.335,3.668,3.668,8.200,0.000,0.000
0.907,3.668,3.668,5.439,0.000,0.000
1.982,2.620,2.620,4.800,0.000,0.000
8.191,1.834,1.834,11.158,0.000,0.000
19.295,1.834,18.530,11.923,0.000,16.696
6.349,1.310,6.349,11.923,0.000,5.039
3.508,1.048,3.508,11.923,0.000,2.460
2.092,0.786,2.092,11.923,0.000,1.306
4.108,1.834,4.108,11.923,0.000,2.274
1.795,1.834,1.834,11.884,0.000,0.000
1.556,2.620,2.620,10.820,0.000,0.000
1.527,3.144,3.144,9.203,0.000,0.000
1.992,3.668,3.668,7.527,0.000,0.000
1.540,3.668,3.668,5.399,0.000,0.000
0.796,2.620,2.620,3.575,0.000,0.000
1.012,1.834,1.834,2.753,0.000,0.000
3.642,1.834,1.834,4.561,0.000,0.000
12.509,1.310,5.147,11.923,0.000,3.837
2.830,1.048,2.830,11.923,0.000,1.782
2.168,0.786,2.168,11.923,0.000,1.382
5.385,1.834,5.385,11.923,0.000,3.551
1.482,1.834,1.834,11.571,0.000,0.000
1.685,2.620,2.620,10.636,0.000,0.000
1.046,3.144,3.144,8.538,0.000,0.000
1.099,3.668,3.668,5.968,0.000,0.000
0.878,3.668,3.668,3.178,0.000,0.000
0.710,2.620,2.620,1.268,0.000,0.000
0.946,1.834,1.834,0.380,0.000,0.000
2.347,1.834,1.834,0.892,0.000,0.000
1.895,1.310,1.310,1.477,0.000,0.000
5.874,1.048,1.048,6.303,0.000,0.000
6.344,0.786,0.786,11.861,0.000,0.000
4.131,1.834,4.069,11.923,0.000,2.235
2.639,1.834,2.639,11.923,0.000,0.805
2.552,2.620,2.620,11.855,0.000,0.000
2.300,3.144,3.144,11.010,0.000,0.000
4.097,3.668,3.668,11.439,0.000,0.000
3.330,3.668,3.668,11.101,0.000,0.000
2.168,2.620,2.620,10.649,0.000,0.000
4.723,1.834,3.449,11.923,0.000,1.615
3.666,1.834,3.666,11.923,0.000,1.832
2.765,1.310,2.765,11.923,0.000,1.455
1.401,1.048,1.401,11.923,0.000,0.353
5.926,0.786,5.926,11.923,0.000,5.140
4.118,1.834,4.118,11.923,0.000,2.284
5.676,1.834,5.676,11.923,0.000,3.842
2.533,2.620,2.620,11.836,0.000,0.000
1.637,3.144,3.144,10.330,0.000,0.000
2.859,3.668,3.668,9.521,0.000,0.000
4.357,3.668,3.668,10.210,0.000,0.000
6.157,2.620,4.445,11.923,0.000,1.825
2.155,1.834,2.155,11.923,0.000,0.321
3.485,1.834,3.485,11.923,0.000,1.651
4.885,1.310,4.885,11.923,0.000,3.575
1.377,1.048,1.377,11.923,0.000,0.329
5.966,0.786,5.966,11.923,0.000,5.180
8.191,1.834,8.191,11.923,0.000,6.357
2.631,1.834,2.631,11.923,0.000,0.797
1.267,2.620,2.620,10.570,0.000,0.000
1.482,3.144,3.144,8.908,0.000,0.000
1.401,3.668,3.668,6.641,0.000,0.000
4.189,3.668,3.668,7.162,0.000,0.000
2.696,2.620,2.620,7.238,0.000,0.000
1.808,1.834,1.834,7.212,0.000,0.000
5.119,1.834,1.834,10.497,0.000,0.000
1.482,1.310,1.310,10.670,0.000,0.000
5.172,1.048,3.918,11.923,0.000,2.870
2.591,0.786,2.591,11.923,0.000,1.805
7.506,1.834,7.506,11.923,0.000,5.672
6.983,1.834,6.983,11.923,0.000,5.149
1.028,2.620,2.620,10.331,0.000,0.000
8.969,3.144,7.377,11.923,0.000,4.233
1.876,3.668,3.668,10.131,0.000,0.000
1.674,3.668,3.668,8.137,0.000,0.000
2.754,2.620,2.620,8.272,0.000,0.000
3.009,1.834,1.834,9.447,0.000,0.000
3.574,1.834,1.834,11.187,0.000,0.000
2.649,1.310,1.913,11.923,0.000,0.603
1.895,1.048,1.895,11.923,0.000,0.847
15.158,0.786,15.158,11.923,0.000,14.372
2.581,1.834,2.581,11.923,0.000,0.747
3.656,1.834,3.656,11.923,0.000,1.822
1.430,2.620,2.620,10.733,0.000,0.000
4.612,3.144,3.422,11.923,0.000,0.278
4.223,3.668,4.223,11.923,0.000,0.555
2.250,3.668,3.668,10.505,0.000,0.000
6.570,2.620,5.152,11.923,0.000,2.532
6.646,1.834,6.646,11.923,0.000,4.812
2.754,1.834,2.754,11.923,0.000,0.920
4.060,1.310,4.060,11.923,0.000,2.750
2.999,1.048,2.999,11.923,0.000,1.951
5.288,0.786,5.288,11.923,0.000,4.502
6.862,1.834,6.862,11.923,0.000,5.028
3.143,1.834,3.143,11.923,0.000,1.309
1.359,2.620,2.620,10.662,0.000,0.000
1.261,3.144,3.144,8.779,0.000,0.000
2.381,3.668,3.668,7.492,0.000,0.000
0.744,3.668,3.668,4.568,0.000,0.000
1.012,2.620,2.620,2.960,0.000,0.000
0.878,1.834,1.834,2.003,0.000,0.000
2.045,1.834,1.834,2.214,0.000,0.000
6.496,1.310,1.310,7.400,0.000,0.000
3.758,1.048,1.048,10.110,0.000,0.000
4.707,0.786,2.894,11.923,0.000,2.108
8.488,1.834,8.488,11.923,0.000,6.654
2.250,1.834,2.250,11.923,0.000,0.416
1.430,2.620,2.620,10.733,0.000,0.000
0.802,3.144,3.144,8.390,0.000,0.000
5.335,3.668,3.668,10.057,0.000,0.000
1.256,3.668,3.668,7.645,0.000,0.000
0.773,2.620,2.620,5.798,0.000,0.000
1.685,1.834,1.834,5.648,0.000,0.000
1.277,1.834,1.834,5.092,0.000,0.000
2.434,1.310,1.310,6.215,0.000,0.000
2.539,1.048,1.048,7.706,0.000,0.000
3.027,0.786,0.786,9.947,0.000,0.000
8.349,1.834,6.373,11.923,0.000,4.539
3.301,1.834,3.301,11.923,0.000,1.467
3.393,2.620,3.393,11.923,0.000,0.773
5.740,3.144,5.740,11.923,0.000,2.596
2.662,3.668,3.668,10.917,0.000,0.000
2.702,3.668,3.668,9.951,0.000,0.000
2.596,2.620,2.620,9.927,0.000,0.000
1.574,1.834,1.834,9.667,0.000,0.000
0.901,1.834,1.834,8.735,0.000,0.000
0.836,1.310,1.310,8.260,0.000,0.000
1.669,1.048,1.048,8.881,0.000,0.000
2.213,0.786,0.786,10.308,0.000,0.000
5.356,1.834,3.741,11.923,0.000,1.907
2.644,1.834,2.644,11.923,0.000,0.810
1.853,2.620,2.620,11.156,0.000,0.000
3.800,3.144,3.144,11.812,0.000,0.000
0.773,3.668,3.668,8.916,0.000,0.000
0.512,3.668,3.668,5.761,0.000,0.000
0.773,2.620,2.620,3.914,0.000,0.000
0.744,1.834,1.834,2.823,0.000,0.000
3.043,1.834,1.834,4.032,0.000,0.000
4.357,1.310,1.310,7.080,0.000,0.000
1.493,1.048,1.048,7.524,0.000,0.000
4.914,0.786,0.786,11.653,0.000,0.000
8.023,1.834,7.753,11.923,0.000,5.919
3.014,1.834,3.014,11.923,0.000,1.180
5.653,2.620,5.653,11.923,0.000,3.033
1.267,3.144,3.144,10.046,0.000,0.000
2.173,3.668,3.668,8.551,0.000,0.000
2.980,3.668,3.668,7.863,0.000,0.000
2.486,2.620,2.620,7.729,0.000,0.000
3.369,1.834,1.834,9.264,0.000,0.000
3.858,1.834,1.834,11.288,0.000,0.000
7.682,1.310,7.047,11.923,0.000,5.737
2.712,1.048,2.712,11.923,0.000,1.664
5.054,0.786,5.054,11.923,0.000,4.268
15.839,1.834,15.839,11.923,0.000,14.005
3.440,1.834,3.440,11.923,0.000,1.606
3.758,2.620,3.758,11.923,0.000,1.138
2.039,3.144,3.144,10.818,0.000,0.000
2.754,3.668,3.668,9.904,0.000,0.000
2.696,3.668,3.668,8.933,0.000,0.000
1.416,2.620,2.620,7.729,0.000,0.000
2.596,1.834,1.834,8.492,0.000,0.000
7.779,1.834,4.348,11.923,0.000,2.514
3.038,1.310,3.038,11.923,0.000,1.728
3.004,1.048,3.004,11.923,0.000,1.956
5.322,0.786,5.322,11.923,0.000,4.536
13.503,1.834,13.503,11.923,0.000,11.669
2.168,1.834,2.168,11.923,0.000,0.334
0.946,2.620,2.620,10.249,0.000,0.000
0.917,3.144,3.144,8.022,0.000,0.000
0.783,3.668,3.668,5.137,0.000,0.000
1.022,3.668,3.668,2.492,0.000,0.000
1.064,2.620,2.620,0.936,0.000,0.000
2.389,1.834,1.834,1.491,0.000,0.000
8.814,1.834,1.834,8.471,0.000,0.000
6.084,1.310,2.632,11.923,0.000,1.322
2.021,1.048,2.021,11.923,0.000,0.973
4.817,0.786,4.817,11.923,0.000,4.031
1.238,1.834,1.834,11.327,0.000,0.000
1.748,1.834,1.834,11.240,0.000,0.000
0.725,2.620,2.620,9.346,0.000,0.000
0.773,3.144,3.144,6.974,0.000,0.000
0.633,3.668,3.668,3.940,0.000,0.000
0.512,3.668,3.668,0.784,0.000,0.000
1.424,2.620,3.031,0.000,-0.411,0.000
2.552,1.834,1.834,0.718,0.000,0.000
3.771,1.834,1.834,2.655,0.000,0.000
2.300,1.310,1.310,3.644,0.000,0.000
3.987,1.048,1.048,6.583,0.000,0.000
6.128,0.786,0.789,11.923,0.000,0.003
3.737,1.834,3.737,11.923,0.000,1.903
2.707,1.834,2.707,11.923,0.000,0.873
1.992,2.620,2.620,11.295,0.000,0.000
1.564,3.144,3.144,9.715,0.000,0.000
0.854,3.668,3.668,6.901,0.000,0.000
2.441,3.668,3.668,5.674,0.000,0.000
1.934,2.620,2.620,4.988,0.000,0.000
3.335,1.834,1.834,6.489,0.000,0.000
1.992,1.834,1.834,6.647,0.000,0.000
3.235,1.310,1.310,8.572,0.000,0.000
1.214,1.048,1.048,8.739,0.000,0.000
1.477,0.786,0.786,9.430,0.000,0.000
1.296,1.834,1.834,8.891,0.000,0.000
2.039,1.834,1.834,9.096,0.000,0.000
2.773,2.620,2.620,9.249,0.000,0.000
1.430,3.144,3.144,7.535,0.000,0.000
1.196,3.668,3.668,5.062,0.000,0.000
0.512,3.668,3.668,1.907,0.000,0.000
0.528,2.620,2.805,0.000,-0.185,0.000
1.330,1.834,2.338,0.000,-0.504,0.000
4.399,1.834,1.834,2.565,0.000,0.000
7.240,1.310,1.310,8.495,0.000,0.000
6.623,1.048,3.195,11.923,0.000,2.147
10.023,0.786,10.023,11.923,0.000,9.237
5.340,1.834,5.340,11.923,0.000,3.506
3.214,1.834,3.214,11.923,0.000,1.380
0.820,2.620,2.620,10.123,0.000,0.000
1.196,3.144,3.144,8.175,0.000,0.000
0.844,3.668,3.668,5.350,0.000,0.000
0.783,3.668,3.668,2.465,0.000,0.000
0.930,2.620,2.620,0.776,0.000,0.000
3.259,1.834,1.834,2.200,0.000,0.000
1.727,1.834,1.834,2.093,0.000,0.000
2.788,1.310,1.310,3.571,0.000,0.000
2.168,1.048,1.048,4.691,0.000,0.000
3.666,0.786,0.786,7.572,0.000,0.000
1.028,1.834,1.834,6.765,0.000,0.000
1.109,1.834,1.834,6.040,0.000,0.000
1.574,2.620,2.620,4.994,0.000,0.000
2.381,3.144,3.144,4.231,0.000,0.000
1.958,3.668,3.668,2.521,0.000,0.000
1.493,3.668,3.668,0.346,0.000,0.000
1.146,2.620,3.748,0.000,-1.128,0.000
1.056,1.834,2.612,0.000,-0.778,0.000
6.118,1.834,1.834,4.284,0.000,0.000
4.171,1.310,1.310,7.145,0.000,0.000
2.184,1.048,1.048,8.280,0.000,0.000
3.091,0.786,0.786,10.585,0.000,0.000
2.883,1.834,1.834,11.634,0.000,0.000
2.097,1.834,1.834,11.897,0.000,0.000
1.779,2.620,2.620,11.056,0.000,0.000
3.096,3.144,3.144,11.008,0.000,0.000
3.075,3.668,3.668,10.415,0.000,0.000
2.226,3.668,3.668,8.973,0.000,0.000
1.742,2.620,2.620,8.095,0.000,0.000
2.331,1.834,1.834,8.592,0.000,0.000
4.828,1.834,1.834,11.586,0.000,0.000
5.624,1.310,5.287,11.923,0.000,3.977
5.758,1.048,5.758,11.923,0.000,4.710
2.662,0.786,2.662,11.923,0.000,1.876
9.337,1.834,9.337,11.923,0.000,7.503
2.116,1.834,2.116,11.923,0.000,0.282
2.278,2.620,2.620,11.581,0.000,0.000
1.464,3.144,3.144,9.901,0.000,0.000
0.872,3.668,3.668,7.106,0.000,0.000
6.641,3.668,3.668,10.079,0.000,0.000
2.654,2.620,2.620,10.113,0.000,0.000
6.013,1.834,4.203,11.923,0.000,2.369
2.754,1.834,2.754,11.923,0.000,0.920
1.685,1.310,1.685,11.923,0.000,0.375
0.557,1.048,1.048,11.432,0.000,0.000
1.051,0.786,0.786,11.697,0.000,0.000
3.038,1.834,2.812,11.923,0.000,0.978
2.265,1.834,2.265,11.923,0.000,0.431
1.819,2.620,2.620,11.122,0.000,0.000
6.176,3.144,5.374,11.923,0.000,2.230
1.343,3.668,3.668,9.598,0.000,0.000
2.730,3.668,3.668,8.660,0.000,0.000
4.194,2.620,2.620,10.235,0.000,0.000
3.062,1.834,1.834,11.462,0.000,0.000
1.876,1.834,1.834,11.505,0.000,0.000
1.175,1.310,1.310,11.369,0.000,0.000
4.160,1.048,3.607,11.923,0.000,2.559
6.257,0.786,6.257,11.923,0.000,5.471
3.729,1.834,3.729,11.923,0.000,1.895
1.800,1.834,1.834,11.889,0.000,0.000
0.783,2.620,2.620,10.052,0.000,0.000
0.936,3.144,3.144,7.844,0.000,0.000
1.109,3.668,3.668,5.285,0.000,0.000
0.778,3.668,3.668,2.395,0.000,0.000
1.122,2.620,2.620,0.897,0.000,0.000
0.970,1.834,1.834,0.033,0.000,0.000
3.824,1.834,1.834,2.022,0.000,0.000
2.765,1.310,1.310,3.477,0.000,0.000
2.197,1.048,1.048,4.626,0.000,0.000
6.954,0.786,0.786,10.794,0.000,0.000
1.813,1.834,1.834,10.773,0.000,0.000
0.917,1.834,1.834,9.856,0.000,0.000
0.975,2.620,2.620,8.211,0.000,0.000
1.603,3.144,3.144,6.670,0.000,0.000
1.219,3.668,3.668,4.222,0.000,0.000
4.683,3.668,3.668,5.237,0.000,0.000
4.544,2.620,2.620,7.161,0.000,0.000
6.194,1.834,1.834,11.521,0.000,0.000
3.829,1.834,3.427,11.923,0.000,1.593
3.296,1.310,3.296,11.923,0.000,1.986
3.997,1.048,3.997,11.923,0.000,2.949
8.517,0.786,8.517,11.923,0.000,7.731
3.277,1.834,3.277,11.923,0.000,1.443
1.685,1.834,1.834,11.774,0.000,0.000
1.185,2.620,2.620,10.339,0.000,0.000
1.401,3.144,3.144,8.595,0.000,0.000
0.668,3.668,3.668,5.595,0.000,0.000
0.423,3.668,3.668,2.350,0.000,0.000
0.662,2.620,2.620,0.392,0.000,0.000
