Monat,Durchfluss_m3s,Datum,trendber,trend,saisonfigur_mean,saisonfigur_std,saisonber,normiert,autokorr_saisonfigur,autokorr,zufall
06/1977,0.971,1977-06-01,0.9649,0.0061,0.87288,0.52115,0.09812,0.18829,0.06897,0.01299,0.1753
07/1977,0.875,1977-07-01,0.86912,0.00588,0.86582,0.66268,0.00917,0.01385,0.11956,0.00166,0.01219
08/1977,1.559,1977-08-01,1.55333,0.00567,0.6943,0.42636,0.8647,2.0281,0.19382,0.39308,1.63502
09/1977,1.267,1977-09-01,1.26154,0.00546,0.7096,0.52468,0.5574,1.06235,0.54189,0.57568,0.48668
10/1977,0.825,1977-10-01,0.81976,0.00524,0.81383,0.66743,0.01117,0.01674,-0.0622,-0.00104,0.01778
11/1977,1.797,1977-11-01,1.79197,0.00503,0.95687,0.73276,0.84013,1.14652,0.44651,0.51193,0.63459
12/1977,1.395,1977-12-01,1.39019,0.00481,1.42378,1.20142,-0.02878,-0.02395,0.38281,-0.00917,-0.01478
01/1978,1.052,1978-01-01,1.0474,0.0046,1.32562,0.92795,-0.27362,-0.29487,0.25444,-0.07503,-0.21984
02/1978,0.533,1978-02-01,0.52861,0.00439,1.09023,0.71671,-0.55723,-0.77747,0.25318,-0.19684,-0.58064
03/1978,2.255,1978-03-01,2.25083,0.00417,1.8362,1.01561,0.4188,0.41236,0.00952,0.00393,0.40844
04/1978,1.567,1978-04-01,1.56304,0.00396,2.39665,1.45556,-0.82965,-0.56999,0.59307,-0.33804,-0.23195
05/1978,2.16,1978-05-01,2.15626,0.00374,1.25822,0.80009,0.90178,1.1271,0.37076,0.41788,0.70921
06/1978,0.964,1978-06-01,0.96047,0.00353,0.87288,0.52115,0.09112,0.17485,0.06897,0.01206,0.16279
07/1978,0.623,1978-07-01,0.61968,0.00332,0.86582,0.66268,-0.24283,-0.36643,0.11956,-0.04381,-0.32262
08/1978,1.088,1978-08-01,1.0849,0.0031,0.6943,0.42636,0.3937,0.9234,0.19382,0.17897,0.74443
09/1978,1.658,1978-09-01,1.65511,0.00289,0.7096,0.52468,0.9484,1.80756,0.54189,0.9795,0.82807
10/1978,2.343,1978-10-01,2.34033,0.00267,0.81383,0.66743,1.52917,2.29113,-0.0622,-0.1425,2.43363
11/1978,0.82,1978-11-01,0.81754,0.00246,0.95687,0.73276,-0.13687,-0.18679,0.44651,-0.08341,-0.10339
12/1978,1.326,1978-12-01,1.32375,0.00225,1.42378,1.20142,-0.09778,-0.08138,0.38281,-0.03115,-0.05023
01/1979,1.859,1979-01-01,1.85697,0.00203,1.32562,0.92795,0.53337,0.57479,0.25444,0.14625,0.42854
02/1979,0.524,1979-02-01,0.52218,0.00182,1.09023,0.71671,-0.56623,-0.79003,0.25318,-0.20002,-0.59001
03/1979,2.27,1979-03-01,2.2684,0.0016,1.8362,1.01561,0.4338,0.42713,0.00952,0.00407,0.42307
04/1979,3.117,1979-04-01,3.11561,0.00139,2.39665,1.45556,0.72035,0.4949,0.59307,0.29351,0.20139
05/1979,1.001,1979-05-01,0.99982,0.00118,1.25822,0.80009,-0.25723,-0.3215,0.37076,-0.1192,-0.2023
06/1979,0.482,1979-06-01,0.48104,0.00096,0.87288,0.52115,-0.39088,-0.75002,0.06897,-0.05173,-0.69829
07/1979,0.564,1979-07-01,0.56325,0.00075,0.86582,0.66268,-0.30183,-0.45546,0.11956,-0.05445,-0.40101
08/1979,0.533,1979-08-01,0.53247,0.00053,0.6943,0.42636,-0.1613,-0.37832,0.19382,-0.07332,-0.30499
09/1979,1.594,1979-09-01,1.59368,0.00032,0.7096,0.52468,0.8844,1.68558,0.54189,0.9134,0.77219
10/1979,1.026,1979-10-01,1.02589,0.00011,0.81383,0.66743,0.21217,0.3179,-0.0622,-0.01977,0.33767
11/1979,0.688,1979-11-01,0.68811,-0.00011,0.95687,0.73276,-0.26887,-0.36694,0.44651,-0.16384,-0.20309
12/1979,1.948,1979-12-01,1.94832,-0.00032,1.42378,1.20142,0.52422,0.43634,0.38281,0.16704,0.2693
01/1980,0.564,1980-01-01,0.56453,-0.00053,1.32562,0.92795,-0.76163,-0.82076,0.25444,-0.20883,-0.61192
02/1980,1.968,1980-02-01,1.96875,-0.00075,1.09023,0.71671,0.87777,1.22473,0.25318,0.31007,0.91465
03/1980,0.986,1980-03-01,0.98696,-0.00096,1.8362,1.01561,-0.8502,-0.83713,0.00952,-0.00797,-0.82916
04/1980,2.856,1980-04-01,2.85718,-0.00118,2.39665,1.45556,0.45935,0.31558,0.59307,0.18716,0.12842
05/1980,2.657,1980-05-01,2.65839,-0.00139,1.25822,0.80009,1.39878,1.74828,0.37076,0.6482,1.10008
06/1980,0.391,1980-06-01,0.3926,-0.0016,0.87288,0.52115,-0.48188,-0.92464,0.06897,-0.06378,-0.86086
07/1980,3.413,1980-07-01,3.41482,-0.00182,0.86582,0.66268,2.54717,3.84374,0.11956,0.45954,3.3842
08/1980,0.714,1980-08-01,0.71603,-0.00203,0.6943,0.42636,0.0197,0.04621,0.19382,0.00896,0.03725
09/1980,0.637,1980-09-01,0.63925,-0.00225,0.7096,0.52468,-0.0726,-0.13837,0.54189,-0.07498,-0.06339
10/1980,1.048,1980-10-01,1.05046,-0.00246,0.81383,0.66743,0.23417,0.35086,-0.0622,-0.02182,0.37268
11/1980,1.145,1980-11-01,1.14767,-0.00267,0.95687,0.73276,0.18813,0.25674,0.44651,0.11463,0.1421
12/1980,1.36,1980-12-01,1.36289,-0.00289,1.42378,1.20142,-0.06378,-0.05308,0.38281,-0.02032,-0.03276
01/1981,1.008,1981-01-01,1.0111,-0.0031,1.32562,0.92795,-0.31763,-0.34229,0.25444,-0.08709,-0.25519
02/1981,0.721,1981-02-01,0.72432,-0.00332,1.09023,0.71671,-0.36923,-0.51517,0.25318,-0.13043,-0.38474
03/1981,5.768,1981-03-01,5.77153,-0.00353,1.8362,1.01561,3.9318,3.87137,0.00952,0.03686,3.83451
04/1981,0.982,1981-04-01,0.98574,-0.00374,2.39665,1.45556,-1.41465,-0.9719,0.59307,-0.5764,-0.3955
05/1981,1.391,1981-05-01,1.39496,-0.00396,1.25822,0.80009,0.13278,0.16595,0.37076,0.06153,0.10442
06/1981,0.544,1981-06-01,0.54817,-0.00417,0.87288,0.52115,-0.32888,-0.63106,0.06897,-0.04353,-0.58753
07/1981,1.755,1981-07-01,1.75939,-0.00439,0.86582,0.66268,0.88917,1.34179,0.11956,0.16042,1.18137
08/1981,1.607,1981-08-01,1.6116,-0.0046,0.6943,0.42636,0.9127,2.14068,0.19382,0.4149,1.72578
09/1981,0.856,1981-09-01,0.86081,-0.00481,0.7096,0.52468,0.1464,0.27902,0.54189,0.1512,0.12782
10/1981,2.5,1981-10-01,2.50503,-0.00503,0.81383,0.66743,1.68617,2.52636,-0.0622,-0.15713,2.68349
11/1981,2.529,1981-11-01,2.53424,-0.00524,0.95687,0.73276,1.57213,2.14549,0.44651,0.95798,1.18751
12/1981,1.048,1981-12-01,1.05346,-0.00546,1.42378,1.20142,-0.37578,-0.31278,0.38281,-0.11974,-0.19304
01/1982,1.545,1982-01-01,1.55067,-0.00567,1.32562,0.92795,0.21937,0.23641,0.25444,0.06015,0.17626
02/1982,1.141,1982-02-01,1.14688,-0.00588,1.09023,0.71671,0.05077,0.07084,0.25318,0.01794,0.05291
03/1982,2.012,1982-03-01,2.0181,-0.0061,1.8362,1.01561,0.1758,0.1731,0.00952,0.00165,0.17145
04/1982,2.611,1982-04-01,2.61731,-0.00631,2.39665,1.45556,0.21435,0.14726,0.59307,0.08734,0.05993
05/1982,1.196,1982-05-01,1.20253,-0.00653,1.25822,0.80009,-0.06222,-0.07777,0.37076,-0.02884,-0.04894
06/1982,0.517,1982-06-01,0.52374,-0.00674,0.87288,0.52115,-0.35588,-0.68286,0.06897,-0.0471,-0.63576
07/1982,0.48,1982-07-01,0.48695,-0.00695,0.86582,0.66268,-0.38583,-0.58222,0.11956,-0.06961,-0.51261
08/1982,0.906,1982-08-01,0.91317,-0.00717,0.6943,0.42636,0.2117,0.49653,0.19382,0.09624,0.40029
09/1982,0.283,1982-09-01,0.29038,-0.00738,0.7096,0.52468,-0.4266,-0.81306,0.54189,-0.44059,-0.37247
10/1982,0.385,1982-10-01,0.3926,-0.0076,0.81383,0.66743,-0.42883,-0.6425,-0.0622,0.03996,-0.68246
11/1982,0.334,1982-11-01,0.34181,-0.00781,0.95687,0.73276,-0.62287,-0.85004,0.44651,-0.37955,-0.47049
12/1982,0.778,1982-12-01,0.78602,-0.00802,1.42378,1.20142,-0.64578,-0.53751,0.38281,-0.20577,-0.33174
01/1983,2.472,1983-01-01,2.48024,-0.00824,1.32562,0.92795,1.14637,1.23538,0.25444,0.31433,0.92105
02/1983,1.43,1983-02-01,1.43845,-0.00845,1.09023,0.71671,0.33977,0.47407,0.25318,0.12002,0.35405
03/1983,1.791,1983-03-01,1.79966,-0.00866,1.8362,1.01561,-0.0452,-0.04451,0.00952,-0.00042,-0.04408
04/1983,3.23,1983-04-01,3.23888,-0.00888,2.39665,1.45556,0.83335,0.57253,0.59307,0.33955,0.23298
05/1983,0.856,1983-05-01,0.86509,-0.00909,1.25822,0.80009,-0.40222,-0.50273,0.37076,-0.18639,-0.31633
06/1983,0.544,1983-06-01,0.55331,-0.00931,0.87288,0.52115,-0.32888,-0.63106,0.06897,-0.04353,-0.58753
07/1983,0.305,1983-07-01,0.31452,-0.00952,0.86582,0.66268,-0.56083,-0.8463,0.11956,-0.10118,-0.74512
08/1983,2.03,1983-08-01,2.03973,-0.00973,0.6943,0.42636,1.3357,3.1328,0.19382,0.60719,2.52561
09/1983,0.478,1983-09-01,0.48795,-0.00995,0.7096,0.52468,-0.2316,-0.44141,0.54189,-0.23919,-0.20221
10/1983,0.294,1983-10-01,0.30416,-0.01016,0.81383,0.66743,-0.51983,-0.77884,-0.0622,0.04844,-0.82728
11/1983,0.641,1983-11-01,0.65138,-0.01038,0.95687,0.73276,-0.31587,-0.43108,0.44651,-0.19248,-0.2386
12/1983,0.486,1983-12-01,0.49659,-0.01059,1.42378,1.20142,-0.93778,-0.78056,0.38281,-0.29881,-0.48175
01/1984,0.926,1984-01-01,0.9368,-0.0108,1.32562,0.92795,-0.39962,-0.43065,0.25444,-0.10958,-0.32108
02/1984,0.966,1984-02-01,0.97702,-0.01102,1.09023,0.71671,-0.12423,-0.17333,0.25318,-0.04388,-0.12944
03/1984,1.152,1984-03-01,1.16323,-0.01123,1.8362,1.01561,-0.6842,-0.67368,0.00952,-0.00641,-0.66727
04/1984,3.177,1984-04-01,3.18845,-0.01145,2.39665,1.45556,0.78035,0.53612,0.59307,0.31795,0.21816
05/1984,1.256,1984-05-01,1.26766,-0.01166,1.25822,0.80009,-0.00222,-0.00278,0.37076,-0.00103,-0.00175
06/1984,1.291,1984-06-01,1.30287,-0.01187,0.87288,0.52115,0.41812,0.80231,0.06897,0.05534,0.74697
07/1984,2.184,1984-07-01,2.19609,-0.01209,0.86582,0.66268,1.31818,1.98916,0.11956,0.23782,1.75134
08/1984,1.013,1984-08-01,1.0253,-0.0123,0.6943,0.42636,0.3187,0.74749,0.19382,0.14488,0.60261
09/1984,1.028,1984-09-01,1.04052,-0.01252,0.7096,0.52468,0.3184,0.60684,0.54189,0.32884,0.278
10/1984,0.988,1984-10-01,1.00073,-0.01273,0.81383,0.66743,0.17417,0.26096,-0.0622,-0.01623,0.27719
11/1984,0.599,1984-11-01,0.61194,-0.01294,0.95687,0.73276,-0.35787,-0.48839,0.44651,-0.21807,-0.27032
12/1984,0.343,1984-12-01,0.35616,-0.01316,1.42378,1.20142,-1.08078,-0.89958,0.38281,-0.34437,-0.55521
01/1985,0.318,1985-01-01,0.33137,-0.01337,1.32562,0.92795,-1.00762,-1.08586,0.25444,-0.27629,-0.80957
02/1985,0.635,1985-02-01,0.64859,-0.01359,1.09023,0.71671,-0.45523,-0.63516,0.25318,-0.16081,-0.47435
03/1985,0.842,1985-03-01,0.8558,-0.0138,1.8362,1.01561,-0.9942,-0.97892,0.00952,-0.00932,-0.9696
04/1985,2.038,1985-04-01,2.05201,-0.01401,2.39665,1.45556,-0.35865,-0.2464,0.59307,-0.14613,-0.10027
05/1985,1.006,1985-05-01,1.02023,-0.01423,1.25822,0.80009,-0.25222,-0.31525,0.37076,-0.11688,-0.19837
06/1985,0.705,1985-06-01,0.71944,-0.01444,0.87288,0.52115,-0.16788,-0.32212,0.06897,-0.02222,-0.29991
07/1985,1.446,1985-07-01,1.46066,-0.01466,0.86582,0.66268,0.58017,0.8755,0.11956,0.10467,0.77083
08/1985,0.294,1985-08-01,0.30887,-0.01487,0.6943,0.42636,-0.4003,-0.93888,0.19382,-0.18197,-0.75691
09/1985,0.195,1985-09-01,0.21008,-0.01508,0.7096,0.52468,-0.5146,-0.98078,0.54189,-0.53147,-0.44931
10/1985,0.294,1985-10-01,0.3093,-0.0153,0.81383,0.66743,-0.51983,-0.77884,-0.0622,0.04844,-0.82728
11/1985,0.283,1985-11-01,0.29851,-0.01551,0.95687,0.73276,-0.67387,-0.91964,0.44651,-0.41063,-0.50901
12/1985,1.158,1985-12-01,1.17372,-0.01572,1.42378,1.20142,-0.26578,-0.22122,0.38281,-0.08469,-0.13653
01/1986,1.658,1986-01-01,1.67394,-0.01594,1.32562,0.92795,0.33237,0.35818,0.25444,0.09114,0.26705
02/1986,0.568,1986-02-01,0.58415,-0.01615,1.09023,0.71671,-0.52223,-0.72864,0.25318,-0.18447,-0.54417
03/1986,1.87,1986-03-01,1.88637,-0.01637,1.8362,1.01561,0.0338,0.03328,0.00952,0.00032,0.03296
04/1986,3.053,1986-04-01,3.06958,-0.01658,2.39665,1.45556,0.65635,0.45093,0.59307,0.26743,0.1835
05/1986,1.147,1986-05-01,1.16379,-0.01679,1.25822,0.80009,-0.11122,-0.13902,0.37076,-0.05154,-0.08747
06/1986,2.151,1986-06-01,2.16801,-0.01701,0.87288,0.52115,1.27812,2.4525,0.06897,0.16916,2.28334
07/1986,0.482,1986-07-01,0.49922,-0.01722,0.86582,0.66268,-0.38383,-0.5792,0.11956,-0.06925,-0.50995
08/1986,0.827,1986-08-01,0.84444,-0.01744,0.6943,0.42636,0.1327,0.31124,0.19382,0.06032,0.25092
09/1986,1.134,1986-09-01,1.15165,-0.01765,0.7096,0.52468,0.4244,0.80887,0.54189,0.43832,0.37055
10/1986,0.946,1986-10-01,0.96386,-0.01786,0.81383,0.66743,0.13217,0.19803,-0.0622,-0.01232,0.21035
11/1986,1.282,1986-11-01,1.30008,-0.01808,0.95687,0.73276,0.32513,0.4437,0.44651,0.19812,0.24558
12/1986,1.468,1986-12-01,1.48629,-0.01829,1.42378,1.20142,0.04422,0.03681,0.38281,0.01409,0.02272
01/1987,2.923,1987-01-01,2.94151,-0.01851,1.32562,0.92795,1.59738,1.7214,0.25444,0.43799,1.2834
02/1987,1.032,1987-02-01,1.05072,-0.01872,1.09023,0.71671,-0.05823,-0.08124,0.25318,-0.02057,-0.06067
03/1987,1.923,1987-03-01,1.94193,-0.01893,1.8362,1.01561,0.0868,0.08547,0.00952,0.00081,0.08465
04/1987,6.027,1987-04-01,6.04615,-0.01915,2.39665,1.45556,3.63035,2.49413,0.59307,1.47918,1.01495
05/1987,1.309,1987-05-01,1.32836,-0.01936,1.25822,0.80009,0.05078,0.06346,0.37076,0.02353,0.03993
06/1987,1.43,1987-06-01,1.44958,-0.01958,0.87288,0.52115,0.55712,1.06903,0.06897,0.07374,0.99529
07/1987,0.776,1987-07-01,0.79579,-0.01979,0.86582,0.66268,-0.08983,-0.13555,0.11956,-0.01621,-0.11934
08/1987,1.048,1987-08-01,1.068,-0.02,0.6943,0.42636,0.3537,0.82958,0.19382,0.16079,0.66879
09/1987,1.026,1987-09-01,1.04622,-0.02022,0.7096,0.52468,0.3164,0.60303,0.54189,0.32677,0.27626
10/1987,0.539,1987-10-01,0.55943,-0.02043,0.81383,0.66743,-0.27483,-0.41176,-0.0622,0.02561,-0.43737
11/1987,0.988,1987-11-01,1.00865,-0.02065,0.95687,0.73276,0.03113,0.04248,0.44651,0.01897,0.02351
12/1987,2.96,1987-12-01,2.98086,-0.02086,1.42378,1.20142,1.53622,1.27868,0.38281,0.48949,0.78918
01/1988,1.156,1988-01-01,1.17707,-0.02107,1.32562,0.92795,-0.16963,-0.18279,0.25444,-0.04651,-0.13628
02/1988,1.143,1988-02-01,1.16429,-0.02129,1.09023,0.71671,0.05277,0.07363,0.25318,0.01864,0.05499
03/1988,2.025,1988-03-01,2.0465,-0.0215,1.8362,1.01561,0.1888,0.1859,0.00952,0.00177,0.18413
04/1988,5.138,1988-04-01,5.15972,-0.02172,2.39665,1.45556,2.74135,1.88337,0.59307,1.11696,0.76641
05/1988,0.825,1988-05-01,0.84693,-0.02193,1.25822,0.80009,-0.43322,-0.54147,0.37076,-0.20076,-0.34071
06/1988,0.36,1988-06-01,0.38214,-0.02214,0.87288,0.52115,-0.51288,-0.98412,0.06897,-0.06788,-0.91624
07/1988,0.349,1988-07-01,0.37136,-0.02236,0.86582,0.66268,-0.51683,-0.7799,0.11956,-0.09324,-0.68666
08/1988,0.298,1988-08-01,0.32057,-0.02257,0.6943,0.42636,-0.3963,-0.9295,0.19382,-0.18015,-0.74934
09/1988,0.389,1988-09-01,0.41179,-0.02279,0.7096,0.52468,-0.3206,-0.61103,0.54189,-0.33111,-0.27992
10/1988,0.405,1988-10-01,0.428,-0.023,0.81383,0.66743,-0.40883,-0.61253,-0.0622,0.0381,-0.65063
11/1988,0.909,1988-11-01,0.93221,-0.02321,0.95687,0.73276,-0.04787,-0.06534,0.44651,-0.02917,-0.03616
12/1988,3.354,1988-12-01,3.37743,-0.02343,1.42378,1.20142,1.93022,1.60662,0.38281,0.61504,0.99159
01/1989,2.315,1989-01-01,2.33864,-0.02364,1.32562,0.92795,0.98937,1.06619,0.25444,0.27128,0.79491
02/1989,0.769,1989-02-01,0.79285,-0.02385,1.09023,0.71671,-0.32123,-0.44819,0.25318,-0.11347,-0.33472
03/1989,1.833,1989-03-01,1.85707,-0.02407,1.8362,1.01561,-0.0032,-0.00315,0.00952,-3e-05,-0.00312
04/1989,0.471,1989-04-01,0.49528,-0.02428,2.39665,1.45556,-1.92565,-1.32296,0.59307,-0.7846,-0.53836
05/1989,0.665,1989-05-01,0.6895,-0.0245,1.25822,0.80009,-0.59322,-0.74145,0.37076,-0.2749,-0.46655
06/1989,0.276,1989-06-01,0.30071,-0.02471,0.87288,0.52115,-0.59688,-1.1453,0.06897,-0.079,-1.06631
07/1989,0.294,1989-07-01,0.31892,-0.02492,0.86582,0.66268,-0.57182,-0.8629,0.11956,-0.10316,-0.75973
08/1989,0.241,1989-08-01,0.26614,-0.02514,0.6943,0.42636,-0.4533,-1.06319,0.19382,-0.20606,-0.85712
09/1989,0.195,1989-09-01,0.22035,-0.02535,0.7096,0.52468,-0.5146,-0.98078,0.54189,-0.53147,-0.44931
10/1989,0.542,1989-10-01,0.56757,-0.02557,0.81383,0.66743,-0.27183,-0.40727,-0.0622,0.02533,-0.4326
11/1989,0.971,1989-11-01,0.99678,-0.02578,0.95687,0.73276,0.01413,0.01928,0.44651,0.00861,0.01067
12/1989,1.435,1989-12-01,1.46099,-0.02599,1.42378,1.20142,0.01122,0.00934,0.38281,0.00358,0.00577
01/1990,0.875,1990-01-01,0.90121,-0.02621,1.32562,0.92795,-0.45063,-0.48561,0.25444,-0.12356,-0.36205
02/1990,1.517,1990-02-01,1.54342,-0.02642,1.09023,0.71671,0.42677,0.59546,0.25318,0.15076,0.44471
03/1990,2.332,1990-03-01,2.35864,-0.02664,1.8362,1.01561,0.4958,0.48818,0.00952,0.00465,0.48353
04/1990,1.422,1990-04-01,1.44885,-0.02685,2.39665,1.45556,-0.97465,-0.66961,0.59307,-0.39712,-0.27249
05/1990,1.03,1990-05-01,1.05706,-0.02706,1.25822,0.80009,-0.22822,-0.28525,0.37076,-0.10576,-0.17949
06/1990,0.758,1990-06-01,0.78528,-0.02728,0.87288,0.52115,-0.11488,-0.22043,0.06897,-0.0152,-0.20522
07/1990,0.595,1990-07-01,0.62249,-0.02749,0.86582,0.66268,-0.27083,-0.40868,0.11956,-0.04886,-0.35982
08/1990,0.325,1990-08-01,0.35271,-0.02771,0.6943,0.42636,-0.3693,-0.86617,0.19382,-0.16788,-0.69829
09/1990,0.929,1990-09-01,0.95692,-0.02792,0.7096,0.52468,0.2194,0.41816,0.54189,0.22659,0.19156
10/1990,0.736,1990-10-01,0.76413,-0.02813,0.81383,0.66743,-0.07783,-0.1166,-0.0622,0.00725,-0.12386
11/1990,1.269,1990-11-01,1.29735,-0.02835,0.95687,0.73276,0.31213,0.42596,0.44651,0.19019,0.23576
12/1990,0.758,1990-12-01,0.78656,-0.02856,1.42378,1.20142,-0.66578,-0.55416,0.38281,-0.21214,-0.34202
01/1991,1.231,1991-01-01,1.25978,-0.02878,1.32562,0.92795,-0.09462,-0.10197,0.25444,-0.02595,-0.07603
02/1991,0.462,1991-02-01,0.49099,-0.02899,1.09023,0.71671,-0.62823,-0.87654,0.25318,-0.22192,-0.65462
03/1991,0.562,1991-03-01,0.5912,-0.0292,1.8362,1.01561,-1.2742,-1.25462,0.00952,-0.01194,-1.24267
04/1991,0.493,1991-04-01,0.52242,-0.02942,2.39665,1.45556,-1.90365,-1.30785,0.59307,-0.77564,-0.53221
05/1991,0.776,1991-05-01,0.80563,-0.02963,1.25822,0.80009,-0.48222,-0.60272,0.37076,-0.22346,-0.37925
06/1991,1.055,1991-06-01,1.08485,-0.02985,0.87288,0.52115,0.18212,0.34947,0.06897,0.0241,0.32536
07/1991,0.544,1991-07-01,0.57406,-0.03006,0.86582,0.66268,-0.32183,-0.48564,0.11956,-0.05806,-0.42758
08/1991,0.455,1991-08-01,0.48527,-0.03027,0.6943,0.42636,-0.2393,-0.56126,0.19382,-0.10878,-0.45248
09/1991,0.195,1991-09-01,0.22549,-0.03049,0.7096,0.52468,-0.5146,-0.98078,0.54189,-0.53147,-0.44931
10/1991,0.201,1991-10-01,0.2317,-0.0307,0.81383,0.66743,-0.61283,-0.91818,-0.0622,0.05711,-0.97529
11/1991,0.506,1991-11-01,0.53691,-0.03091,0.95687,0.73276,-0.45087,-0.61531,0.44651,-0.27474,-0.34057
12/1991,1.674,1991-12-01,1.70513,-0.03113,1.42378,1.20142,0.25022,0.20827,0.38281,0.07973,0.12854
01/1992,2.755,1992-01-01,2.78634,-0.03134,1.32562,0.92795,1.42937,1.54035,0.25444,0.39193,1.14842
02/1992,2.52,1992-02-01,2.55156,-0.03156,1.09023,0.71671,1.42977,1.99491,0.25318,0.50506,1.48985
03/1992,3.814,1992-03-01,3.84577,-0.03177,1.8362,1.01561,1.9778,1.9474,0.00952,0.01854,1.92886
04/1992,2.032,1992-04-01,2.06398,-0.03198,2.39665,1.45556,-0.36465,-0.25052,0.59307,-0.14858,-0.10195
05/1992,1.223,1992-05-01,1.2552,-0.0322,1.25822,0.80009,-0.03522,-0.04403,0.37076,-0.01632,-0.0277
06/1992,0.312,1992-06-01,0.34441,-0.03241,0.87288,0.52115,-0.56088,-1.07622,0.06897,-0.07423,-1.00199
07/1992,0.455,1992-07-01,0.48763,-0.03263,0.86582,0.66268,-0.41083,-0.61994,0.11956,-0.07412,-0.54583
08/1992,0.321,1992-08-01,0.35384,-0.03284,0.6943,0.42636,-0.3733,-0.87555,0.19382,-0.1697,-0.70585
09/1992,0.298,1992-09-01,0.33105,-0.03305,0.7096,0.52468,-0.4116,-0.78447,0.54189,-0.4251,-0.35938
10/1992,0.354,1992-10-01,0.38727,-0.03327,0.81383,0.66743,-0.45983,-0.68895,-0.0622,0.04285,-0.7318
11/1992,1.24,1992-11-01,1.27348,-0.03348,0.95687,0.73276,0.28313,0.38638,0.44651,0.17252,0.21386
12/1992,0.657,1992-12-01,0.6907,-0.0337,1.42378,1.20142,-0.76678,-0.63823,0.38281,-0.24432,-0.3939
01/1993,1.061,1993-01-01,1.09491,-0.03391,1.32562,0.92795,-0.26463,-0.28517,0.25444,-0.07256,-0.21261
02/1993,0.825,1993-02-01,0.85912,-0.03412,1.09023,0.71671,-0.26523,-0.37006,0.25318,-0.09369,-0.27637
03/1993,1.395,1993-03-01,1.42934,-0.03434,1.8362,1.01561,-0.4412,-0.43442,0.00952,-0.00414,-0.43028
04/1993,0.391,1993-04-01,0.42555,-0.03455,2.39665,1.45556,-2.00565,-1.37793,0.59307,-0.8172,-0.56073
05/1993,0.422,1993-05-01,0.45677,-0.03477,1.25822,0.80009,-0.83622,-1.04517,0.37076,-0.38751,-0.65766
06/1993,0.599,1993-06-01,0.63398,-0.03498,0.87288,0.52115,-0.27388,-0.52552,0.06897,-0.03625,-0.48927
07/1993,0.906,1993-07-01,0.94119,-0.03519,0.86582,0.66268,0.04017,0.06062,0.11956,0.00725,0.05338
08/1993,0.745,1993-08-01,0.78041,-0.03541,0.6943,0.42636,0.0507,0.11891,0.19382,0.02305,0.09587
09/1993,0.568,1993-09-01,0.60362,-0.03562,0.7096,0.52468,-0.1416,-0.26988,0.54189,-0.14624,-0.12363
10/1993,0.436,1993-10-01,0.47184,-0.03584,0.81383,0.66743,-0.37783,-0.56609,-0.0622,0.03521,-0.6013
11/1993,0.402,1993-11-01,0.43805,-0.03605,0.95687,0.73276,-0.55487,-0.75724,0.44651,-0.33812,-0.41913
12/1993,2.328,1993-12-01,2.36426,-0.03626,1.42378,1.20142,0.90422,0.75263,0.38281,0.28812,0.46451
01/1994,1.587,1994-01-01,1.62348,-0.03648,1.32562,0.92795,0.26137,0.28167,0.25444,0.07167,0.21
02/1994,0.831,1994-02-01,0.86769,-0.03669,1.09023,0.71671,-0.25923,-0.36169,0.25318,-0.09157,-0.27012
03/1994,1.176,1994-03-01,1.21291,-0.03691,1.8362,1.01561,-0.6602,-0.65005,0.00952,-0.00619,-0.64386
04/1994,1.097,1994-04-01,1.13412,-0.03712,2.39665,1.45556,-1.29965,-0.89289,0.59307,-0.52954,-0.36335
05/1994,0.798,1994-05-01,0.83533,-0.03733,1.25822,0.80009,-0.46022,-0.57522,0.37076,-0.21327,-0.36195
06/1994,0.677,1994-06-01,0.71455,-0.03755,0.87288,0.52115,-0.19588,-0.37585,0.06897,-0.02592,-0.34993
07/1994,1.178,1994-07-01,1.21576,-0.03776,0.86582,0.66268,0.31217,0.47108,0.11956,0.05632,0.41476
08/1994,1.17,1994-08-01,1.20798,-0.03798,0.6943,0.42636,0.4757,1.11573,0.19382,0.21625,0.89948
09/1994,0.847,1994-09-01,0.88519,-0.03819,0.7096,0.52468,0.1374,0.26187,0.54189,0.14191,0.11997
10/1994,0.663,1994-10-01,0.7014,-0.0384,0.81383,0.66743,-0.15083,-0.22598,-0.0622,0.01406,-0.24003
11/1994,0.887,1994-11-01,0.92562,-0.03862,0.95687,0.73276,-0.06987,-0.09536,0.44651,-0.04258,-0.05278
12/1994,1.837,1994-12-01,1.87583,-0.03883,1.42378,1.20142,0.41322,0.34395,0.38281,0.13167,0.21228
01/1995,2.14,1995-01-01,2.17904,-0.03904,1.32562,0.92795,0.81438,0.8776,0.25444,0.2233,0.65431
02/1995,2.191,1995-02-01,2.23026,-0.03926,1.09023,0.71671,1.10077,1.53587,0.25318,0.38885,1.14702
03/1995,1.013,1995-03-01,1.05247,-0.03947,1.8362,1.01561,-0.8232,-0.81055,0.00952,-0.00772,-0.80283
04/1995,3.553,1995-04-01,3.59269,-0.03969,2.39665,1.45556,1.15635,0.79444,0.59307,0.47115,0.32328
05/1995,0.805,1995-05-01,0.8449,-0.0399,1.25822,0.80009,-0.45322,-0.56647,0.37076,-0.21003,-0.35644
06/1995,0.867,1995-06-01,0.90711,-0.04011,0.87288,0.52115,-0.00588,-0.01127,0.06897,-0.00078,-0.0105
