Metrik,Zuverlässigkeit
Zeitreihe,original
Zuverlässigkeit innerjährlicher Regelbetrieb: Defizit [-],1.0
Zuverlässigkeit innerjährlicher Regelbetrieb: Überschuss [-],0.637
Zuverlässigkeit jährlicher Regelbetrieb: Defizit [-],1.0
Zuverlässigkeit jährlicher Regelbetrieb: Überschuss [-],0.125
Soll-Abgabevolumen [hm³],1453.9793688
Anteil Defizitvolumen vom Soll-Abgabevolumen [-],0.00837253849388817
Anteil Überschussvolumen vom Soll-Abgabevolumen [-],0.43503414643953076
