Metrik,Zuverlässigkeit
Zeitreihe,original
Zuverlässigkeit innerjährlicher Regelbetrieb: Defizit [-],1.0
Zuverlässigkeit innerjährlicher Regelbetrieb: Überschuss [-],1.0
Zuverlässigkeit jährlicher Regelbetrieb: Defizit [-],1.0
Zuverlässigkeit jährlicher Regelbetrieb: Überschuss [-],1.0
Soll-Abgabevolumen [hm³],1453.9793688
Anteil Defizitvolumen vom Soll-Abgabevolumen [-],0.012307471054537025
Anteil Überschussvolumen vom Soll-Abgabevolumen [-],0.0
