Monat,Rohdaten,Trendbereinigte Zeitreihe,Trendkomponente,Saisonale Komponente (Mittel),Saisonale Komponente (Standardabweichung),Saisonbereinigte Zeitreihe,Normierte Zeitreihe,Autokorrelation (Saisonfigur),Autokorrelative Komponente,Zufallskomponente
11/1959,0.195,0.2697795088357594,-0.0747795088357594,0.7489750000000002,0.6103310367128646,-0.5539750000000001,-0.9076631642126736,0.23947181012315255,-0.2173597409161172,-0.6903034232965564
12/1959,0.189,0.2634672770660901,-0.07446727706609008,1.1226999999999998,0.7247318538604468,-0.9336999999999998,-1.2883385696743386,0.33621641135349795,-0.4331605705042046,-0.855177999170134
01/1960,0.724,0.798155045296421,-0.07415504529642103,0.9439749999999998,0.5705246045307775,-0.2199749999999998,-0.3855661933825206,0.18374351485661938,-0.07084528758199135,-0.31472090580052925
02/1960,0.413,0.4868428135267519,-0.07384281352675193,0.8634000000000001,0.5855764168748602,-0.4504000000000001,-0.7691566583294495,0.3021719525772581,-0.2324175692852087,-0.5367390890442407
03/1960,1.912,1.9855305817570827,-0.07353058175708282,1.498925,0.7194451816330415,0.41307499999999986,0.574157712839742,-0.2206835666783586,-0.12670717190536307,0.7008648847451051
04/1960,1.092,1.1652183499874136,-0.0732183499874135,1.9217,1.0452291423415252,-0.8296999999999999,-0.793797232003409,0.4773004785589224,-0.37887979871397504,-0.414917433289434
05/1960,0.792,0.8649061182177445,-0.07290611821774451,1.0813749999999998,0.6385446220703765,-0.2893749999999997,-0.4531789791945136,0.47329741678178383,-0.21448844019256905,-0.23869053900194456
06/1960,0.478,0.5505938864480753,-0.0725938864480753,0.7061249999999998,0.4687236492593478,-0.2281249999999998,-0.4866940261291932,0.027757324950104356,-0.013509324234542597,-0.4731847018946506
07/1960,0.161,0.23328165467840623,-0.07228165467840622,0.6743750000000002,0.6537425979504472,-0.5133750000000001,-0.7852861380143891,0.25228601794056055,-0.19811671270357167,-0.5871694253108174
08/1960,0.113,0.18496942290873708,-0.07196942290873708,0.61005,0.5558766927116121,-0.49705,-0.8941731260135216,0.31423230208444264,-0.2809780798492713,-0.6131950461642504
09/1960,0.109,0.18065719113906786,-0.07165719113906786,0.510525,0.4163669647978811,-0.401525,-0.964353644614707,0.4668944232107838,-0.4502513386736008,-0.5141023059411062
10/1960,1.709,1.780344959369399,-0.07134495936939889,0.5773,0.48070090492945816,1.1317,2.354270583630531,-0.15721433083886638,-0.37012507441910136,2.7243956580496325
11/1960,0.919,0.9900327275997297,-0.07103272759972967,0.7489750000000002,0.6103310367128646,0.17002499999999987,0.27857832843586744,0.23947181012315255,0.06671165657161927,0.21186667186424818
12/1960,1.276,1.3467204958300605,-0.07072049583006046,1.1226999999999998,0.7247318538604468,0.1533000000000002,0.21152651036850853,0.33621641135349795,0.07111868422222842,0.1404078261462801
01/1961,0.456,0.5264082640603913,-0.0704082640603913,0.9439749999999998,0.5705246045307775,-0.48797499999999977,-0.8553092997651349,0.18374351485661938,-0.1571575370283998,-0.6981517627367351
02/1961,1.801,1.8710960322907222,-0.07009603229072225,0.8634000000000001,0.5855764168748602,0.9375999999999999,1.6011573775526011,0.3021719525772581,0.4838248511585515,1.1173325263940497
03/1961,2.097,2.166783800521053,-0.06978380052105315,1.498925,0.7194451816330415,0.5980749999999999,0.8313003064979211,-0.2206835666783586,-0.1834543166187739,1.014754623116695
04/1961,1.566,1.635471568751384,-0.06947156875138405,1.9217,1.0452291423415252,-0.3556999999999999,-0.34030815406003684,0.4773004785589224,-0.16242924479035906,-0.17787890926967778
05/1961,1.105,1.174159336981715,-0.06915933698171495,1.0813749999999998,0.6385446220703765,0.02362500000000023,0.03699819743747904,0.47329741678178383,0.017511151272741245,0.019487046164737797
06/1961,1.225,1.2938471052120457,-0.06884710521204562,0.7061249999999998,0.4687236492593478,0.5188750000000003,1.1069955629930324,0.027757324950104356,0.030727235560321316,1.076268327432711
07/1961,0.257,0.3255348734423765,-0.06853487344237652,0.6743750000000002,0.6537425979504472,-0.41737500000000016,-0.638439351066483,0.25228601794056055,-0.16106932157711856,-0.4773700294893644
08/1961,0.24,0.3082226416727074,-0.06822264167270742,0.61005,0.5558766927116121,-0.37005,-0.6657051911906321,0.31423230208444264,-0.20918607473739634,-0.45651911645323573
09/1961,0.163,0.23091040990303824,-0.06791040990303823,0.510525,0.4163669647978811,-0.347525,-0.834660358246002,0.4668944232107838,-0.3896982665401733,-0.44496209170582873
10/1961,0.118,0.1855981781333691,-0.0675981781333691,0.5773,0.48070090492945816,-0.45930000000000004,-0.9554797906348883,-0.15721433083886638,0.1502151159147241,-1.1056949065496124
11/1961,0.559,0.6262859463637,-0.0672859463637,0.7489750000000002,0.6103310367128646,-0.18997500000000012,-0.3112655076877165,0.23947181012315255,-0.07453931455487953,-0.23672619313283697
12/1961,0.771,0.8379737145940308,-0.06697371459403079,1.1226999999999998,0.7247318538604468,-0.3516999999999998,-0.4852829334416458,0.33621641135349795,-0.16316008637284854,-0.32212284706879724
01/1962,0.619,0.6856614828243617,-0.06666148282436168,0.9439749999999998,0.5705246045307775,-0.3249749999999998,-0.5696073358085448,0.18374351485661938,-0.10466165396957675,-0.4649456818389681
02/1962,0.715,0.7813492510546926,-0.06634925105469258,0.8634000000000001,0.5855764168748602,-0.1484000000000001,-0.25342550643004075,0.3021719525772581,-0.0765780801108459,-0.17684742631919487
03/1962,0.634,0.7000370192850234,-0.06603701928502337,1.498925,0.7194451816330415,-0.864925,-1.202211123350273,-0.2206835666783586,0.26530823860133435,-1.4675193619516074
