Metrik,Zuverlässigkeit
Zeitreihe,original
Zuverlässigkeit innerjährlicher Regelbetrieb: Defizit [-],1.0
Zuverlässigkeit innerjährlicher Regelbetrieb: Überschuss [-],0.69
Zuverlässigkeit jährlicher Regelbetrieb: Defizit [-],1.0
Zuverlässigkeit jährlicher Regelbetrieb: Überschuss [-],0.2
Soll-Abgabevolumen [hm³],810.5075244
Anteil Defizitvolumen vom Soll-Abgabevolumen [-],0.004112475440851956
Anteil Überschussvolumen vom Soll-Abgabevolumen [-],0.44109117578775775
