Metrik,Zuverlässigkeit
Zeitreihe,original
Zuverlässigkeit innerjährlicher Regelbetrieb: Defizit [-],1.0
Zuverlässigkeit innerjährlicher Regelbetrieb: Überschuss [-],0.735
Zuverlässigkeit jährlicher Regelbetrieb: Defizit [-],1.0
Zuverlässigkeit jährlicher Regelbetrieb: Überschuss [-],0.325
Soll-Abgabevolumen [hm³],810.5075244
Anteil Defizitvolumen vom Soll-Abgabevolumen [-],0.0
Anteil Überschussvolumen vom Soll-Abgabevolumen [-],0.37528895843240134
