Metrik,Zuverlässigkeit
Zeitreihe,original
Zuverlässigkeit innerjährlicher Regelbetrieb: Defizit [-],1.0
Zuverlässigkeit innerjährlicher Regelbetrieb: Überschuss [-],0.698
Zuverlässigkeit jährlicher Regelbetrieb: Defizit [-],1.0
Zuverlässigkeit jährlicher Regelbetrieb: Überschuss [-],0.225
Soll-Abgabevolumen [hm³],810.5075244
Anteil Defizitvolumen vom Soll-Abgabevolumen [-],0.004112475440851956
Anteil Überschussvolumen vom Soll-Abgabevolumen [-],0.4341034020425202
