Metrik,Zuverlässigkeit
Zeitreihe,original
Zuverlässigkeit innerjährlicher Regelbetrieb: Defizit [-],1.0
Zuverlässigkeit innerjährlicher Regelbetrieb: Überschuss [-],0.704
Zuverlässigkeit jährlicher Regelbetrieb: Defizit [-],1.0
Zuverlässigkeit jährlicher Regelbetrieb: Überschuss [-],0.275
Soll-Abgabevolumen [hm³],810.5075244
Anteil Defizitvolumen vom Soll-Abgabevolumen [-],0.008602965004246992
Anteil Überschussvolumen vom Soll-Abgabevolumen [-],0.43046788008311826
