Rangzahl [-],Kapazität [hm³],empirische Pu [-],theoretische Pu [-],empirische Quantile [hm³],theoretische Quantile [hm³]
1,12.690751623919539,0.009900990099009901,0.0075837107993638846,12.690751623919539,12.822896220909227
2,12.8442900746345,0.019801980198019802,0.0103207738835756,12.8442900746345,13.213261959062137
3,12.928321784905137,0.0297029702970297,0.01209812028738773,12.928321784905137,13.480617339062281
4,13.437005716915337,0.039603960396039604,0.02789639830808145,13.437005716915337,13.692485033228783
5,13.860914597997123,0.04950495049504951,0.0488550826205427,13.860914597997123,13.871949761677861
6,13.865245016218608,0.0594059405940594,0.0491094571695532,13.865245016218608,14.029927545407183
7,13.991947412735499,0.06930693069306931,0.05692326790504434,13.991947412735499,14.172520616008441
8,14.189679009304257,0.07920792079207921,0.07056003460425468,14.189679009304257,14.30351649810433
9,14.297818173201136,0.0891089108910891,0.07876127711165931,14.297818173201136,14.425442192924576
10,14.663973628133363,0.09900990099009901,0.11034044275037735,14.663973628133363,14.540075737226331
11,14.946407308663709,0.10891089108910891,0.13849334499184301,14.946407308663709,14.648720381972513
12,14.979783163141747,0.1188118811881188,0.1420226014454617,14.979783163141747,14.752362927167677
13,15.048889488409031,0.12871287128712872,0.14945866665306773,15.048889488409031,14.851770646002109
14,15.066884577257326,0.13861386138613863,0.1514228960907522,15.066884577257326,14.947553464862686
15,15.08044792111654,0.1485148514851485,0.152910873921193,15.08044792111654,15.040205423483009
16,15.21790524500301,0.15841584158415842,0.16834303373934317,15.21790524500301,15.130133228763565
17,15.242908492510423,0.16831683168316833,0.17121676449551843,15.242908492510423,15.217676469213918
18,15.245988980592728,0.1782178217821782,0.1715721908278937,15.245988980592728,15.303122269681351
19,15.274273986737136,0.18811881188118812,0.17484961997703635,15.274273986737136,15.386716137946202
20,15.291093308021857,0.19801980198019803,0.1768102719640483,15.291093308021857,15.468670140647454
21,15.324115439060392,0.2079207920792079,0.18068480763525224,15.324115439060392,15.549169166930355
22,15.438812063766306,0.21782178217821782,0.1943910779752392,15.438812063766306,15.628375797383121
23,15.474872661529616,0.22772277227722773,0.19877663379992788,15.474872661529616,15.70643413888206
24,15.51180569933203,0.2376237623762376,0.2033043290680286,15.51180569933203,15.783472881327635
25,15.568733084490532,0.24752475247524752,0.21035208554016493,15.568733084490532,15.859607761054365
26,15.622578116374022,0.25742574257425743,0.21709195196554737,15.622578116374022,15.934943566349567
27,15.879218744377113,0.26732673267326734,0.2500925608007365,15.879218744377113,16.00957578573722
28,15.924889720041406,0.27722772277227725,0.25609878837010036,15.924889720041406,16.08359197479666
29,16.216415911194872,0.2871287128712871,0.2951708211923887,16.216415911194872,16.1570728992287
30,16.323546969418828,0.297029702970297,0.30977790817531503,16.323546969418828,16.230093498611687
31,16.32367060287335,0.3069306930693069,0.30979482342747533,16.32367060287335,16.302723705423546
32,16.33040792377136,0.31683168316831684,0.3107167923882449,16.33040792377136,16.37502914649058
33,16.63975819926854,0.32673267326732675,0.3533316443674782,16.63975819926854,16.44707174839541
34,16.651443849099238,0.33663366336633666,0.3549480632522578,16.651443849099238,16.518910264066005
35,16.77576402766431,0.3465346534653465,0.3721500470517064,16.77576402766431,16.590600734438816
36,16.80179073232982,0.3564356435643564,0.37575057905283804,16.80179073232982,16.662196896499676
37,16.828606036261355,0.36633663366336633,0.379459165072172,16.828606036261355,16.733750546978275
38,16.841527883745243,0.37623762376237624,0.38124579174707174,16.841527883745243,16.80531186937543
39,16.899944979169334,0.38613861386138615,0.38931766834460024,16.899944979169334,16.876929730739562
40,17.08577985857844,0.39603960396039606,0.41490639180717576,17.08577985857844,16.948651953606728
41,17.093473337406294,0.40594059405940597,0.41596177370112064,17.093473337406294,17.020525567722636
42,17.093878480461512,0.4158415841584158,0.4160173402268442,17.093878480461512,17.092597045533076
43,17.12451653047472,0.42574257425742573,0.4202162963200021,17.12451653047472,17.164912524929726
44,17.173081258573518,0.43564356435643564,0.4268586136598801,17.173081258573518,17.237518022346944
45,17.18029829747809,0.44554455445544555,0.4278442035803631,17.18029829747809,17.310459639003366
46,17.25212098007279,0.45544554455445546,0.43762960815129687,17.25212098007279,17.383783762856297
47,17.37084167095935,0.46534653465346537,0.45370199295994407,17.37084167095935,17.457537268675978
48,17.428096865060525,0.4752475247524752,0.4614016414198283,17.428096865060525,17.531767718544003
49,17.482416351660504,0.48514851485148514,0.46867236498679954,17.482416351660504,17.606523565029477
50,17.626274346600155,0.49504950495049505,0.48775202151329644,17.626274346600155,17.681854359295727
51,18.01878923095785,0.504950495049505,0.5382780775907139,18.01878923095785,17.75781096643697
52,18.081718943542455,0.5148514851485149,0.5461416049242924,18.081718943542455,17.834445790439972
53,18.127410111329198,0.5247524752475248,0.5518064326798864,18.127410111329198,17.911813011311352
54,18.15522658370537,0.5346534653465347,0.5552364066978,18.15522658370537,17.989968837111057
55,18.239546348857687,0.5445544554455446,0.5655452335050357,18.239546348857687,18.068971773892216
56,18.372453942640902,0.5544554455445545,0.5815165611129979,18.372453942640902,18.148882916874783
57,18.468188013975563,0.5643564356435643,0.5928033277565734,18.468188013975563,18.229766266585035
58,18.577685716228928,0.5742574257425742,0.6054828383532599,18.577685716228928,18.31168907418881
59,18.762563441212308,0.5841584158415841,0.6263186585903333,18.762563441212308,18.394722220849232
60,18.81961936069888,0.594059405940594,0.6326007018058197,18.81961936069888,18.478940636671823
61,18.889097764486223,0.6039603960396039,0.6401547235220594,18.889097764486223,18.564423765686897
62,18.996135334526684,0.6138613861386139,0.6515847057453513,18.996135334526684,18.651256084396064
