Speicherkapazität [hm³],MQ [hm³],Speicherausbaugrad [-]
5,50.772960000000005,0.09847761485641175
10,50.772960000000005,0.1969552297128235
15,50.772960000000005,0.29543284456923524
20,50.772960000000005,0.393910459425647
25,50.772960000000005,0.4923880742820588
30,50.772960000000005,0.5908656891384705
35,50.772960000000005,0.6893433039948823
40,50.772960000000005,0.787820918851294
45,50.772960000000005,0.8862985337077057
50,50.772960000000005,0.9847761485641175
