Rangzahl [-],Kapazität [hm³],empirische Pu [-],theoretische Pu [-],empirische Quantile [hm³],theoretische Quantile [hm³]
36,21.773797183846355,0.3564356435643564,0.3674725045910535,21.773797183846355,21.654987873428457
37,21.861740914248685,0.36633663366336633,0.37563667478141316,21.861740914248685,21.761566923288335
38,21.90144723720647,0.37623762376237624,0.3793201097032033,21.90144723720647,21.86821754608105
39,22.025736370444008,0.38613861386138615,0.3908347177743106,22.025736370444008,21.975012141774762
40,22.08598750424278,0.39603960396039606,0.3964060690488502,22.08598750424278,22.082021721048626
41,22.105524561318816,0.40594059405940597,0.39821088734154964,22.105524561318816,22.189316273785607
42,22.17581970270362,0.4158415841584158,0.40469681365644183,22.17581970270362,22.29696511498383
43,22.215944112394993,0.42574257425742573,0.40839296864253727,22.215944112394993,22.405037213145093
44,22.478803236410386,0.43564356435643564,0.43247525329296643,22.478803236410386,22.513601505648538
45,22.504682435308496,0.44554455445544555,0.4348319916443536,22.504682435308496,22.622727205195883
46,22.512774658332205,0.45544554455445546,0.43556834143995193,22.512774658332205,22.732484101103058
47,22.586790518017665,0.46534653465346537,0.44229002139290186,22.586790518017665,22.842942858996143
48,22.802384532222447,0.4752475247524752,0.46171878888593615,22.802384532222447,22.95417532233725
49,22.866773838241755,0.48514851485148514,0.4674738000443178,22.866773838241755,23.06625481915114
50,22.919496598794083,0.49504950495049505,0.4721684819394771,22.919496598794083,23.17925647734183
51,23.001120536937833,0.504950495049505,0.479404109125725,23.001120536937833,23.293257552078693
52,23.143538962034,0.5148514851485149,0.49192912995251964,23.143538962034,23.40833776889513
53,23.268730561126233,0.5247524752475248,0.5028279793837688,23.268730561126233,23.524579686382786
54,23.339254729840377,0.5346534653465347,0.5089194294841187,23.339254729840377,23.642069082687158
55,23.483617928547005,0.5445544554455446,0.5212752520951094,23.483617928547005,23.760895370425203
56,24.012241467123943,0.5544554455445545,0.5651075589858813,24.012241467123943,23.881152045164797
57,24.046256687630944,0.5643564356435643,0.5678470802796087,24.046256687630944,24.00293717324518
58,24.05014815272807,0.5742574257425742,0.5681598405069503,24.05014815272807,24.12635392549837
59,24.14778559822605,0.5841584158415841,0.575962914384836,24.14778559822605,24.251511164379657
60,24.673394009462072,0.594059405940594,0.6164604051046148,24.673394009462072,24.37852409316437
61,24.887778655668285,0.6039603960396039,0.6322214998653378,24.887778655668285,24.50751497725981
62,25.175130297977887,0.6138613861386139,0.6526380548953296,25.175130297977887,24.638613949369436
63,25.19376639235577,0.6237623762376238,0.6539338502786942,25.19376639235577,24.77195991229722
64,25.195957832789475,0.6336633663366337,0.6540859967909013,25.195957832789475,24.907701555680564
65,25.20318273224143,0.6435643564356436,0.6545872650635471,25.20318273224143,25.045998505998508
66,25.205010804114636,0.6534653465346535,0.6547140153281306,25.205010804114636,25.187022632959255
67,25.266140107451434,0.6633663366336634,0.6589332315807874,25.266140107451434,25.330959540008777
68,25.47778250254055,0.6732673267326733,0.6732521585661837,25.47778250254055,25.478010272455933
69,25.581469117403742,0.6831683168316832,0.6801032635669283,25.581469117403742,25.628393283888524
70,25.603210671376956,0.693069306930693,0.6815261540467515,25.603210671376956,25.782346710565612
71,25.722466573340256,0.7029702970297029,0.6892465668694882,25.722466573340256,25.940131014855815
72,25.72265612719349,0.7128712871287128,0.689258724678442,25.72265612719349,26.102032073273676
73,25.780575551510765,0.7227722772277227,0.6929567521304413,25.780575551510765,26.268364803227236
74,25.85299448318733,0.7326732673267327,0.6975332587191153,25.85299448318733,26.439477446566144
75,26.188915793678007,0.7425742574257426,0.7180772099384549,26.188915793678007,26.61575665925539
76,26.21350128921921,0.7524752475247525,0.7195367607550675,26.21350128921921,26.797633597562555
77,26.363992453683508,0.7623762376237624,0.7283409354994907,26.363992453683508,26.985591245656614
78,26.4951328108217,0.7722772277227723,0.7358318594162205,26.4951328108217,27.180173302637492
79,26.595726241030434,0.7821782178217822,0.7414643945304764,26.595726241030434,27.381995046215934
80,26.63627847165037,0.7920792079207921,0.7437073302290157,26.63627847165037,27.591756726493415
81,26.897172552318374,0.801980198019802,0.7577602293432631,26.897172552318374,27.81026023286527
82,28.558205564762943,0.8118811881188119,0.8328321331133913,28.558205564762943,28.038430044696547
83,29.105027127656456,0.8217821782178217,0.852607249749581,29.105027127656456,28.2773398602191
84,29.541821529082767,0.8316831683168316,0.8668562914193045,29.541821529082767,28.528246858066947
85,29.80648112741889,0.8415841584158416,0.8748653742168953,29.80648112741889,28.79263637853094
86,30.276725353844995,0.8514851485148515,0.8880086668525216,30.276725353844995,29.072281076089233
87,30.39775918712894,0.8613861386138614,0.8911776297325948,30.39775918712894,29.369320560508203
88,30.473413748052053,0.8712871287128713,0.8931157542053643,30.473413748052053,29.68637068105946
89,30.64391839894074,0.8811881188118812,0.8973660417651317,30.64391839894074,30.026676766127807
90,31.12423472360092,0.8910891089108911,0.908501693770603,31.12423472360092,30.394333901413216
91,31.791590869356583,0.900990099009901,0.9220891298830146,31.791590869356583,30.794612836520525
92,32.83022501864491,0.9108910891089109,0.9394708641667852,32.83022501864491,31.234458793276097
93,32.934032256894795,0.9207920792079208,0.9409863812065938,32.934032256894795,31.723286415265058
94,33.81700975491455,0.9306930693069307,0.9524710318415137,33.81700975491455,32.27431051626242
95,33.856803605823075,0.9405940594059405,0.9529336915656248,33.856803605823075,32.906914209539174
96,34.52644468059816,0.9504950495049505,0.9600889687279592,34.52644468059816,33.65120643515078
97,34.72859966969213,0.9603960396039604,0.9620308715139875,34.72859966969213,34.55775839768383
98,35.6137034307601,0.9702970297029703,0.9694922316921871,35.6137034307601,35.721708678151
99,38.443497629526064,0.9801980198019802,0.9848708058661815,38.443497629526064,37.35775570176055
100,40.06629998108474,0.9900990099009901,0.9898744184285991,40.06629998108474,40.157115091254525
