Metrik,Zuverlässigkeit
Zeitreihe,original
Zuverlässigkeit innerjährlicher Regelbetrieb: Defizit [-],1.0
Zuverlässigkeit innerjährlicher Regelbetrieb: Überschuss [-],0.64
Zuverlässigkeit jährlicher Regelbetrieb: Defizit [-],1.0
Zuverlässigkeit jährlicher Regelbetrieb: Überschuss [-],0.175
Soll-Abgabevolumen [hm³],1307.2602312
Anteil Defizitvolumen vom Soll-Abgabevolumen [-],0.021174607044452384
Anteil Überschussvolumen vom Soll-Abgabevolumen [-],0.4538714057141894
