G001,G002,G003,G004,G005,G006,G007,G008,G009,G010,G011,G012,G013,G014,G015,G016,G017,G018,G019,G020,G021,G022,G023,G024,G025,G026,G027,G028,G029,G030,G031,G032,G033,G034,G035,G036,G037,G038,G039,G040,G041,G042,G043,G044,G045,G046,G047,G048,G049,G050,G051,G052,G053,G054,G055,G056,G057,G058,G059,G060,G061,G062,G063,G064,G065,G066,G067,G068,G069,G070,G071,G072,G073,G074,G075,G076,G077,G078,G079,G080,G081,G082,G083,G084,G085,G086,G087,G088,G089,G090,G091,G092,G093,G094,G095,G096,G097,G098,G099,G100
1.0495830853301262,0.8105413819026588,1.5740374127335468,1.0963692378371102,1.710830604280143,2.308687551710154,1.731840921040119,2.1440550611163434,1.4425717410017334,0.6415571123284443,1.7487464936562374,0.8786015231385492,2.1826506204290417,1.0369925054814777,1.2548076931683274,1.5745014794495775,1.5950881996651733,0.4413718388939599,1.6641543830556034,2.1568574844063706,1.9645476732762803,2.3093407212673953,1.0998893920509831,1.8665170029916283,2.6210899592257295,1.9981711866394423,1.777429299763221,1.2516064462881578,0.7100969796086707,1.5383543255809955,1.0592297647002304,1.0387158694150547,1.5757065351104063,0.7501786808110393,0.307878052015651,0.45316922842747565,0.9174189549667935,0.49098633755379073,3.3313321693776374,1.4317461054057714,0.4901755343428609,2.2410757214224577,3.848020938108574,0.27336801867413907,0.9341416505715829,2.0353349374563887,0.6629581616717399,3.371362354558083,1.5193571185249242,2.2537919279618017,0.7926824018758736,1.2110076255735474,1.0167181280679303,1.2903845909511644,0.4449839905788642,1.3639451579389332,1.5119111178893287,0.7515215591427898,0.9821585744342638,1.6437352391404458,1.983525319543872,0.33737378842850385,0.6325293108278423,1.470931187131605,1.129062009604181,2.833243369697292,1.7141868656375596,1.0231850477334232,1.165066597620023,0.5992715193672422,1.2210819510808997,0.360013539626282,1.2443757956509365,0.8773591526916591,0.9688607474617277,1.1221334247368089,1.0979285867063198,0.9393617933861182,3.483699685723561,1.4220272564217975,2.1000537838755386,1.6398547792770892,1.8518793096189905,1.162683848082012,4.308223039210506,0.8517528384443117,0.39838144503736006,0.958390743990915,1.086152567697242,0.4816297429987729,0.9073640312905211,0.68577357150897,0.4164378364762432,1.4080294707345153,1.0055640693510601,1.096217966000651,1.400024130527656,1.4013311433029871,2.502422970444024,0.3780285029724708
2.4659041765267413,0.659988901986382,1.8192497329441444,2.50990617835773,1.7731228366884908,1.3895767965458357,1.6833787210482198,4.6976339178971305,1.5466652703915353,1.1794561039564062,2.5545197205942944,0.9553675725941868,0.7293280378396176,2.3416197908767438,2.1538753419022663,1.9301216590238959,5.22741168867379,0.33137445742515514,1.3737465575100987,2.1058311281382687,2.9449506959166554,0.9289474191792049,1.3634557110687169,2.4651857573574603,2.0762520377260256,0.6241059690171775,3.9613999479746393,1.3868708008036554,0.5217865568278598,1.0967369260013997,0.8592667029185753,3.1330918799877434,2.2815306555260904,0.005184856519905523,2.0641097692131853,1.5861776813919954,0.8360863202492945,1.8677463845573525,2.831401438128771,1.7099939255953391,1.682233234194216,1.373126337203468,3.09359316780512,0.9173653185738313,2.668665935909132,1.8405683628335008,1.726501075421703,2.4039401815052313,1.5821823997463191,2.406978031147245,1.5258767310714376,4.331768956200116,1.2879159937742437,2.2081334740443515,1.301830472666065,1.4850490843186024,2.4350357222446273,2.559087165650461,0.7224780838197272,1.0950171982942078,3.6358193705311534,-0.356536622226999,1.1674819245644932,1.992965891254265,3.6756311080274884,4.032835161471912,1.8935265914352541,0.6330637094098954,1.5052511108132536,0.871364296345556,1.0766833419490613,2.0582778146844616,1.0429633489810928,1.6230243462680802,1.1814403721021391,1.6047806095629014,1.3954943216309794,0.9503553227859328,2.378432192379124,0.05102480350310068,1.9314726683270447,2.3718170285652893,1.355530815200722,1.126019204737469,4.370638821109082,1.2789056816743087,6.196260260213133,1.7544569672808459,1.986025100463511,1.6588251640210003,1.0572703831985586,2.461753823501244,1.3145634814748357,3.0321473662376803,4.404384395570121,1.0960767355645604,2.7813438950926823,2.216056570033648,1.513559406992206,-0.25803776055310523
4.26432675986366,0.8567982089917912,0.24783871590212558,3.175885110331562,1.8784186329771158,3.559289343116996,1.7074205984541866,1.8545797965249373,1.1424085663249548,0.21314485690140272,-0.043825887030044086,0.7449356021852221,0.9446648466297869,1.5997645124559945,1.5176125432150924,1.1182376890137151,4.767079975335468,1.1729836502152617,1.2946454255368378,3.689069252723265,2.009411064014651,2.6174654082549456,0.00944487553377038,1.1608177929749248,1.1340593480362304,1.5792531155943659,2.3474053878254004,1.090721171837601,2.6070511903391713,1.4370510920685446,2.2945275785275676,2.1110239203457124,2.5820221131562118,0.807221706778906,2.0301964434662985,2.4869421110228864,-0.008804420212551456,1.8307557077266914,4.000274697182364,1.0629567338939376,2.1033557677913857,1.4920708895122692,3.19847605916378,1.2525553700179135,0.9463859542548496,0.7773434312222567,2.140470592440031,1.1005308617001353,0.524443299273432,1.2283475188234991,2.0292316411454667,3.127676693182895,2.545442692022319,4.595166443976248,-0.027499608676288867,2.093625838792585,1.068875570089765,1.8593267626869292,1.8580164765589313,1.2250669160136813,3.002414028112258,-0.5546529870704491,2.2549165394828963,1.7414172031822095,3.2250392795345006,1.1530159669950442,1.5840550029117006,1.3628493380006712,2.2778550955274954,-0.10078810827905671,2.39179931849573,2.1709558249859415,3.4927890554883794,3.1608291885660114,0.02450208286466471,0.33991460190955847,1.7844236725548568,1.2115644838725133,1.9425978115936977,-1.5182999757294122,2.4670871198267523,3.947584147521397,2.776459782675463,2.3635762242475993,4.286436671270078,2.278104437055866,4.509059123307127,1.5992558748740882,2.0675395418723657,1.2174562055879243,1.480563379182654,3.782734239614987,2.1984166767235322,3.2670213439525067,3.261772318209065,2.080775714363794,1.6112728722397482,-0.3016493703464991,1.0927008470182995,0.4110123323890035
0.16174073202061812,1.3187782665780663,-0.4561456225213625,1.5510782013768716,2.3249642623690656,1.5927796799870086,1.66415723563333,1.1109154708991007,0.4163739497226042,1.5653305588478394,1.06168755243498,2.1019898890620885,2.3468416653924447,0.8058335632875955,2.6340212381800487,2.8495368490745188,1.4829360164469678,2.582927636602818,1.5859407389252669,2.1742736062603525,0.3450195115624679,2.4771719856695915,0.7314808312515644,0.623827963803804,2.465109736289919,0.7545739272941359,1.8313282074726096,2.214578243837299,2.6206627550273125,2.3823634504246045,2.180737692171618,3.132228174505731,1.6487131174096799,1.515469682042646,1.9238834265530476,2.7725022841616367,1.2411740903841364,1.771174538975644,2.348426642000134,2.1491345643830377,1.5228486335573823,1.6296254243995796,2.060705236712315,1.9231840334112815,2.6360730001904322,1.4360902566869138,0.7489402219132725,0.5862726494275371,0.40648754223292016,0.32580383764476206,2.4080745081942823,1.5460371830690653,2.8310080349819566,2.2471723791873073,0.5824229065709448,2.0153004720408307,0.15030721283602944,2.0882019844008326,-0.12065780392591985,1.933142979995307,1.152206028538124,1.628550542609346,2.3610539441099285,2.235726916885131,3.0324583378562053,-0.7649312490121689,-0.2833402132493683,2.0347101318356446,2.1868100945398163,1.075434870753393,1.1885355337296888,1.454652659626385,2.145052709548275,0.044280010847947526,1.031389571567445,-0.6976563125965143,1.6283494919257546,0.4467707960952825,-0.9153219274674729,0.7947212213916881,1.0832916275383297,3.3267801012845117,1.444903998462224,1.99779140456396,2.9303235697212666,1.4142022735806266,2.3681681463750905,2.1508310117159266,1.491306840001271,1.6012518557975088,0.35942705705772293,2.9862192118015827,2.7858248393964837,1.3491313838156647,3.902095486900083,3.143780388283915,1.5240530215983343,1.3113279232881252,1.7954075979735113,1.8901009793364105
0.9518666981153602,2.6497783266572434,2.7522370808207093,1.6815160731327476,2.9667324932854426,1.991679732399597,2.642858658183134,3.0955377512837154,2.407343668405095,3.3433824682418036,1.3677837718404733,2.325492755866788,3.428498395325344,1.4755245542503235,1.71191736036515,2.2452233158031474,3.100660847183982,1.2060506953679713,2.1151563945968404,0.20275006816110208,0.21022565485937217,3.8715410776983887,2.4094756903903547,1.152607308966104,2.6213727887851324,1.4336160886413785,2.5152995833331646,3.9365206408070934,4.079948377652788,2.1459297188747337,1.430473416580788,1.4405453069756062,2.6712640254957556,3.333008207075509,2.1260388283132072,2.3357926331262813,1.3453267023514632,2.439081157684977,3.705155112356147,1.433778801856556,3.0417740533701836,3.348733424669955,-0.3282666214462129,3.5080521129539575,4.09176253943817,3.00600480894149,1.6841134682452412,1.787350239128351,2.0536361510640253,2.053502217449711,1.977405875285768,3.398971717637651,3.537376513748727,2.3167603580707867,2.5590168239165965,2.523880493082491,1.5299372297212197,2.5872197604444964,2.4838119565466656,2.5763050206301368,1.6353506282082728,2.759394326329362,2.9761456503535544,3.269717842222601,3.5010493632604103,2.650419301069314,2.3723643188966768,4.097380476139222,2.6193632339116926,2.770294440137875,2.6334086745496452,2.493856813304808,2.150569939110785,2.361358207020301,1.1722179593379782,1.6233336609220719,1.2776988313994921,1.9737998917434332,1.8339939656459823,1.405568972227351,2.466695834199116,3.9584185982327766,3.4234297151987807,2.3964801204283726,3.451632600846071,1.0490577988337648,2.7554892417969157,3.513454215202235,2.5532648805275167,0.5850187692286601,1.4543833459912663,3.0523824492662954,3.408845654632227,2.9129730497193553,3.395841350897852,2.406505020300923,3.210750567299498,2.5490527977497965,3.030149141208407,3.006670068022184
3.6196314781857692,3.7292543867793304,4.149960115452384,-0.12934828970416978,3.577797254938502,6.238074192492183,4.58455800072436,1.6947035841129072,1.8090339986819104,0.4801278847002117,3.511788167392452,3.5923838954020475,2.0760517069641113,0.05525595145246509,1.9519949530479332,-0.14304818859743307,1.9262181778191536,0.7372131774088726,3.346617397561339,3.0865394413609764,2.59583083911185,4.015017360208886,4.718638568672038,5.04398640756652,1.201854483075269,3.65164108563401,1.7178038936372704,2.8402383307915904,2.34480488048222,3.6913060916746563,3.115496158614868,3.3685042201138637,1.732297726252936,1.7450464327894402,3.8234516887698238,2.492718371261397,2.194830279627115,1.6506941519096798,2.9681325590495136,1.83219968885696,3.4308871098212625,3.1586307618039973,0.8803567215777793,3.450099119365382,2.714783724471283,2.8074870949073465,0.23476864354661453,2.0412957613193834,2.6445520005809793,5.209628183831579,1.7853750537565392,4.107106800045962,4.53309186893398,0.33190449924440246,3.930568436922038,0.38135890061260147,5.171919599720932,4.113635245319125,4.708877571156137,-0.05872941055402814,4.369513958548592,3.2638254376531943,2.6984505485757713,1.049005841763132,4.541120144287496,1.5353393337126386,3.416342126095035,2.0983320360095066,1.098230079936252,1.1294301549379406,3.979919311883931,0.6711642144684027,1.3196972060158432,3.056992324636818,2.7696850529907535,3.7897196961710073,-0.09904178845421141,-0.16465796551621636,1.6220449910523016,0.2625044346420866,1.2177159510946054,2.262397474449646,2.998360801197368,4.374072022941624,1.9558699516179923,2.3542549445647607,1.5781856123318407,3.5195915225673002,4.318309581090587,2.3665971269078856,2.2604010464855704,2.9945569896660245,3.435188122658828,3.8563555632526754,2.0388139256226188,0.35452920411528765,0.6275114978390275,1.7824389685543207,4.187719090384437,1.1223503776263812
1.8365381770670208,1.481956341021384,2.474897590875911,0.7178641277339702,1.3591893331717153,3.6635151138593187,2.3680721035555665,1.6240283899734909,1.3024747323449244,0.23009277694281416,1.335979868325957,1.9460229836573437,1.700004716719224,0.2956385684306527,2.1282682029818836,0.6521973031087356,1.6004270295111918,0.5427108565729575,3.9696062832761645,3.4305524114080583,2.138898100503461,1.782445468575439,3.6419418868146156,2.420766104422772,1.2412816948270224,3.72294104638649,0.7970020910882981,1.2716295141340712,1.4029951593071872,1.379539827826803,1.5987246491086855,2.9688994504862993,1.0970474375679846,2.634557752098484,1.5363363393648037,2.380151313872376,1.1888909866682877,1.250793527838397,1.5034071364512567,2.6438645664811022,1.815109818573071,1.501823141428221,2.6684721772103592,2.0275476427680394,2.159706828230699,2.648889117109759,0.5586399035452216,1.2691808188339881,2.2767826212494198,2.4205168223265185,0.8863395287388501,3.5906068353424234,2.5567962645945648,0.5271354554407581,3.4163110785911592,0.3380101382229024,2.423044277833495,1.8729254543360496,2.181958604792941,1.1863234763973196,4.074336227926584,1.6959456698390127,1.1504849528761287,1.0234905259557463,2.4597532014506855,0.9521692608283716,1.6865613784904547,1.1437215697620315,0.9550411978418811,1.2880666873341253,2.471340808340458,1.0512769935912138,0.7247710777626089,3.242722743085346,1.0364675743833773,1.7636933643131982,1.5262271286592985,1.4679877905371943,0.6441822865753023,0.2160546183346086,1.417172484290456,1.953614448832587,1.3060581802181956,4.297686265820786,1.5248889994544936,2.106878335594614,2.1798629847198168,1.5117153825674474,2.783471116788104,2.0283840984216037,0.9558742843579435,1.4424416396054438,3.927734051960714,1.5699976631417476,2.8173309832527957,2.4365408263454964,1.4997125403236793,2.231257719397977,4.478407095654889,2.9102374875503862
1.6397239244414272,2.061406031625504,1.5367450138421672,0.20575392954605998,1.2823094418918541,2.1928143316604576,0.6652387858425319,1.00164161386764,1.7343156073343051,1.0458412015368217,1.5643588687626293,1.5765961841762475,1.5152696819493996,1.8777408208361672,1.227518768875394,1.0774839803495249,1.1515003058712274,1.8495511651033225,2.717239083212748,2.5227182106510133,1.330353098755194,1.9716902304846142,1.2550308768242533,1.856110152318065,0.5814875152669532,1.876692742537588,0.630153149916608,0.7874541704732825,0.0650862603232567,2.160135060320093,1.9262671958142117,2.1908378246861675,2.1548469402060153,1.1432538486901227,1.712514123198782,1.4784088802868822,1.274558110816495,1.2953945935642976,1.591897262250326,1.9903855094893461,2.0647591034231887,1.7085469933820867,2.2439127369114376,1.1740964028266556,1.3884868394091483,2.1035045700929023,0.9747939121535725,0.6856241897757057,1.6612241117270687,0.8820700455876649,1.1664216512266186,2.3004464240091456,1.631597999531116,1.5428247882850514,1.4317321070927174,1.3188308982939043,1.6750246452935578,1.3819571086937108,1.3264244487229708,1.52222144440829,3.185900864189758,1.7295458425309704,1.3057596358274854,1.9070771682973566,0.373907559816574,1.5891902798556439,1.8342498756793417,1.48139158214954,0.8531222481474745,1.791929560749641,2.1614125002074243,1.3044904187393223,0.7805405096507994,2.228589427987312,0.871258439894042,0.6426600134412742,0.6915569731131314,0.26902066595415486,1.2755237583917158,0.3637316465321031,1.9221617954757635,1.6576444456423867,1.1586530535225852,2.102551319697368,0.005990858412700861,2.2641030787897254,1.6284670989116325,2.242825026608471,0.7403640453335862,2.1133098827618966,1.9108138550023428,0.7790736545912631,2.6157765008774208,1.4405756086935793,1.9531693245085946,0.9944862821503784,1.2736838299392457,1.6892261578384515,2.2733061064455926,2.007142389899297
1.423133213323981,1.5180693475431013,0.806401872381493,0.6914953424199143,1.4138043959500743,1.7332945128955868,2.5845979444280927,0.09328228848520759,1.4130886475434103,1.792460253756255,1.5291515316805357,0.7579137380811695,0.23934050552505282,1.6845247144148123,-0.22774385299762367,1.4325543718069247,1.7254277998943075,1.734361231201405,1.0426328084703649,1.2489163463991226,0.1876801418374333,1.4726959288273678,0.7644401988973525,1.7973019391115599,-0.137563460151653,1.1446383632027235,0.2839298788010103,1.976441022473439,0.5125760898457115,1.3562819936197026,1.2957275438710842,0.7031043820826008,1.2718633384688665,1.114122147557702,1.9513579612606282,1.1316428565028358,2.442696334087686,0.4726445938505319,0.9673299200168872,2.14201062920847,1.1429161241881796,2.3912720493149164,1.513365758124118,3.039716586188005,0.27270742924165103,0.47482063142639896,1.6327101400755284,0.6383422543924966,2.099107799403767,2.245517891887435,2.314559992752894,1.830469375766937,1.3763709497795162,0.7885787511123843,1.1215266819184941,1.3313964496585486,0.9661998731659178,0.21771031636897786,2.226874121650366,0.38271624564703866,1.4507907457749456,0.6323022193796085,0.6654921821582361,1.4748321868634027,0.9799466593479772,1.078204473828672,1.626212994644728,2.878385824167567,1.0654203951624357,1.4842141096985255,1.3207087564770839,0.8075947308012685,0.020725971695074508,1.2415632998804509,0.11355059393585665,0.33741783766292444,0.621488333895524,0.49696337121278034,1.285526473229777,1.4070679586851367,0.14276342599619718,1.91383506220194,1.4841959239469267,1.261247799015683,0.40969575780638223,2.272132952452593,1.2675875749344978,2.938794601661615,1.2447435034010477,1.213185059681707,2.0725376773656423,1.2668596154088174,0.600660038474101,0.6899683315316039,1.761311554363233,1.3937162100019083,0.3382363050406513,2.016735549991192,0.6004516414052887,1.4189259362661555
1.0973153123153705,2.1119985729085613,1.4962517460522742,1.0068417469695596,0.9401706960103,2.2855866725683263,1.9444653337051812,0.6037249997722638,0.8181490959629947,1.5296962740002924,1.0690590515256597,1.3983943368834408,0.31292181455010426,1.6483623698493286,0.0911436670431911,0.837604343722276,0.8377566049225331,1.8511179631507753,0.2548400290948739,0.7300130613768504,0.25700440266309066,2.9366933318550457,0.39278096663109885,2.323132335940901,-0.0194354225177632,0.043692373384453975,1.5941395817323112,1.506559115810002,2.154598379655692,0.8629418419633677,0.33129390751653576,2.5398765860927752,1.4108874775055464,0.6646925759637459,2.1676310378919643,0.8561577412840933,1.964453820997035,0.34810148815239594,0.47396801815737355,1.3542718419175563,0.037784081578997264,0.8214955120810977,1.1478093780707819,2.3125559607421695,0.47900598091262625,0.519916824973397,1.120877946385078,0.27360198914194356,1.2662627362470182,0.7148197722948788,1.9902492197978896,2.7126706397795584,0.7696756294211768,0.7762618235277935,0.6658037089379918,0.6475649320281136,1.0635778406387324,1.6636548636251636,1.8460189818252724,0.3386990334313478,1.534959411865447,1.4609446970235502,1.301312916843471,0.8455241975719772,1.561770073229669,0.9133068124244436,1.07392743771898,1.7500346237757762,1.0095052649956442,0.32769776377443316,1.64815862782814,1.107592873679728,0.7603909949036053,1.784115971265099,0.5354932684257455,0.9515475521969342,0.640227619410128,0.36963675368135435,1.1578542561564782,1.2304109133796823,1.5623715463749983,2.6507387143678907,0.5685969356846187,0.7432860959198145,0.6962456823781243,1.324856682401684,0.6026154778494555,1.095085204733015,0.4624959795587624,1.244875650356116,1.0343136780698008,1.298634129674819,0.25904891809344677,1.0259385824197593,1.1781538484978415,1.251734024602612,2.041062680918916,0.8760351951563818,1.1625232231921585,0.7296386689599611
