Speicherkapazität [hm³],MQ [hm³],Speicherausbaugrad [-]
5,27.90936,0.17915136713991292
10,27.90936,0.35830273427982584
15,27.90936,0.5374541014197388
20,27.90936,0.7166054685596517
25,27.90936,0.8957568356995647
30,27.90936,1.0749082028394776
35,27.90936,1.2540595699793904
40,27.90936,1.4332109371193034
45,27.90936,1.6123623042592163
50,27.90936,1.7915136713991293
