Speicherkapazität [hm³],MQ [hm³],Speicherausbaugrad [-]
5,29.833055999999996,0.1675993233814196
10,29.833055999999996,0.3351986467628392
15,29.833055999999996,0.5027979701442589
20,29.833055999999996,0.6703972935256785
25,29.833055999999996,0.837996616907098
30,29.833055999999996,1.0055959402885177
35,29.833055999999996,1.1731952636699372
40,29.833055999999996,1.340794587051357
45,29.833055999999996,1.5083939104327766
50,29.833055999999996,1.675993233814196
