Speicherkapazität [hm³],MQ [hm³],Speicherausbaugrad [-]
5,45.7272,0.10934411028884339
10,45.7272,0.21868822057768678
15,45.7272,0.32803233086653016
20,45.7272,0.43737644115537355
25,45.7272,0.5467205514442169
30,45.7272,0.6560646617330603
35,45.7272,0.7654087720219037
40,45.7272,0.8747528823107471
45,45.7272,0.9840969925995905
50,45.7272,1.0934411028884339
