Metrik,Zuverlässigkeit
Zeitreihe,original
Zuverlässigkeit innerjährlicher Regelbetrieb: Defizit [-],1.0
Zuverlässigkeit innerjährlicher Regelbetrieb: Überschuss [-],0.667
Zuverlässigkeit jährlicher Regelbetrieb: Defizit [-],1.0
Zuverlässigkeit jährlicher Regelbetrieb: Überschuss [-],0.15
Soll-Abgabevolumen [hm³],828.5135292
Anteil Defizitvolumen vom Soll-Abgabevolumen [-],0.009225878213183257
Anteil Überschussvolumen vom Soll-Abgabevolumen [-],0.43687073938570126
